chrom:start-end:strand	nb_ccr	gene_id	biotype
3:114762586-114765885:+	9	ENSSSCG00000008591	c
3:114770658-114785114:+	10	ENSSSCG00000008591	c
3:114770658-114791075:+	7	ENSSSCG00000008591	c
3:114783338-114802446:+	12	ENSSSCG00000008591	c
3:114783338-114791075:+	51	ENSSSCG00000008591	c
3:114783338-114785114:+	40	ENSSSCG00000008591	c
3:114813775-114831309:+	5	ENSSSCG00000008591	c
3:117885520-117929971:+	6	ENSSSCG00000008600	c
3:117885520-117903927:+	32	ENSSSCG00000008600	c
3:117885520-117886633:+	6	ENSSSCG00000008600	c
3:117885520-117900196:+	7	ENSSSCG00000008600	c
3:117899268-117903927:+	17	ENSSSCG00000008600	c
3:117903318-117903927:+	13	ENSSSCG00000008600	c
3:117952013-117958024:+	54	ENSSSCG00000008600	c
3:117952013-117953796:+	28	ENSSSCG00000008600	c
3:118225214-118250998:+	37	ENSSSCG00000008604	c
3:118225214-118227905:+	5	ENSSSCG00000008604	c
3:118225214-118256221:+	5	ENSSSCG00000008604	c
3:118225214-118231194:+	12	ENSSSCG00000008604	c
3:118225214-118240682:+	9	ENSSSCG00000008604	c
3:118225214-118245977:+	5	ENSSSCG00000008604	c
3:118237707-118256221:+	12	ENSSSCG00000008604	c
3:118244616-118261953:+	6	ENSSSCG00000008604	c
3:118250917-118256221:+	6	ENSSSCG00000008604	c
3:118817882-118820409:+	6	ENSSSCG00000008606	c
3:120141625-120146118:+	8	ENSSSCG00000008614	c
3:122013364-122027652:+	5	ENSSSCG00000008621	c
3:122055223-122058226:+	32	ENSSSCG00000008621	c
3:122055223-122069518:+	6	ENSSSCG00000008621	c
3:122055223-122062930:+	6	ENSSSCG00000008621	c
3:122118084-122133932:+	49	ENSSSCG00000008621	c
3:122181581-122200101:+	13	ENSSSCG00000008621	c
3:122199905-122224109:+	5	ENSSSCG00000008621	c
3:122219294-122224109:+	6	ENSSSCG00000008621	c
3:125416358-125418275:+	14	ENSSSCG00000008629	c
3:125416358-125438155:+	6	ENSSSCG00000008629	c
3:125886850-125900323:+	84	ENSSSCG00000008635	c
3:125886850-125935539:+	5	ENSSSCG00000008635	c
3:125886850-125929822:+	9	ENSSSCG00000008635	c
3:125889256-125900323:+	12	ENSSSCG00000008635	c
3:125889256-125943717:+	6	ENSSSCG00000008635	c
3:125943042-125943717:+	144	ENSSSCG00000008635	c
3:126498089-126499967:-	49	ENSSSCG00000026068	c
3:126540910-126549233:-	5	ENSSSCG00000008637	c
3:126540910-126580084:-	6	ENSSSCG00000008637	c
3:126549085-126580084:-	23	ENSSSCG00000008637	c
3:126564666-126580084:-	271	ENSSSCG00000008637	c
3:126564666-126584882:-	27	ENSSSCG00000008637	c
3:126572164-126580084:-	24	ENSSSCG00000008637	c
3:126575751-126580084:-	5	ENSSSCG00000008637	c
3:126825920-126841540:+	6	ENSSSCG00000008641	c
3:126840088-126846553:+	5	ENSSSCG00000008641	c
3:126841436-126848971:+	6	ENSSSCG00000008641	c
3:126848010-126848971:+	32	ENSSSCG00000008641	c
3:126871892-126883162:-	22	ENSSSCG00000020799	c
3:126871892-126875102:-	6	ENSSSCG00000020799	c
3:126878785-126883162:-	5	ENSSSCG00000020799	c
3:126889198-126895681:-	5	ENSSSCG00000020799	c
3:126954298-126961596:-	23	ENSSSCG00000008642	c
3:126954298-126966993:-	8	ENSSSCG00000008642	c
3:126966434-126975957:-	15	ENSSSCG00000008642	c
3:126983402-126992124:-	5	ENSSSCG00000008642	c
3:127285170-127326248:+	52	ENSSSCG00000023539	c
3:127285170-127338876:+	13	ENSSSCG00000023539	c
3:127285170-127336955:+	14	ENSSSCG00000023539	c
3:127285170-127343466:+	5	ENSSSCG00000023539	c
3:127343282-127353704:+	5	ENSSSCG00000023539	c
3:128759348-128776477:-	9	ENSSSCG00000008646	c
3:131109364-131144081:-	8	ENSSSCG00000008651	c
3:131133309-131144081:-	44	ENSSSCG00000008651	c
3:131376157-131420474:+	7	ENSSSCG00000028755	c
3:132262649-132290870:+	10	ENSSSCG00000029334	c
3:132698849-132730127:+	11	ENSSSCG00000023273	c
3:132698849-132711528:+	28	ENSSSCG00000023273	c
3:132710418-132730127:+	9	ENSSSCG00000023273	c
4:126697-127642:-	8	ENSSSCG00000005893	c
4:343202-344199:+	5	ENSSSCG00000027076	c
4:594717-594860:-	9	ENSSSCG00000005916	c
4:697692-697891:+	20	ENSSSCG00000039094	c
4:1060587-1067334:+	18	ENSSSCG00000006956	c
4:2484105-2484734:+	71	ENSSSCG00000005930	c
4:2687315-2748554:+	19	ENSSSCG00000038397	c
4:2687315-2760683:+	6	ENSSSCG00000038397	c
4:2738959-2760683:+	32	ENSSSCG00000038397	c
4:2738959-2774992:+	12	ENSSSCG00000038397	c
4:2760595-2774992:+	29	ENSSSCG00000038397	c
4:2760595-2784377:+	8	ENSSSCG00000038397	c
4:2760595-2793098:+	15	ENSSSCG00000038397	c
4:2771953-2793098:+	9	ENSSSCG00000038397	c
4:2784322-2793098:+	29	ENSSSCG00000038397	c
4:2802045-2810920:+	5	ENSSSCG00000038397	c
4:2858803-2868663:+	13	ENSSSCG00000038397	c
4:3070731-3083994:+	7	ENSSSCG00000005934	c
4:3081253-3115539:+	13	ENSSSCG00000005934	c
4:3081253-3083994:+	11	ENSSSCG00000005934	c
4:3108314-3137676:+	39	ENSSSCG00000005934	c
4:3131459-3137676:+	23	ENSSSCG00000005934	c
4:3172174-3218070:+	8	ENSSSCG00000005934	c
4:3172174-3184987:+	9	ENSSSCG00000005934	c
4:3175551-3218070:+	13	ENSSSCG00000005934	c
4:3175551-3184987:+	7	ENSSSCG00000005934	c
4:3175551-3201155:+	8	ENSSSCG00000005934	c
4:3341378-3437120:+	8	ENSSSCG00000005934	c
4:6320161-6392035:-	45	ENSSSCG00000005941	c
4:6343202-6392035:-	217	ENSSSCG00000005941	c
4:6355928-6392035:-	165	ENSSSCG00000005941	c
4:6355928-6373087:-	12	ENSSSCG00000005941	c
4:6367950-6392035:-	197	ENSSSCG00000005941	c
4:7094327-7152497:+	52	ENSSSCG00000030947	c
4:7094327-7133817:+	9	ENSSSCG00000030947	c
4:7094327-7098676:+	26	ENSSSCG00000030947	c
4:7094327-7116661:+	64	ENSSSCG00000030947	c
4:7142132-7152497:+	20	ENSSSCG00000030947	c
4:8427295-8433963:-	6	ENSSSCG00000005950	c
4:8563811-8572912:+	5	ENSSSCG00000005952	c
4:8570128-8579860:+	6	ENSSSCG00000005952	c
4:8576381-8579860:+	5	ENSSSCG00000005952	c
4:8576381-8596243:+	6	ENSSSCG00000005952	c
4:9061830-9078056:-	6	ENSSSCG00000005955	c
4:9102987-9104901:-	70	ENSSSCG00000005955	c
4:10609730-10620799:+	6	ENSSSCG00000005959	c
4:10616623-10620799:+	9	ENSSSCG00000005959	c
4:14367477-14368076:-	5	ENSSSCG00000037755	c
4:14608810-14629761:+	5	ENSSSCG00000005969	c
4:14638091-14638411:+	61	ENSSSCG00000005969	c
4:14647966-14655035:+	9	ENSSSCG00000005969	c
4:14683287-14685886:-	26	ENSSSCG00000005970	c
4:14685705-14693287:-	5	ENSSSCG00000005970	c
4:14693034-14693287:-	6	ENSSSCG00000005970	c
4:15288793-15303961:+	30	ENSSSCG00000040731	c
4:15646891-15656846:-	7	ENSSSCG00000024424	c
4:16023865-16033730:+	9	ENSSSCG00000005983	c
4:16023865-16035760:+	16	ENSSSCG00000005983	c
4:16033293-16034892:+	7	ENSSSCG00000005983	c
4:16033293-16033730:+	14	ENSSSCG00000005983	c
4:16033642-16034892:+	23	ENSSSCG00000005983	c
4:16034712-16034892:+	140	ENSSSCG00000005983	c
4:16034712-16046043:+	5	ENSSSCG00000005983	c
4:16034712-16042097:+	15	ENSSSCG00000005983	c
4:16041989-16046043:+	86	ENSSSCG00000005983	c
4:16041989-16059013:+	11	ENSSSCG00000005983	c
4:16045571-16053647:+	12	ENSSSCG00000005983	c
4:16053487-16055697:+	6	ENSSSCG00000005983	c
4:16054624-16055697:+	37	ENSSSCG00000005983	c
4:16054624-16056956:+	34	ENSSSCG00000005983	c
4:16076089-16077751:+	11	ENSSSCG00000005983	c
4:16139532-16150040:+	16	ENSSSCG00000021744	c
4:16244464-16245294:-	7	ENSSSCG00000005987	c
4:16249975-16253641:-	6	ENSSSCG00000005987	c
4:16259127-16277438:-	23	ENSSSCG00000005987	c
4:16259127-16265412:-	15	ENSSSCG00000005987	c
4:16262530-16281983:-	11	ENSSSCG00000005987	c
4:16262530-16272789:-	8	ENSSSCG00000005987	c
4:16265260-16281983:-	35	ENSSSCG00000005987	c
4:16272610-16281983:-	11	ENSSSCG00000005987	c
4:16323824-16335370:+	5	ENSSSCG00000033690	c
4:16328958-16335370:+	6	ENSSSCG00000033690	c
4:18589816-18600617:-	8	ENSSSCG00000005995	c
4:19217523-19227087:+	5	ENSSSCG00000047247, ENSSSCG00000006001, ENSSSCG00000006000	c
4:19228774-19231397:+	5	ENSSSCG00000047247, ENSSSCG00000006001, ENSSSCG00000006000	c
4:19360869-19371855:+	17	ENSSSCG00000006001	c
4:19360869-19367922:+	67	ENSSSCG00000006001	c
4:21780058-21789979:+	7	ENSSSCG00000006014	c
4:21979872-22052064:+	6	ENSSSCG00000006016	c
4:29014533-29047618:-	51	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29014533-29041455:-	20	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29014533-29068902:-	13	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29038356-29047618:-	24	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29038356-29068902:-	20	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29058485-29068902:-	134	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29067775-29068902:-	6	ENSSSCG00000042644, ENSSSCG00000006032	c
4:29296186-29301149:+	6	ENSSSCG00000006033	c
4:29324180-29326839:+	20	ENSSSCG00000006033	c
4:30117541-30174417:+	12	ENSSSCG00000006035	c
4:30117541-30158275:+	8	ENSSSCG00000006035	c
4:30131706-30174417:+	32	ENSSSCG00000006035	c
4:30148966-30174417:+	85	ENSSSCG00000006035	c
4:30148966-30210511:+	12	ENSSSCG00000006035	c
4:30775952-30818482:-	24	ENSSSCG00000006037	c
4:30784479-30796077:-	5	ENSSSCG00000006037	c
4:30784479-30818482:-	11	ENSSSCG00000006037	c
4:30784479-30789111:-	5	ENSSSCG00000006037	c
4:30788926-30818482:-	18	ENSSSCG00000006037	c
4:30795924-30818482:-	17	ENSSSCG00000006037	c
4:33234421-33271113:-	6	ENSSSCG00000031957	c
4:33263080-33265142:-	5	ENSSSCG00000031957	c
4:33263080-33271113:-	9	ENSSSCG00000031957	c
4:33321326-33322251:-	12	ENSSSCG00000031957	c
4:33478520-33478731:-	31	ENSSSCG00000031957	c
4:34047035-34055774:-	90	ENSSSCG00000006054	c
4:34050127-34055774:-	26	ENSSSCG00000006054	c
4:34063011-34065197:-	20	ENSSSCG00000006054	c
4:34226750-34243082:+	11	ENSSSCG00000023873	c
4:34226750-34246759:+	5	ENSSSCG00000023873	c
4:34242884-34249574:+	11	ENSSSCG00000023873	c
4:34245528-34251517:+	11	ENSSSCG00000023873	c
4:34245528-34254131:+	5	ENSSSCG00000023873	c
4:34250049-34254131:+	25	ENSSSCG00000023873	c
4:34250049-34251517:+	118	ENSSSCG00000023873	c
4:34692207-34694291:+	7	ENSSSCG00000022479	c
4:34707237-34710992:+	35	ENSSSCG00000022479	c
4:34707237-34708526:+	12	ENSSSCG00000022479	c
4:34757952-34758471:+	6	ENSSSCG00000022479	c
4:34768970-34777538:+	7	ENSSSCG00000022479	c
4:34835873-34850285:+	5	ENSSSCG00000036139	c
4:35345534-35345931:+	16	ENSSSCG00000006059	c
4:35772245-35789653:+	82	ENSSSCG00000006061	c
4:36003200-36005106:+	5	ENSSSCG00000006062	c
4:36004765-36005106:+	7	ENSSSCG00000006062	c
4:36218819-36219239:+	9	ENSSSCG00000006063	c
4:36339917-36363511:+	14	ENSSSCG00000006064, ENSSSCG00000006065	c
4:36710954-36715733:+	6	ENSSSCG00000006066	c
4:36796976-36810911:-	35	ENSSSCG00000027587	c
4:36796976-36840800:-	118	ENSSSCG00000027587	c
4:36796976-36820628:-	6	ENSSSCG00000027587	c
4:36810805-36820628:-	6	ENSSSCG00000027587	c
4:36903220-36943960:+	21	ENSSSCG00000006069	c
4:36903220-36938124:+	9	ENSSSCG00000006069	c
4:36903220-36934417:+	19	ENSSSCG00000006069	c
4:36943798-36972557:+	10	ENSSSCG00000006069	c
4:36943798-36957899:+	14	ENSSSCG00000006069	c
4:36955116-36957899:+	11	ENSSSCG00000006069	c
4:36955116-36972557:+	20	ENSSSCG00000006069	c
4:36969986-36972557:+	40	ENSSSCG00000006069	c
4:37013327-37015968:+	16	ENSSSCG00000006069	c
4:37237141-37241225:-	5	ENSSSCG00000006071	c
4:37366366-37368892:-	11	ENSSSCG00000006071	c
4:37426856-37436996:-	5	ENSSSCG00000006071	c
4:37426856-37491792:-	11	ENSSSCG00000006071	c
4:37460267-37491792:-	15	ENSSSCG00000006071	c
4:37460267-37503331:-	5	ENSSSCG00000006071	c
4:37491557-37539512:-	14	ENSSSCG00000006071	c
4:37533753-37630525:-	5	ENSSSCG00000006071	c
4:37699839-37740955:-	10	ENSSSCG00000006071	c
4:37699839-37768200:-	12	ENSSSCG00000006071	c
4:37727724-37740955:-	6	ENSSSCG00000006071	c
4:37772345-37787679:-	7	ENSSSCG00000006071	c
4:38060332-38086563:+	7	ENSSSCG00000006074	c
4:38060332-38111049:+	6	ENSSSCG00000006074	c
4:38086448-38198747:+	10	ENSSSCG00000006074	c
4:38186429-38242684:+	6	ENSSSCG00000006074	c
4:38957344-38967502:-	42	ENSSSCG00000006083	c
4:38957344-38985591:-	10	ENSSSCG00000006083	c
4:38961990-38967502:-	73	ENSSSCG00000006083	c
4:38966938-38967502:-	35	ENSSSCG00000006083	c
4:39059672-39069367:-	11	ENSSSCG00000006084	c
4:39059672-39061776:-	24	ENSSSCG00000006084	c
4:39084006-39099616:-	5	ENSSSCG00000006084	c
4:39564863-39643028:-	6	ENSSSCG00000006087	c
4:39597658-39734146:-	6	ENSSSCG00000006087	c
4:40314497-40339022:-	7	ENSSSCG00000006089	c
4:40314497-40327222:-	15	ENSSSCG00000006089	c
4:40314497-40330526:-	8	ENSSSCG00000006089	c
4:40335138-40339022:-	7	ENSSSCG00000006089	c
4:40379782-40395305:+	118	ENSSSCG00000006090	c
4:40379782-40393660:+	31	ENSSSCG00000006090	c
4:40379782-40382549:+	20	ENSSSCG00000006090	c
4:40379782-40388387:+	6	ENSSSCG00000006090	c
4:40379782-40380122:+	14	ENSSSCG00000006090	c
4:40393079-40395305:+	5	ENSSSCG00000006090	c
4:40393079-40393660:+	14	ENSSSCG00000006090	c
4:41378473-41389734:+	9	ENSSSCG00000034398	c
4:41811824-41816719:+	21	ENSSSCG00000006095	c
4:41839975-41851251:-	7	ENSSSCG00000006096	c
4:41849363-41856882:-	5	ENSSSCG00000006096	c
4:41940647-41951601:-	5	ENSSSCG00000006098	c
4:42172654-42182843:+	5	ENSSSCG00000006100	c
4:42178945-42189817:+	10	ENSSSCG00000006100	c
4:42182674-42189817:+	6	ENSSSCG00000006100	c
4:42191620-42197878:+	25	ENSSSCG00000006100	c
4:42197723-42216935:+	8	ENSSSCG00000006100	c
4:42205208-42206174:+	22	ENSSSCG00000006100	c
4:42205208-42216935:+	14	ENSSSCG00000006100	c
4:42327945-42342728:+	11	ENSSSCG00000006105, ENSSSCG00000006101	c
4:42342588-42349544:+	9	ENSSSCG00000006105, ENSSSCG00000006101	c
4:42358890-42361848:+	5	ENSSSCG00000006105, ENSSSCG00000006101	c
4:42908779-42912520:-	5	ENSSSCG00000006108	c
4:42965494-42980775:-	12	ENSSSCG00000037963	c
4:42965494-42979694:-	45	ENSSSCG00000037963	c
4:42966970-42979694:-	6	ENSSSCG00000037963	c
4:42979542-42982010:-	12	ENSSSCG00000037963	c
4:46892869-46905852:-	84	ENSSSCG00000021184	c
4:48729886-48730191:+	8	ENSSSCG00000006132	c
4:50356924-50364239:+	24	ENSSSCG00000006136	c
4:50356924-50370969:+	27	ENSSSCG00000006136	c
4:50408309-50418702:-	11	ENSSSCG00000006137	c
4:50413104-50416871:-	18	ENSSSCG00000006137	c
4:50433433-50433773:-	36	ENSSSCG00000006137	c
4:50433433-50462793:-	11	ENSSSCG00000006137	c
4:50447700-50462793:-	40	ENSSSCG00000006137	c
4:50447700-50451687:-	12	ENSSSCG00000006137	c
4:50451388-50462793:-	18	ENSSSCG00000006137	c
4:50461880-50473330:-	7	ENSSSCG00000006137	c
4:50473239-50486463:-	23	ENSSSCG00000006137	c
4:51559047-51567237:-	51	ENSSSCG00000006146	c
4:54944049-54956465:+	13	ENSSSCG00000033791	c
4:54948973-54956465:+	33	ENSSSCG00000033791	c
4:56162672-56163561:-	22	ENSSSCG00000006155	c
4:56581123-56583910:+	5	ENSSSCG00000006156	c
4:57769240-57783322:-	6	ENSSSCG00000006162	c
4:62046569-62073247:+	8	ENSSSCG00000006177	c
4:62146810-62187826:+	24	ENSSSCG00000006179	c
4:62629455-62638716:+	6	ENSSSCG00000032228	c
4:62779504-62782529:+	8	ENSSSCG00000006183	c
4:62809038-62826315:-	10	ENSSSCG00000006184	c
4:64687592-64700865:-	9	ENSSSCG00000006191	c
4:64777338-64782122:+	14	ENSSSCG00000006193	c
4:64780344-64792188:+	5	ENSSSCG00000006193	c
4:65139556-65143179:+	9	ENSSSCG00000006194	c
4:65209100-65219019:+	28	ENSSSCG00000006194	c
4:65211746-65219019:+	5	ENSSSCG00000006194	c
4:65214827-65219019:+	8	ENSSSCG00000006194	c
4:65233834-65235030:+	17	ENSSSCG00000006194	c
4:65502956-65524693:+	6	ENSSSCG00000006196	c
4:65502956-65508255:+	6	ENSSSCG00000006196	c
4:66368768-66412945:-	7	ENSSSCG00000035887	c
4:66501312-66567101:-	5	ENSSSCG00000035887	c
4:66925781-66930332:-	7	ENSSSCG00000006199	c
4:66928447-66930332:-	10	ENSSSCG00000006199	c
4:67516637-67518910:+	5	ENSSSCG00000006201	c
4:67521652-67527275:+	6	ENSSSCG00000006201	c
4:67580086-67583767:+	5	ENSSSCG00000006201	c
4:67582514-67589305:+	7	ENSSSCG00000006201	c
4:67636045-67649863:-	5	ENSSSCG00000006202	c
4:67653809-67657468:-	7	ENSSSCG00000006202	c
4:67660916-67687622:-	5	ENSSSCG00000006202	c
4:67669925-67677637:-	10	ENSSSCG00000006202	c
4:67669925-67689219:-	9	ENSSSCG00000006202	c
4:67669925-67672098:-	8	ENSSSCG00000006202	c
4:67698423-67706849:-	64	ENSSSCG00000006202	c
4:67698423-67722071:-	17	ENSSSCG00000006202	c
4:67698423-67700230:-	8	ENSSSCG00000006202	c
4:67698423-67701868:-	6	ENSSSCG00000006202	c
4:67700131-67722071:-	9	ENSSSCG00000006202	c
4:67706745-67724881:-	6	ENSSSCG00000006202	c
4:67782617-67801889:+	14	ENSSSCG00000006204	c
4:67860178-67870330:-	10	ENSSSCG00000006205	c
4:67865122-67869256:-	35	ENSSSCG00000006205	c
4:67940258-67949301:-	8	ENSSSCG00000006206	c
4:67945496-67955626:-	6	ENSSSCG00000006206	c
4:68130255-68134601:+	10	ENSSSCG00000027872	c
4:68148223-68150700:+	9	ENSSSCG00000027872	c
4:71936784-71939607:+	17	ENSSSCG00000025087	c
4:71936784-71969159:+	11	ENSSSCG00000025087	c
4:72576153-72577564:-	14	ENSSSCG00000006231	c
4:73102551-73120528:+	16	ENSSSCG00000006233	c
4:73102551-73112671:+	5	ENSSSCG00000006233	c
4:73108406-73120528:+	18	ENSSSCG00000006233	c
4:74249972-74265731:+	6	ENSSSCG00000006236	c
4:74411793-74431438:-	22	ENSSSCG00000006239	c
4:76669340-76673592:-	11	ENSSSCG00000031906	c
4:76694149-76698094:-	10	ENSSSCG00000031906	c
4:77612563-77614563:+	29	ENSSSCG00000028902	c
4:77612563-77618720:+	34	ENSSSCG00000028902	c
4:77614096-77614563:+	9	ENSSSCG00000028902	c
4:77614096-77618720:+	23	ENSSSCG00000028902	c
4:77616123-77618720:+	15	ENSSSCG00000028902	c
4:77618293-77618720:+	13	ENSSSCG00000028902	c
4:78625039-78661386:-	5	ENSSSCG00000034495	c
4:78633235-78661386:-	9	ENSSSCG00000034495	c
4:78638742-78661386:-	14	ENSSSCG00000034495	c
4:79704082-79705642:+	7	ENSSSCG00000006274	c
4:79710432-79715805:+	10	ENSSSCG00000006274	c
4:79718559-79719089:+	12	ENSSSCG00000006274	c
4:79753453-79758986:+	6	ENSSSCG00000006274	c
4:79764180-79766530:+	15	ENSSSCG00000006274	c
4:79822365-79825948:+	17	ENSSSCG00000006274	c
4:79834116-79836538:+	50	ENSSSCG00000006274	c
4:79892496-79897143:-	6	ENSSSCG00000006277	c
4:79987799-79990116:-	28	ENSSSCG00000006277	c
4:80170779-80183572:-	12	ENSSSCG00000006277	c
4:80182242-80183572:-	5	ENSSSCG00000006277	c
4:80958360-80997852:+	5	ENSSSCG00000006282	c
4:80963598-80978012:+	7	ENSSSCG00000006282	c
4:80973984-80997852:+	11	ENSSSCG00000006282	c
4:80973984-80978012:+	34	ENSSSCG00000006282	c
4:80973984-81007190:+	9	ENSSSCG00000006282	c
4:81030641-81057878:+	6	ENSSSCG00000006282	c
4:81038501-81074451:+	5	ENSSSCG00000006282	c
4:81047215-81074451:+	6	ENSSSCG00000006282	c
4:81156523-81169492:+	13	ENSSSCG00000006283	c
4:81192400-81198480:-	5	ENSSSCG00000006284	c
4:81196422-81203653:-	14	ENSSSCG00000006284	c
4:81198399-81210289:-	9	ENSSSCG00000006284	c
4:81203514-81210289:-	13	ENSSSCG00000006284	c
4:81694619-81717314:+	9	ENSSSCG00000006294	c
4:82779058-82785563:-	60	ENSSSCG00000006301	c
4:82990343-83028471:-	8	ENSSSCG00000006303	c
4:82990343-83034592:-	8	ENSSSCG00000006303	c
4:82993954-83034592:-	13	ENSSSCG00000006303	c
4:83002831-83028471:-	24	ENSSSCG00000006303	c
4:83105340-83127950:+	13	ENSSSCG00000006305	c
4:83127760-83130621:+	6	ENSSSCG00000006305	c
4:83148303-83151377:+	26	ENSSSCG00000006305	c
4:83154651-83157115:+	6	ENSSSCG00000006305	c
4:83166708-83186442:+	5	ENSSSCG00000006305	c
4:83463211-83465136:+	5	ENSSSCG00000006308, ENSSSCG00000006309	c
4:83990589-83996587:-	22	ENSSSCG00000006316	c
4:83990589-84029879:-	25	ENSSSCG00000006316	c
4:83995085-84029879:-	6	ENSSSCG00000006316	c
4:85032414-85040050:+	6	ENSSSCG00000006324	c
4:85039072-85042510:+	5	ENSSSCG00000006324	c
4:85325519-85338393:+	5	ENSSSCG00000006328	c
4:85335065-85349852:+	19	ENSSSCG00000006328	c
4:85915399-85915590:-	5	ENSSSCG00000006331	c
4:87975068-87979592:-	5	ENSSSCG00000006340	c
4:87976761-87979592:-	5	ENSSSCG00000006340	c
4:88654778-88740487:-	5	ENSSSCG00000006346	c
4:88723351-88740487:-	23	ENSSSCG00000006346	c
4:88723351-88732517:-	8	ENSSSCG00000006346	c
4:88723351-88759728:-	5	ENSSSCG00000006346	c
4:88740355-88759728:-	6	ENSSSCG00000006346	c
4:88758197-88759728:-	15	ENSSSCG00000006346	c
4:88784437-88785768:-	5	ENSSSCG00000006346	c
4:88791782-88797757:-	5	ENSSSCG00000006346	c
4:90154265-90171499:+	48	ENSSSCG00000006386	c
4:90154265-90175000:+	12	ENSSSCG00000006386	c
4:90161230-90163552:+	64	ENSSSCG00000006386	c
4:90161230-90171499:+	105	ENSSSCG00000006386	c
4:90161230-90165184:+	9	ENSSSCG00000006386	c
4:90161230-90175000:+	9	ENSSSCG00000006386	c
4:90165101-90171499:+	5	ENSSSCG00000006386	c
4:90231258-90238988:+	9	ENSSSCG00000006388	c
4:90235722-90238988:+	81	ENSSSCG00000006388	c
4:90238893-90253801:+	47	ENSSSCG00000006388	c
4:90259589-90260459:+	10	ENSSSCG00000006388	c
4:90365514-90365882:-	19	ENSSSCG00000006391	c
4:90556385-90557015:+	24	ENSSSCG00000006396	c
4:93111562-93115693:+	6	ENSSSCG00000006461	c
4:93736188-93738733:+	21	ENSSSCG00000006487	c
4:93736188-93747422:+	7	ENSSSCG00000006487	c
4:93737416-93738733:+	5	ENSSSCG00000006487	c
4:93738636-93747422:+	1734	ENSSSCG00000006487	c
4:93738636-93750841:+	183	ENSSSCG00000006487	c
4:93738636-93749340:+	84	ENSSSCG00000006487	c
4:93738636-93742580:+	8	ENSSSCG00000006487	c
4:93738636-93752407:+	6	ENSSSCG00000006487	c
4:93738636-93745088:+	6	ENSSSCG00000006487	c
4:93744901-93747422:+	115	ENSSSCG00000006487	c
4:93744901-93749340:+	31	ENSSSCG00000006487	c
4:93744901-93750841:+	13	ENSSSCG00000006487	c
4:94072012-94073490:+	5	ENSSSCG00000006502	c
4:94184732-94185957:+	5	ENSSSCG00000006510	c
4:94216681-94220967:+	156	ENSSSCG00000006510	c
4:94218668-94220967:+	26	ENSSSCG00000006510	c
4:94267053-94269368:-	21	ENSSSCG00000006507, ENSSSCG00000006157	c
4:94267053-94277826:-	14	ENSSSCG00000006507, ENSSSCG00000006157	c
4:94271886-94273522:-	10	ENSSSCG00000006507, ENSSSCG00000006157	c
4:94313135-94324938:+	93	ENSSSCG00000006508	c
4:94391004-94391746:+	29	ENSSSCG00000006508	c
4:94405983-94446665:+	13	ENSSSCG00000006508	c
4:94418168-94438667:+	6	ENSSSCG00000006508	c
4:94436826-94438667:+	14	ENSSSCG00000006508	c
4:94471629-94475627:+	6	ENSSSCG00000006508	c
4:94473411-94475627:+	11	ENSSSCG00000006508	c
4:94476169-94476592:+	27	ENSSSCG00000006508	c
4:94601794-94602258:+	10	ENSSSCG00000006522	c
4:95260475-95261309:-	13	ENSSSCG00000006546	c
4:95512539-95515576:-	8	ENSSSCG00000006553	c
4:95526447-95526760:+	8	ENSSSCG00000006554	c
4:95578501-95602210:+	20	ENSSSCG00000038125	c
4:95578501-95601062:+	14	ENSSSCG00000038125	c
4:95578501-95589697:+	16	ENSSSCG00000038125	c
4:95578501-95627346:+	8	ENSSSCG00000038125	c
4:95586884-95602210:+	30	ENSSSCG00000038125	c
4:95600955-95614047:+	166	ENSSSCG00000038125	c
4:95600955-95627346:+	10	ENSSSCG00000038125	c
4:95613285-95627346:+	896	ENSSSCG00000038125	c
4:95613285-95624649:+	23	ENSSSCG00000038125	c
4:95613285-95614047:+	27	ENSSSCG00000038125	c
4:95613285-95623358:+	17	ENSSSCG00000038125	c
4:95613285-95625489:+	7	ENSSSCG00000038125	c
4:95613285-95653050:+	9	ENSSSCG00000038125	c
4:95613285-95648111:+	8	ENSSSCG00000038125	c
4:95623159-95653050:+	10	ENSSSCG00000038125	c
4:95623159-95627346:+	6	ENSSSCG00000038125	c
4:95624503-95625489:+	5	ENSSSCG00000038125	c
4:95643782-95653050:+	7	ENSSSCG00000038125	c
4:95662875-95664165:+	17	ENSSSCG00000038125	c
4:95678973-95686937:+	10	ENSSSCG00000038125	c
4:95680118-95682950:+	8	ENSSSCG00000038125	c
4:97431662-97436651:+	26	ENSSSCG00000027770	c
4:97431662-97432234:+	5	ENSSSCG00000027770	c
4:97552285-97576948:-	43	ENSSSCG00000006619	c
4:97552285-97595259:-	39	ENSSSCG00000006619	c
4:97552285-97571669:-	8	ENSSSCG00000006619	c
4:97566523-97595259:-	27	ENSSSCG00000006619	c
4:97566523-97576948:-	98	ENSSSCG00000006619	c
4:97566523-97571669:-	7	ENSSSCG00000006619	c
4:97661382-97670174:-	5	ENSSSCG00000006620	c
4:97796453-97797983:+	61	ENSSSCG00000006622	c
