chrom	start	end	strand	nb_ccr	circ_rna_name	exons_id_start	exons_id_end	transcript_id_start	transcript_id_end	gene_id_start	gene_id_end	intron_name	start_i	end_i	gene_id_i	exon_id_i	exon_id_ife	exons_start_end_ife	gene_id_ife
4	40314497	40327222	-	15	circRNA_10028	ENSSSCE00000169220_3_c_-	ENSSSCE00000384647_5_c_-	ENSSSCT00000045525	ENSSSCT00000045525	ENSSSCG00000006089	ENSSSCG00000006089								
4	40314497	40330526	-	8	circRNA_10111	ENSSSCE00000169220_3_c_-	ENSSSCE00000052270_5_c_-	ENSSSCT00000045525	ENSSSCT00000045525	ENSSSCG00000006089	ENSSSCG00000006089								
4	40335138	40339022	-	7	circRNA_15450	ENSSSCE00000052269_3_c_-	ENSSSCE00000052268_5_c_-	ENSSSCT00000045525	ENSSSCT00000045525	ENSSSCG00000006089	ENSSSCG00000006089								
4	40379782	40395305	+	118	circRNA_2014	ENSSSCE00000052273_5_c_+	ENSSSCE00000052278_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	40379782	40393660	+	31	circRNA_5138	ENSSSCE00000052273_5_c_+	ENSSSCE00000052277_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	40379782	40382549	+	20	circRNA_5741	ENSSSCE00000052273_5_c_+	ENSSSCE00000052274_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	40379782	40388387	+	6	circRNA_8265	ENSSSCE00000052273_5_c_+	ENSSSCE00000052275_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	40379782	40380122	+	14	circRNA_12987	ENSSSCE00000052273_5_c_+	ENSSSCE00000303363_3_c_+,ENSSSCE00000303398_3_c_+,ENSSSCE00000052273_3_c_+	ENSSSCT00000006681	ENSSSCT00000048089,ENSSSCT00000053158,ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090,ENSSSCG00000006090,ENSSSCG00000006090						ENSSSCE00000303363,ENSSSCE00000303363,ENSSSCE00000303398,ENSSSCE00000052273,ENSSSCE00000052273	40376445_40380122,40376445_40380122,40378829_40380122,40379782_40380122,40379782_40380122	ENSSSCG00000006090_+_c,ENSSSCG00000006090_+_c,ENSSSCG00000006090_+_c,ENSSSCG00000006090_+_c,ENSSSCG00000006090_+_c
4	40393079	40395305	+	5	circRNA_1168	ENSSSCE00000052276_5_c_+	ENSSSCE00000052278_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	40393079	40393660	+	14	circRNA_12111	ENSSSCE00000052276_5_c_+	ENSSSCE00000052277_3_c_+	ENSSSCT00000006681	ENSSSCT00000006681	ENSSSCG00000006090	ENSSSCG00000006090								
4	41378473	41389734	+	9	circRNA_9292	ENSSSCE00000052285_5_c_+	ENSSSCE00000052288_3_c_+	ENSSSCT00000040863	ENSSSCT00000040863	ENSSSCG00000034398	ENSSSCG00000034398								
4	41811824	41816719	+	21	circRNA_9185	ENSSSCE00000052308_5_c_+	ENSSSCE00000052310_3_c_+	ENSSSCT00000006686	ENSSSCT00000006686	ENSSSCG00000006095	ENSSSCG00000006095								
4	41839975	41851251	-	7	circRNA_2232	ENSSSCE00000052329_3_c_-	ENSSSCE00000052324_5_c_-	ENSSSCT00000006687	ENSSSCT00000006687	ENSSSCG00000006096	ENSSSCG00000006096								
4	41849363	41856882	-	5	circRNA_8152	ENSSSCE00000052326_3_c_-	ENSSSCE00000052322_5_c_-	ENSSSCT00000006687	ENSSSCT00000006687	ENSSSCG00000006096	ENSSSCG00000006096								
4	41940647	41951601	-	5	circRNA_12062	ENSSSCE00000052359_3_c_-	ENSSSCE00000052356_5_c_-	ENSSSCT00000006689	ENSSSCT00000006689	ENSSSCG00000006098	ENSSSCG00000006098								
4	42172654	42182843	+	5	circRNA_4820	ENSSSCE00000377253_5_c_+	ENSSSCE00000052383_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42178945	42189817	+	10	circRNA_12602	ENSSSCE00000052381_5_c_+	ENSSSCE00000052385_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42182674	42189817	+	6	circRNA_16562	ENSSSCE00000052383_5_c_+	ENSSSCE00000052385_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42191620	42197878	+	25	circRNA_8725	ENSSSCE00000052386_5_c_+	ENSSSCE00000052388_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42197723	42216935	+	8	circRNA_10707	ENSSSCE00000052388_5_c_+	ENSSSCE00000052395_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42205208	42206174	+	22	circRNA_7225	ENSSSCE00000052392_5_c_+	ENSSSCE00000052393_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42205208	42216935	+	14	circRNA_11840	ENSSSCE00000052392_5_c_+	ENSSSCE00000052395_3_c_+	ENSSSCT00000006691	ENSSSCT00000006691	ENSSSCG00000006100	ENSSSCG00000006100								
4	42327945	42342728	+	11	circRNA_2781	ENSSSCE00000282261_5_c_+,ENSSSCE00000052406_5_c_+	ENSSSCE00000220862_3_c_+,ENSSSCE00000397529_3_c_+	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCG00000006101,ENSSSCG00000006105	ENSSSCG00000006101,ENSSSCG00000006105								
4	42342588	42349544	+	9	circRNA_12280	ENSSSCE00000220862_5_c_+,ENSSSCE00000397529_5_c_+	ENSSSCE00000052413_3_c_+,ENSSSCE00000416361_3_c_+	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCG00000006101,ENSSSCG00000006105	ENSSSCG00000006101,ENSSSCG00000006105								
4	42358890	42361848	+	5	circRNA_13554	ENSSSCE00000243870_5_c_+,ENSSSCE00000409956_5_c_+	ENSSSCE00000232161_3_c_+,ENSSSCE00000431575_3_c_+	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCT00000040934,ENSSSCT00000006692	ENSSSCG00000006101,ENSSSCG00000006105	ENSSSCG00000006101,ENSSSCG00000006105								
4	42908779	42912520	-	5	circRNA_17049	ENSSSCE00000052477_3_c_-	ENSSSCE00000052473_5_c_-	ENSSSCT00000006700	ENSSSCT00000006700	ENSSSCG00000006108	ENSSSCG00000006108								
4	42965494	42980775	-	12	circRNA_4822	ENSSSCE00000052495_3_c_-,ENSSSCE00000338854_3_c_-	ENSSSCE00000275802_5_c_-,ENSSSCE00000340188_5_c_-,ENSSSCE00000427901_5_c_-	ENSSSCT00000006701,ENSSSCT00000054394	ENSSSCT00000006701,ENSSSCT00000053239,ENSSSCT00000054394	ENSSSCG00000037963,ENSSSCG00000037963	ENSSSCG00000037963,ENSSSCG00000037963,ENSSSCG00000037963								
4	42965494	42979694	-	45	circRNA_5173	ENSSSCE00000052495_3_c_-,ENSSSCE00000338854_3_c_-	ENSSSCE00000471511_5_c_-	ENSSSCT00000006701,ENSSSCT00000054394	ENSSSCT00000053239	ENSSSCG00000037963,ENSSSCG00000037963	ENSSSCG00000037963								
4	42966970	42979694	-	6	circRNA_15626	ENSSSCE00000299770_3_c_-	ENSSSCE00000471511_5_c_-	ENSSSCT00000006701	ENSSSCT00000053239	ENSSSCG00000037963	ENSSSCG00000037963								
4	42979542	42982010	-	12	circRNA_1204	ENSSSCE00000275802_3_c_-	ENSSSCE00000052491_5_c_-	ENSSSCT00000006701	ENSSSCT00000006701	ENSSSCG00000037963	ENSSSCG00000037963								
4	46892869	46905852	-	84	circRNA_3217	ENSSSCE00000238083_3_c_-	ENSSSCE00000260594_5_c_-	ENSSSCT00000033694	ENSSSCT00000033694	ENSSSCG00000021184	ENSSSCG00000021184								
4	48729886	48730191	+	8	circRNA_8767	ENSSSCE00000052637_5_c_+	ENSSSCE00000052637_3_c_+	ENSSSCT00000006725	ENSSSCT00000006725	ENSSSCG00000006132	ENSSSCG00000006132						ENSSSCE00000052637,ENSSSCE00000052637	48729886_48730191,48729886_48730191	ENSSSCG00000006132_+_c,ENSSSCG00000006132_+_c
4	50356924	50364239	+	24	circRNA_2785	ENSSSCE00000052681_5_c_+	ENSSSCE00000052683_3_c_+,ENSSSCE00000386687_3_c_+	ENSSSCT00000006729	ENSSSCT00000006729,ENSSSCT00000077534	ENSSSCG00000006136	ENSSSCG00000006136,ENSSSCG00000006136								
4	50356924	50370969	+	27	circRNA_6138	ENSSSCE00000052681_5_c_+	ENSSSCE00000052684_3_c_+	ENSSSCT00000006729	ENSSSCT00000050180	ENSSSCG00000006136	ENSSSCG00000006136								
4	50408309	50418702	-	11	circRNA_15786	ENSSSCE00000052705_3_c_-	ENSSSCE00000052700_5_c_-	ENSSSCT00000006730	ENSSSCT00000006730	ENSSSCG00000006137	ENSSSCG00000006137								
4	50413104	50416871	-	18	circRNA_15630	ENSSSCE00000052704_3_c_-	ENSSSCE00000052702_5_c_-	ENSSSCT00000006730	ENSSSCT00000006730	ENSSSCG00000006137	ENSSSCG00000006137								
4	50433433	50433773	-	36	circRNA_3749	ENSSSCE00000403233_3_c_-,ENSSSCE00000052696_3_c_-	ENSSSCE00000403233_5_c_-	ENSSSCT00000080446,ENSSSCT00000006730	ENSSSCT00000080446	ENSSSCG00000006137,ENSSSCG00000006137	ENSSSCG00000006137						ENSSSCE00000052696,ENSSSCE00000403233,ENSSSCE00000403233	50433433_50433791,50433433_50433773,50433433_50433773	ENSSSCG00000006137_-_c,ENSSSCG00000006137_-_c,ENSSSCG00000006137_-_c
4	50433433	50462793	-	11	circRNA_8049	ENSSSCE00000403233_3_c_-,ENSSSCE00000052696_3_c_-	ENSSSCE00000052691_5_c_-	ENSSSCT00000080446,ENSSSCT00000006730	ENSSSCT00000080446	ENSSSCG00000006137,ENSSSCG00000006137	ENSSSCG00000006137								
4	50447700	50462793	-	40	circRNA_5731	ENSSSCE00000052695_3_c_-	ENSSSCE00000052691_5_c_-	ENSSSCT00000006730	ENSSSCT00000080446	ENSSSCG00000006137	ENSSSCG00000006137								
4	50447700	50451687	-	12	circRNA_10954	ENSSSCE00000052695_3_c_-	ENSSSCE00000052693_5_c_-	ENSSSCT00000006730	ENSSSCT00000006730	ENSSSCG00000006137	ENSSSCG00000006137								
4	50451388	50462793	-	18	circRNA_2759	ENSSSCE00000052694_3_c_-	ENSSSCE00000052691_5_c_-	ENSSSCT00000006730	ENSSSCT00000080446	ENSSSCG00000006137	ENSSSCG00000006137								
4	50461880	50473330	-	7	circRNA_15258	ENSSSCE00000052692_3_c_-	ENSSSCE00000052690_5_c_-	ENSSSCT00000006730	ENSSSCT00000080446	ENSSSCG00000006137	ENSSSCG00000006137								
4	50473239	50486463	-	23	circRNA_8591	ENSSSCE00000052690_3_c_-	ENSSSCE00000420662_5_c_-	ENSSSCT00000080446	ENSSSCT00000080446	ENSSSCG00000006137	ENSSSCG00000006137								
4	51559047	51567237	-	51	circRNA_3444	ENSSSCE00000052767_3_c_-	ENSSSCE00000052764_5_c_-	ENSSSCT00000006739	ENSSSCT00000006739	ENSSSCG00000006146	ENSSSCG00000006146								
4	54944049	54956465	+	13	circRNA_14091	ENSSSCE00000237776_5_c_+	ENSSSCE00000231083_3_c_+	ENSSSCT00000045953	ENSSSCT00000025805	ENSSSCG00000033791	ENSSSCG00000033791								
4	54948973	54956465	+	33	circRNA_1	ENSSSCE00000170750_5_c_+	ENSSSCE00000231083_3_c_+	ENSSSCT00000025805	ENSSSCT00000025805	ENSSSCG00000033791	ENSSSCG00000033791								
4	56162672	56163561	-	22	circRNA_3345	ENSSSCE00000052821_3_c_-	ENSSSCE00000052821_5_c_-	ENSSSCT00000006749	ENSSSCT00000006749	ENSSSCG00000006155	ENSSSCG00000006155						ENSSSCE00000052821,ENSSSCE00000052821,ENSSSCE00000052821	56162672_56163561,56162672_56163561,56162672_56163561	ENSSSCG00000006155_-_c,ENSSSCG00000006155_-_c,ENSSSCG00000006155_-_c
4	56581123	56583910	+	5	circRNA_12631	ENSSSCE00000052828_5_c_+	ENSSSCE00000052829_3_c_+	ENSSSCT00000006750	ENSSSCT00000038568	ENSSSCG00000006156	ENSSSCG00000006156								
4	57769240	57783322	-	6	circRNA_4688	ENSSSCE00000052871_3_c_-	ENSSSCE00000052869_5_c_-	ENSSSCT00000006756	ENSSSCT00000006756	ENSSSCG00000006162	ENSSSCG00000006162								
4	62046569	62073247	+	8	circRNA_9555	ENSSSCE00000052986_5_c_+	ENSSSCE00000052989_3_c_+	ENSSSCT00000039705	ENSSSCT00000039705	ENSSSCG00000006177	ENSSSCG00000006177								
4	62146810	62187826	+	24	circRNA_1534	ENSSSCE00000330439_5_c_+,ENSSSCE00000281004_5_c_+	ENSSSCE00000172210_3_c_+	ENSSSCT00000006773,ENSSSCT00000063933	ENSSSCT00000006773	ENSSSCG00000006179,ENSSSCG00000006179	ENSSSCG00000006179								
4	62629455	62638716	+	6	circRNA_9992	ENSSSCE00000294537_5_c_+,ENSSSCE00000412712_5_c_+	ENSSSCE00000419776_3_c_+	ENSSSCT00000039300,ENSSSCT00000077109	ENSSSCT00000077109	ENSSSCG00000032228,ENSSSCG00000032228	ENSSSCG00000032228								
4	62779504	62782529	+	8	circRNA_3102	ENSSSCE00000053013_5_c_+	ENSSSCE00000053014_3_c_+	ENSSSCT00000006777	ENSSSCT00000006777	ENSSSCG00000006183	ENSSSCG00000006183								
4	62809038	62826315	-	10	circRNA_14010	ENSSSCE00000053023_3_c_-	ENSSSCE00000053017_5_c_-	ENSSSCT00000006778	ENSSSCT00000006778	ENSSSCG00000006184	ENSSSCG00000006184								
4	64687592	64700865	-	9	circRNA_12823	ENSSSCE00000053074_3_c_-	ENSSSCE00000053073_5_c_-	ENSSSCT00000006785	ENSSSCT00000006785	ENSSSCG00000006191	ENSSSCG00000006191								
4	64777338	64782122	+	14	circRNA_7440	ENSSSCE00000053084_5_c_+	ENSSSCE00000053088_3_c_+	ENSSSCT00000006787	ENSSSCT00000006787	ENSSSCG00000006193	ENSSSCG00000006193								
4	64780344	64792188	+	5	circRNA_10669	ENSSSCE00000053087_5_c_+	ENSSSCE00000053092_3_c_+	ENSSSCT00000006787	ENSSSCT00000006787	ENSSSCG00000006193	ENSSSCG00000006193								
4	65139556	65143179	+	9	circRNA_5105	ENSSSCE00000174903_5_c_+	ENSSSCE00000053095_3_c_+	ENSSSCT00000006788	ENSSSCT00000006788	ENSSSCG00000006194	ENSSSCG00000006194								
4	65209100	65219019	+	28	circRNA_9778	ENSSSCE00000053103_5_c_+	ENSSSCE00000053106_3_c_+	ENSSSCT00000006788	ENSSSCT00000006788	ENSSSCG00000006194	ENSSSCG00000006194								
4	65211746	65219019	+	5	circRNA_14252	ENSSSCE00000053104_5_c_+	ENSSSCE00000053106_3_c_+	ENSSSCT00000006788	ENSSSCT00000006788	ENSSSCG00000006194	ENSSSCG00000006194								
4	65214827	65219019	+	8	circRNA_6790	ENSSSCE00000053105_5_c_+	ENSSSCE00000053106_3_c_+	ENSSSCT00000006788	ENSSSCT00000006788	ENSSSCG00000006194	ENSSSCG00000006194								
4	65233834	65235030	+	17	circRNA_458	ENSSSCE00000053111_5_c_+	ENSSSCE00000053112_3_c_+	ENSSSCT00000006789	ENSSSCT00000006789	ENSSSCG00000006194	ENSSSCG00000006194								
4	65502956	65524693	+	6	circRNA_11756	ENSSSCE00000320473_5_c_+	ENSSSCE00000402930_3_c_+	ENSSSCT00000006791	ENSSSCT00000006791	ENSSSCG00000006196	ENSSSCG00000006196								
4	65502956	65508255	+	6	circRNA_14437	ENSSSCE00000320473_5_c_+	ENSSSCE00000284680_3_c_+	ENSSSCT00000006791	ENSSSCT00000006791	ENSSSCG00000006196	ENSSSCG00000006196								
4	66368768	66412945	-	7	circRNA_11833	ENSSSCE00000294319_3_c_-	ENSSSCE00000304394_5_c_-	ENSSSCT00000006793	ENSSSCT00000006793	ENSSSCG00000035887	ENSSSCG00000035887								
4	66501312	66567101	-	5	circRNA_10667	ENSSSCE00000053152_3_c_-	ENSSSCE00000284552_5_c_-,ENSSSCE00000333048_5_c_-	ENSSSCT00000006793	ENSSSCT00000006793,ENSSSCT00000055687	ENSSSCG00000035887	ENSSSCG00000035887,ENSSSCG00000035887								
4	66925781	66930332	-	7	circRNA_1638	ENSSSCE00000053156_3_c_-	ENSSSCE00000321157_5_c_-,ENSSSCE00000053154_5_c_-	ENSSSCT00000006794	ENSSSCT00000006794,ENSSSCT00000039017	ENSSSCG00000006199	ENSSSCG00000006199,ENSSSCG00000006199								
4	66928447	66930332	-	10	circRNA_15014	ENSSSCE00000053155_3_c_-	ENSSSCE00000321157_5_c_-,ENSSSCE00000053154_5_c_-	ENSSSCT00000006794	ENSSSCT00000006794,ENSSSCT00000039017	ENSSSCG00000006199	ENSSSCG00000006199,ENSSSCG00000006199								
4	67516637	67518910	+	5	circRNA_16978	ENSSSCE00000053202_5_c_+	ENSSSCE00000308097_3_c_+	ENSSSCT00000035957	ENSSSCT00000035957	ENSSSCG00000006201	ENSSSCG00000006201								
4	67521652	67527275	+	6	circRNA_94	ENSSSCE00000275245_5_c_+	ENSSSCE00000053206_3_c_+	ENSSSCT00000035957	ENSSSCT00000035957	ENSSSCG00000006201	ENSSSCG00000006201								
4	67580086	67583767	+	5	circRNA_15725	ENSSSCE00000053224_5_c_+	ENSSSCE00000053229_3_c_+	ENSSSCT00000035957	ENSSSCT00000035957	ENSSSCG00000006201	ENSSSCG00000006201								
4	67582514	67589305	+	7	circRNA_7222	ENSSSCE00000053228_5_c_+	ENSSSCE00000053233_3_c_+	ENSSSCT00000035957	ENSSSCT00000035957	ENSSSCG00000006201	ENSSSCG00000006201								
4	67636045	67649863	-	5	circRNA_16669	ENSSSCE00000053264_3_c_-	ENSSSCE00000053259_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67653809	67657468	-	7	circRNA_13698	ENSSSCE00000053258_3_c_-	ENSSSCE00000353167_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67660916	67687622	-	5	circRNA_10615	ENSSSCE00000053255_3_c_-	ENSSSCE00000324001_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67669925	67677637	-	10	circRNA_13697	ENSSSCE00000053254_3_c_-	ENSSSCE00000053251_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67669925	67689219	-	9	circRNA_14006	ENSSSCE00000053254_3_c_-	ENSSSCE00000287717_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67669925	67672098	-	8	circRNA_15412	ENSSSCE00000053254_3_c_-	ENSSSCE00000053253_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67698423	67706849	-	64	circRNA_694	ENSSSCE00000053245_3_c_-	ENSSSCE00000053242_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67698423	67722071	-	17	circRNA_7130	ENSSSCE00000053245_3_c_-	ENSSSCE00000053241_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67698423	67700230	-	8	circRNA_7718	ENSSSCE00000053245_3_c_-	ENSSSCE00000053244_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67698423	67701868	-	6	circRNA_10201	ENSSSCE00000053245_3_c_-	ENSSSCE00000053243_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67700131	67722071	-	9	circRNA_8863	ENSSSCE00000053244_3_c_-	ENSSSCE00000053241_5_c_-	ENSSSCT00000006797	ENSSSCT00000006797	ENSSSCG00000006202	ENSSSCG00000006202								
4	67706745	67724881	-	6	circRNA_13107	ENSSSCE00000053242_3_c_-	ENSSSCE00000320807_5_c_-	ENSSSCT00000006797	ENSSSCT00000045141	ENSSSCG00000006202	ENSSSCG00000006202								
4	67782617	67801889	+	14	circRNA_10537	ENSSSCE00000053278_5_c_+	ENSSSCE00000053283_3_c_+	ENSSSCT00000006799	ENSSSCT00000006799	ENSSSCG00000006204	ENSSSCG00000006204								
4	67860178	67870330	-	10	circRNA_449	ENSSSCE00000053298_3_c_-	ENSSSCE00000053295_5_c_-	ENSSSCT00000082892	ENSSSCT00000066844	ENSSSCG00000006205	ENSSSCG00000006205								
4	67865122	67869256	-	35	circRNA_356	ENSSSCE00000053297_3_c_-	ENSSSCE00000477659_5_c_-,ENSSSCE00000053296_5_c_-	ENSSSCT00000082892	ENSSSCT00000066844,ENSSSCT00000082892	ENSSSCG00000006205	ENSSSCG00000006205,ENSSSCG00000006205								
4	67940258	67949301	-	8	circRNA_16193	ENSSSCE00000220784_3_c_-	ENSSSCE00000234587_5_c_-	ENSSSCT00000006801	ENSSSCT00000006801	ENSSSCG00000006206	ENSSSCG00000006206								
4	67945496	67955626	-	6	circRNA_5214	ENSSSCE00000206481_3_c_-	ENSSSCE00000198786_5_c_-	ENSSSCT00000006801	ENSSSCT00000006801	ENSSSCG00000006206	ENSSSCG00000006206								
4	68130255	68134601	+	10	circRNA_5780	ENSSSCE00000328522_5_c_+	ENSSSCE00000287494_3_c_+	ENSSSCT00000024074	ENSSSCT00000032095	ENSSSCG00000027872	ENSSSCG00000027872								
4	68148223	68150700	+	9	circRNA_11289	ENSSSCE00000053331_5_c_+	ENSSSCE00000053333_3_c_+,ENSSSCE00000410674_3_c_+	ENSSSCT00000032095	ENSSSCT00000032095,ENSSSCT00000024074	ENSSSCG00000027872	ENSSSCG00000027872,ENSSSCG00000027872								
4	71936784	71939607	+	17	circRNA_9055	ENSSSCE00000190854_5_c_+	ENSSSCE00000172008_3_c_+	ENSSSCT00000006826	ENSSSCT00000006826	ENSSSCG00000025087	ENSSSCG00000025087								
4	71936784	71969159	+	11	circRNA_12883	ENSSSCE00000190854_5_c_+	ENSSSCE00000206638_3_c_+	ENSSSCT00000006826	ENSSSCT00000006826	ENSSSCG00000025087	ENSSSCG00000025087								
4	72576153	72577564	-	14	circRNA_5066	ENSSSCE00000457457_3_c_-,ENSSSCE00000053499_3_c_-	ENSSSCE00000053498_5_c_-	ENSSSCT00000064674,ENSSSCT00000006828	ENSSSCT00000006828	ENSSSCG00000006231,ENSSSCG00000006231	ENSSSCG00000006231								
4	73102551	73120528	+	16	circRNA_5353	ENSSSCE00000053514_5_c_+	ENSSSCE00000053521_3_c_+	ENSSSCT00000038512	ENSSSCT00000006830	ENSSSCG00000006233	ENSSSCG00000006233								
4	73102551	73112671	+	5	circRNA_7125	ENSSSCE00000053514_5_c_+	ENSSSCE00000333060_3_c_+	ENSSSCT00000038512	ENSSSCT00000006830	ENSSSCG00000006233	ENSSSCG00000006233								
4	73108406	73120528	+	18	circRNA_10737	ENSSSCE00000053515_5_c_+	ENSSSCE00000053521_3_c_+	ENSSSCT00000006830	ENSSSCT00000006830	ENSSSCG00000006233	ENSSSCG00000006233								
4	74249972	74265731	+	6	circRNA_16945	ENSSSCE00000053534_5_c_+	ENSSSCE00000053541_3_c_+	ENSSSCT00000006833	ENSSSCT00000006833	ENSSSCG00000006236	ENSSSCG00000006236								
4	74411793	74431438	-	22	circRNA_7592	ENSSSCE00000053590_3_c_-	ENSSSCE00000053585_5_c_-	ENSSSCT00000038223	ENSSSCT00000038223	ENSSSCG00000006239	ENSSSCG00000006239								
4	76669340	76673592	-	11	circRNA_9474	ENSSSCE00000315221_3_c_-	ENSSSCE00000291749_5_c_-	ENSSSCT00000048899	ENSSSCT00000048899	ENSSSCG00000031906	ENSSSCG00000031906								
4	76694149	76698094	-	10	circRNA_1870	ENSSSCE00000368193_3_c_-	ENSSSCE00000360119_5_c_-	ENSSSCT00000048899	ENSSSCT00000048899	ENSSSCG00000031906	ENSSSCG00000031906								
4	77612563	77614563	+	29	circRNA_1667	ENSSSCE00000396587_5_c_+,ENSSSCE00000426971_5_c_+	ENSSSCE00000211851_3_c_+,ENSSSCE00000425061_3_c_+	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCG00000028902,ENSSSCG00000028902	ENSSSCG00000028902,ENSSSCG00000028902								
4	77612563	77618720	+	34	circRNA_4567	ENSSSCE00000396587_5_c_+,ENSSSCE00000426971_5_c_+	ENSSSCE00000197762_3_c_+	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCT00000026198	ENSSSCG00000028902,ENSSSCG00000028902	ENSSSCG00000028902								
4	77614096	77614563	+	9	circRNA_5467	ENSSSCE00000194398_5_c_+,ENSSSCE00000430154_5_c_+	ENSSSCE00000211851_3_c_+,ENSSSCE00000425061_3_c_+	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCG00000028902,ENSSSCG00000028902	ENSSSCG00000028902,ENSSSCG00000028902								
4	77614096	77618720	+	23	circRNA_11003	ENSSSCE00000194398_5_c_+,ENSSSCE00000430154_5_c_+	ENSSSCE00000197762_3_c_+	ENSSSCT00000026198,ENSSSCT00000064633	ENSSSCT00000026198	ENSSSCG00000028902,ENSSSCG00000028902	ENSSSCG00000028902								
4	77616123	77618720	+	15	circRNA_4908	ENSSSCE00000244577_5_c_+	ENSSSCE00000197762_3_c_+	ENSSSCT00000026198	ENSSSCT00000026198	ENSSSCG00000028902	ENSSSCG00000028902								
4	77618293	77618720	+	13	circRNA_9582	ENSSSCE00000197762_5_c_+	ENSSSCE00000197762_3_c_+	ENSSSCT00000026198	ENSSSCT00000026198	ENSSSCG00000028902	ENSSSCG00000028902						ENSSSCE00000197762,ENSSSCE00000197762,ENSSSCE00000197762	77618293_77618720,77618293_77618720,77618293_77618720	ENSSSCG00000028902_+_c,ENSSSCG00000028902_+_c,ENSSSCG00000028902_+_c
4	78625039	78661386	-	5	circRNA_15310	ENSSSCE00000160468_3_c_-	ENSSSCE00000366487_5_c_-	ENSSSCT00000048327	ENSSSCT00000048327	ENSSSCG00000034495	ENSSSCG00000034495								
4	78633235	78661386	-	9	circRNA_9894	ENSSSCE00000343672_3_c_-	ENSSSCE00000366487_5_c_-	ENSSSCT00000048327	ENSSSCT00000048327	ENSSSCG00000034495	ENSSSCG00000034495								
4	78638742	78661386	-	14	circRNA_7022	ENSSSCE00000299891_3_c_-	ENSSSCE00000366487_5_c_-	ENSSSCT00000048327	ENSSSCT00000048327	ENSSSCG00000034495	ENSSSCG00000034495								
4	79704082	79705642	+	7	circRNA_4472	ENSSSCE00000053806_5_c_+	ENSSSCE00000053807_3_c_+	ENSSSCT00000006873	ENSSSCT00000006873	ENSSSCG00000006274	ENSSSCG00000006274								
4	79710432	79715805	+	10	circRNA_7265	ENSSSCE00000053811_5_c_+	ENSSSCE00000053812_3_c_+	ENSSSCT00000006873	ENSSSCT00000006873	ENSSSCG00000006274	ENSSSCG00000006274								
4	79718559	79719089	+	12	circRNA_14524	ENSSSCE00000053815_5_c_+	ENSSSCE00000053816_3_c_+	ENSSSCT00000006873	ENSSSCT00000006873	ENSSSCG00000006274	ENSSSCG00000006274								
