gene_ID_ssc gene_ID_bta
ENSSSCG00000003905 ENSBTAG00000019901
ENSSSCG00000003908 ENSBTAG00000013320
ENSSSCG00000003909 ENSBTAG00000002979
ENSSSCG00000003913 ENSBTAG00000020444
ENSSSCG00000003914 ENSBTAG00000003642
ENSSSCG00000003917 ENSBTAG00000011244
ENSSSCG00000003918 ENSBTAG00000011243
ENSSSCG00000003919 ENSBTAG00000011242
ENSSSCG00000003921 ENSBTAG00000012648
ENSSSCG00000003921 ENSBTAG00000048658
ENSSSCG00000003922 ENSBTAG00000012644
ENSSSCG00000003923 ENSBTAG00000019013
ENSSSCG00000003926 ENSBTAG00000039529
ENSSSCG00000003928 ENSBTAG00000006125
ENSSSCG00000003929 ENSBTAG00000015288
ENSSSCG00000003930 ENSBTAG00000015285
ENSSSCG00000003931 ENSBTAG00000015280
ENSSSCG00000003940 ENSBTAG00000005583
ENSSSCG00000003941 ENSBTAG00000005580
ENSSSCG00000003943 ENSBTAG00000016899
ENSSSCG00000003949 ENSBTAG00000009819
ENSSSCG00000003950 ENSBTAG00000003777
ENSSSCG00000003951 ENSBTAG00000021079
ENSSSCG00000003954 ENSBTAG00000037555
ENSSSCG00000003955 ENSBTAG00000051805
ENSSSCG00000003957 ENSBTAG00000001397
ENSSSCG00000003959 ENSBTAG00000037770
ENSSSCG00000003964 ENSBTAG00000051478
ENSSSCG00000003965 ENSBTAG00000004585
ENSSSCG00000003966 ENSBTAG00000012982
ENSSSCG00000003967 ENSBTAG00000012979
ENSSSCG00000003968 ENSBTAG00000017502
ENSSSCG00000003970 ENSBTAG00000007194
ENSSSCG00000003971 ENSBTAG00000001629
ENSSSCG00000003972 ENSBTAG00000001628
ENSSSCG00000003973 ENSBTAG00000001626
ENSSSCG00000003975 ENSBTAG00000002644
ENSSSCG00000003976 ENSBTAG00000021943
ENSSSCG00000003979 ENSBTAG00000000533
ENSSSCG00000003980 ENSBTAG00000000532
ENSSSCG00000003983 ENSBTAG00000021922
ENSSSCG00000003984 ENSBTAG00000038240
ENSSSCG00000003986 ENSBTAG00000015866
ENSSSCG00000003987 ENSBTAG00000038947
ENSSSCG00000003987 ENSBTAG00000049688
ENSSSCG00000003989 ENSBTAG00000003447
ENSSSCG00000003995 ENSBTAG00000003456
ENSSSCG00000003998 ENSBTAG00000013353
ENSSSCG00000004001 ENSBTAG00000009735
ENSSSCG00000004002 ENSBTAG00000015989
ENSSSCG00000004004 ENSBTAG00000037882
ENSSSCG00000004008 ENSBTAG00000009620
ENSSSCG00000004008 ENSBTAG00000049815
ENSSSCG00000004009 ENSBTAG00000000916
ENSSSCG00000004010 ENSBTAG00000000918
ENSSSCG00000004012 ENSBTAG00000018810
ENSSSCG00000004013 ENSBTAG00000013176
ENSSSCG00000004016 ENSBTAG00000007694
ENSSSCG00000004017 ENSBTAG00000014062
ENSSSCG00000004018 ENSBTAG00000005557
ENSSSCG00000004020 ENSBTAG00000002993
ENSSSCG00000004020 ENSBTAG00000050031
ENSSSCG00000004020 ENSBTAG00000052745
ENSSSCG00000004022 ENSBTAG00000021741
ENSSSCG00000004023 ENSBTAG00000014495
ENSSSCG00000004024 ENSBTAG00000014494
ENSSSCG00000004027 ENSBTAG00000007758
ENSSSCG00000004029 ENSBTAG00000011593
ENSSSCG00000004032 ENSBTAG00000018996
ENSSSCG00000004033 ENSBTAG00000007668
ENSSSCG00000004037 ENSBTAG00000020079
ENSSSCG00000004038 ENSBTAG00000001271
ENSSSCG00000004039 ENSBTAG00000039080
ENSSSCG00000004040 ENSBTAG00000009583
ENSSSCG00000004041 ENSBTAG00000008540
ENSSSCG00000004044 ENSBTAG00000002402
ENSSSCG00000004045 ENSBTAG00000031724
ENSSSCG00000004046 ENSBTAG00000015166
ENSSSCG00000004047 ENSBTAG00000001289
ENSSSCG00000004048 ENSBTAG00000002829
ENSSSCG00000004049 ENSBTAG00000002827
ENSSSCG00000004049 ENSBTAG00000009539
ENSSSCG00000004050 ENSBTAG00000007974
ENSSSCG00000004050 ENSBTAG00000025953
ENSSSCG00000004052 ENSBTAG00000003938
ENSSSCG00000004053 ENSBTAG00000031701
ENSSSCG00000004055 ENSBTAG00000005955
ENSSSCG00000004057 ENSBTAG00000010334
ENSSSCG00000004058 ENSBTAG00000010347
ENSSSCG00000004063 ENSBTAG00000007201
ENSSSCG00000004064 ENSBTAG00000002728
ENSSSCG00000004065 ENSBTAG00000010047
ENSSSCG00000004068 ENSBTAG00000013551
ENSSSCG00000004070 ENSBTAG00000031917
ENSSSCG00000004071 ENSBTAG00000012674
ENSSSCG00000004074 ENSBTAG00000019719
ENSSSCG00000004075 ENSBTAG00000009277
ENSSSCG00000004076 ENSBTAG00000009275
ENSSSCG00000004077 ENSBTAG00000021193
ENSSSCG00000004078 ENSBTAG00000013400
ENSSSCG00000004081 ENSBTAG00000052173
ENSSSCG00000004081 ENSBTAG00000054597
ENSSSCG00000004082 ENSBTAG00000052173
ENSSSCG00000004082 ENSBTAG00000054597
ENSSSCG00000004087 ENSBTAG00000004099
ENSSSCG00000004088 ENSBTAG00000004098
ENSSSCG00000004089 ENSBTAG00000013224
ENSSSCG00000004090 ENSBTAG00000014790
ENSSSCG00000004092 ENSBTAG00000009846
ENSSSCG00000004093 ENSBTAG00000015935
ENSSSCG00000004094 ENSBTAG00000026586
ENSSSCG00000004094 ENSBTAG00000051087
ENSSSCG00000004096 ENSBTAG00000007238
ENSSSCG00000004096 ENSBTAG00000048114
ENSSSCG00000004101 ENSBTAG00000032007
ENSSSCG00000004103 ENSBTAG00000010204
ENSSSCG00000004104 ENSBTAG00000032024
ENSSSCG00000004105 ENSBTAG00000010196
ENSSSCG00000004106 ENSBTAG00000015076
ENSSSCG00000004109 ENSBTAG00000007388
ENSSSCG00000004110 ENSBTAG00000013454
ENSSSCG00000004113 ENSBTAG00000021107
ENSSSCG00000004114 ENSBTAG00000016844
ENSSSCG00000004119 ENSBTAG00000044181
ENSSSCG00000004120 ENSBTAG00000008112
ENSSSCG00000004121 ENSBTAG00000005376
ENSSSCG00000004123 ENSBTAG00000009665
ENSSSCG00000004125 ENSBTAG00000011236
ENSSSCG00000004127 ENSBTAG00000026523
ENSSSCG00000004128 ENSBTAG00000008159
ENSSSCG00000004132 ENSBTAG00000016498
ENSSSCG00000004133 ENSBTAG00000001752
ENSSSCG00000004134 ENSBTAG00000001747
ENSSSCG00000004136 ENSBTAG00000003496
ENSSSCG00000004138 ENSBTAG00000001146
ENSSSCG00000004139 ENSBTAG00000020707
ENSSSCG00000004140 ENSBTAG00000005851
ENSSSCG00000004142 ENSBTAG00000011224
ENSSSCG00000004143 ENSBTAG00000002964
ENSSSCG00000004144 ENSBTAG00000024595
ENSSSCG00000004145 ENSBTAG00000001446
ENSSSCG00000004146 ENSBTAG00000012299
ENSSSCG00000004147 ENSBTAG00000027312
ENSSSCG00000004148 ENSBTAG00000015516
ENSSSCG00000004149 ENSBTAG00000000245
ENSSSCG00000004150 ENSBTAG00000000243
ENSSSCG00000004151 ENSBTAG00000049245
ENSSSCG00000004154 ENSBTAG00000000436
ENSSSCG00000004155 ENSBTAG00000008749
ENSSSCG00000004156 ENSBTAG00000012544
ENSSSCG00000004157 ENSBTAG00000015638
ENSSSCG00000004158 ENSBTAG00000017000
ENSSSCG00000004159 ENSBTAG00000016793
ENSSSCG00000004160 ENSBTAG00000016791
ENSSSCG00000004163 ENSBTAG00000007802
ENSSSCG00000004164 ENSBTAG00000007799
ENSSSCG00000004165 ENSBTAG00000015888
ENSSSCG00000004166 ENSBTAG00000017958
ENSSSCG00000004167 ENSBTAG00000012074
ENSSSCG00000004169 ENSBTAG00000020174
ENSSSCG00000004172 ENSBTAG00000019002
ENSSSCG00000004177 ENSBTAG00000001360
ENSSSCG00000004178 ENSBTAG00000015242
ENSSSCG00000004179 ENSBTAG00000016357
ENSSSCG00000004180 ENSBTAG00000048464
ENSSSCG00000004181 ENSBTAG00000015094
ENSSSCG00000004183 ENSBTAG00000038414
ENSSSCG00000004184 ENSBTAG00000039615
ENSSSCG00000004186 ENSBTAG00000040489
ENSSSCG00000004186 ENSBTAG00000047327
ENSSSCG00000004187 ENSBTAG00000038761
ENSSSCG00000004187 ENSBTAG00000048868
ENSSSCG00000004187 ENSBTAG00000054490
ENSSSCG00000004189 ENSBTAG00000048313
ENSSSCG00000004190 ENSBTAG00000017139
ENSSSCG00000004191 ENSBTAG00000006363
ENSSSCG00000004191 ENSBTAG00000019460
ENSSSCG00000004192 ENSBTAG00000006367
ENSSSCG00000004193 ENSBTAG00000021830
ENSSSCG00000004195 ENSBTAG00000012403
ENSSSCG00000004196 ENSBTAG00000012418
ENSSSCG00000004199 ENSBTAG00000005960
ENSSSCG00000004201 ENSBTAG00000040543
ENSSSCG00000004202 ENSBTAG00000021361
ENSSSCG00000004203 ENSBTAG00000017393
ENSSSCG00000004205 ENSBTAG00000015381
ENSSSCG00000004209 ENSBTAG00000020829
ENSSSCG00000004212 ENSBTAG00000017166
ENSSSCG00000004215 ENSBTAG00000003919
ENSSSCG00000004216 ENSBTAG00000003887
ENSSSCG00000004217 ENSBTAG00000034531
ENSSSCG00000004218 ENSBTAG00000008121
ENSSSCG00000004220 ENSBTAG00000001957
ENSSSCG00000004221 ENSBTAG00000001956
ENSSSCG00000004222 ENSBTAG00000046503
ENSSSCG00000004223 ENSBTAG00000000919
ENSSSCG00000004224 ENSBTAG00000003340
ENSSSCG00000004225 ENSBTAG00000003336
ENSSSCG00000004232 ENSBTAG00000021099
ENSSSCG00000004233 ENSBTAG00000021587
ENSSSCG00000004234 ENSBTAG00000033803
ENSSSCG00000004236 ENSBTAG00000004394
ENSSSCG00000004237 ENSBTAG00000000019
ENSSSCG00000004237 ENSBTAG00000046808
ENSSSCG00000004238 ENSBTAG00000012946
ENSSSCG00000004241 ENSBTAG00000001835
ENSSSCG00000004242 ENSBTAG00000009575
ENSSSCG00000004243 ENSBTAG00000039169
ENSSSCG00000004244 ENSBTAG00000024381
ENSSSCG00000004245 ENSBTAG00000015467
ENSSSCG00000004246 ENSBTAG00000002059
ENSSSCG00000004247 ENSBTAG00000002058
ENSSSCG00000004249 ENSBTAG00000012929
ENSSSCG00000004250 ENSBTAG00000033657
ENSSSCG00000004252 ENSBTAG00000039574
ENSSSCG00000004253 ENSBTAG00000016046
ENSSSCG00000004254 ENSBTAG00000047338
ENSSSCG00000004255 ENSBTAG00000046282
ENSSSCG00000004262 ENSBTAG00000026673
ENSSSCG00000004263 ENSBTAG00000003878
ENSSSCG00000004270 ENSBTAG00000015335
ENSSSCG00000004272 ENSBTAG00000016164
ENSSSCG00000004274 ENSBTAG00000035054
ENSSSCG00000004275 ENSBTAG00000002171
ENSSSCG00000004276 ENSBTAG00000038190
ENSSSCG00000004279 ENSBTAG00000016374
ENSSSCG00000004280 ENSBTAG00000020238
ENSSSCG00000004281 ENSBTAG00000007791
ENSSSCG00000004284 ENSBTAG00000034925
ENSSSCG00000004285 ENSBTAG00000019600
ENSSSCG00000004287 ENSBTAG00000021814
ENSSSCG00000004289 ENSBTAG00000003384
ENSSSCG00000004290 ENSBTAG00000018161
ENSSSCG00000004291 ENSBTAG00000048655
ENSSSCG00000004293 ENSBTAG00000018408
ENSSSCG00000004294 ENSBTAG00000006672
ENSSSCG00000004300 ENSBTAG00000021663
ENSSSCG00000004301 ENSBTAG00000017879
ENSSSCG00000004302 ENSBTAG00000014054
ENSSSCG00000004303 ENSBTAG00000016967
ENSSSCG00000004304 ENSBTAG00000014057
ENSSSCG00000004306 ENSBTAG00000016969
ENSSSCG00000004307 ENSBTAG00000003764
ENSSSCG00000004308 ENSBTAG00000019469
ENSSSCG00000004309 ENSBTAG00000054523
ENSSSCG00000004311 ENSBTAG00000002725
ENSSSCG00000004314 ENSBTAG00000011667
ENSSSCG00000004317 ENSBTAG00000018436
ENSSSCG00000004318 ENSBTAG00000018438
ENSSSCG00000004322 ENSBTAG00000003455
ENSSSCG00000004328 ENSBTAG00000001644
ENSSSCG00000004330 ENSBTAG00000011315
ENSSSCG00000004331 ENSBTAG00000011313
ENSSSCG00000004332 ENSBTAG00000020713
ENSSSCG00000004334 ENSBTAG00000002625
ENSSSCG00000004336 ENSBTAG00000021420
ENSSSCG00000004338 ENSBTAG00000007989
ENSSSCG00000004339 ENSBTAG00000020410
ENSSSCG00000004340 ENSBTAG00000001803
ENSSSCG00000004342 ENSBTAG00000003174
ENSSSCG00000004344 ENSBTAG00000000629
ENSSSCG00000004347 ENSBTAG00000005729
ENSSSCG00000004349 ENSBTAG00000044061
ENSSSCG00000004351 ENSBTAG00000018528
ENSSSCG00000004353 ENSBTAG00000015744
ENSSSCG00000004354 ENSBTAG00000006095
ENSSSCG00000004355 ENSBTAG00000017439
ENSSSCG00000004356 ENSBTAG00000005449
ENSSSCG00000004357 ENSBTAG00000002294
ENSSSCG00000004358 ENSBTAG00000020482
ENSSSCG00000004361 ENSBTAG00000033153
ENSSSCG00000004364 ENSBTAG00000001533
ENSSSCG00000004366 ENSBTAG00000018790
ENSSSCG00000004367 ENSBTAG00000046017
ENSSSCG00000004368 ENSBTAG00000016281
ENSSSCG00000004369 ENSBTAG00000000816
ENSSSCG00000004370 ENSBTAG00000005400
ENSSSCG00000004371 ENSBTAG00000017527
ENSSSCG00000004373 ENSBTAG00000017554
ENSSSCG00000004374 ENSBTAG00000017557
ENSSSCG00000004379 ENSBTAG00000019175
ENSSSCG00000004382 ENSBTAG00000016562
ENSSSCG00000004383 ENSBTAG00000010134
ENSSSCG00000004384 ENSBTAG00000013991
ENSSSCG00000004385 ENSBTAG00000018801
ENSSSCG00000004387 ENSBTAG00000011234
ENSSSCG00000004388 ENSBTAG00000036087
ENSSSCG00000004390 ENSBTAG00000003015
ENSSSCG00000004391 ENSBTAG00000019410
ENSSSCG00000004392 ENSBTAG00000003342
ENSSSCG00000004392 ENSBTAG00000037434
ENSSSCG00000004394 ENSBTAG00000016584
ENSSSCG00000004396 ENSBTAG00000014883
ENSSSCG00000004399 ENSBTAG00000010507
ENSSSCG00000004401 ENSBTAG00000033367
ENSSSCG00000004402 ENSBTAG00000033365
ENSSSCG00000004403 ENSBTAG00000000409
ENSSSCG00000004404 ENSBTAG00000016627
ENSSSCG00000004405 ENSBTAG00000005827
ENSSSCG00000004406 ENSBTAG00000002868
ENSSSCG00000004408 ENSBTAG00000008145
ENSSSCG00000004410 ENSBTAG00000010116
ENSSSCG00000004410 ENSBTAG00000050418
ENSSSCG00000004411 ENSBTAG00000010113
ENSSSCG00000004412 ENSBTAG00000008147
ENSSSCG00000004413 ENSBTAG00000008144
ENSSSCG00000004414 ENSBTAG00000017992
ENSSSCG00000004419 ENSBTAG00000009239
ENSSSCG00000004420 ENSBTAG00000008600
ENSSSCG00000004421 ENSBTAG00000011851
ENSSSCG00000004422 ENSBTAG00000017205
ENSSSCG00000004423 ENSBTAG00000013837
ENSSSCG00000004425 ENSBTAG00000008817
ENSSSCG00000004432 ENSBTAG00000011849
ENSSSCG00000004433 ENSBTAG00000000188
ENSSSCG00000004434 ENSBTAG00000020018
ENSSSCG00000004435 ENSBTAG00000003076
ENSSSCG00000004436 ENSBTAG00000003078
ENSSSCG00000004438 ENSBTAG00000010885
ENSSSCG00000004441 ENSBTAG00000005205
ENSSSCG00000004445 ENSBTAG00000033535
ENSSSCG00000004446 ENSBTAG00000009689
ENSSSCG00000004450 ENSBTAG00000010051
ENSSSCG00000004451 ENSBTAG00000004795
ENSSSCG00000004452 ENSBTAG00000052055
ENSSSCG00000004453 ENSBTAG00000009355
ENSSSCG00000004454 ENSBTAG00000005681
ENSSSCG00000004456 ENSBTAG00000000679
ENSSSCG00000004457 ENSBTAG00000000676
ENSSSCG00000004458 ENSBTAG00000039477
ENSSSCG00000004460 ENSBTAG00000026716
ENSSSCG00000004464 ENSBTAG00000000995
ENSSSCG00000004465 ENSBTAG00000012096
ENSSSCG00000004466 ENSBTAG00000005456
ENSSSCG00000004469 ENSBTAG00000043950
ENSSSCG00000004472 ENSBTAG00000020825
ENSSSCG00000004473 ENSBTAG00000024688
ENSSSCG00000004475 ENSBTAG00000037429
ENSSSCG00000004477 ENSBTAG00000021175
ENSSSCG00000004478 ENSBTAG00000016751
ENSSSCG00000004479 ENSBTAG00000000053
ENSSSCG00000004480 ENSBTAG00000005096
ENSSSCG00000004480 ENSBTAG00000006530
ENSSSCG00000004480 ENSBTAG00000049737
ENSSSCG00000004480 ENSBTAG00000053961
ENSSSCG00000004480 ENSBTAG00000054078
ENSSSCG00000004480 ENSBTAG00000054904
ENSSSCG00000004484 ENSBTAG00000020056
ENSSSCG00000004485 ENSBTAG00000013222
ENSSSCG00000004486 ENSBTAG00000044053
ENSSSCG00000004487 ENSBTAG00000016839
ENSSSCG00000004490 ENSBTAG00000018088
ENSSSCG00000004491 ENSBTAG00000002099
ENSSSCG00000004492 ENSBTAG00000019870
ENSSSCG00000004493 ENSBTAG00000016620
ENSSSCG00000004498 ENSBTAG00000002512
ENSSSCG00000004499 ENSBTAG00000002507
ENSSSCG00000004500 ENSBTAG00000032964
ENSSSCG00000004502 ENSBTAG00000001128
ENSSSCG00000004503 ENSBTAG00000015210
ENSSSCG00000004505 ENSBTAG00000039916
ENSSSCG00000004506 ENSBTAG00000018901
ENSSSCG00000004507 ENSBTAG00000012441
ENSSSCG00000004508 ENSBTAG00000000024
ENSSSCG00000004509 ENSBTAG00000048916
ENSSSCG00000004510 ENSBTAG00000002863
ENSSSCG00000004511 ENSBTAG00000019455
ENSSSCG00000004516 ENSBTAG00000003801
ENSSSCG00000004517 ENSBTAG00000021884
ENSSSCG00000004518 ENSBTAG00000018216
ENSSSCG00000004520 ENSBTAG00000009907
ENSSSCG00000004521 ENSBTAG00000047635
ENSSSCG00000004522 ENSBTAG00000016269
ENSSSCG00000004524 ENSBTAG00000006919
ENSSSCG00000004528 ENSBTAG00000037457
ENSSSCG00000004529 ENSBTAG00000009129
ENSSSCG00000004530 ENSBTAG00000008168
ENSSSCG00000004531 ENSBTAG00000008169
ENSSSCG00000004534 ENSBTAG00000008158
ENSSSCG00000004535 ENSBTAG00000016462
ENSSSCG00000004537 ENSBTAG00000015731
ENSSSCG00000004538 ENSBTAG00000004005
ENSSSCG00000004540 ENSBTAG00000022819
ENSSSCG00000004541 ENSBTAG00000006393
ENSSSCG00000004542 ENSBTAG00000019271
ENSSSCG00000004543 ENSBTAG00000021630
ENSSSCG00000004544 ENSBTAG00000011540
ENSSSCG00000004547 ENSBTAG00000008411
ENSSSCG00000004548 ENSBTAG00000007638
ENSSSCG00000004549 ENSBTAG00000011037
ENSSSCG00000004550 ENSBTAG00000015806
ENSSSCG00000004551 ENSBTAG00000015808
ENSSSCG00000004552 ENSBTAG00000014493
ENSSSCG00000004554 ENSBTAG00000039462
ENSSSCG00000004558 ENSBTAG00000016823
ENSSSCG00000004561 ENSBTAG00000053677
ENSSSCG00000004565 ENSBTAG00000019390
ENSSSCG00000004569 ENSBTAG00000017373
ENSSSCG00000004570 ENSBTAG00000005373
ENSSSCG00000004572 ENSBTAG00000010952
ENSSSCG00000004572 ENSBTAG00000020814
ENSSSCG00000004573 ENSBTAG00000010952
ENSSSCG00000004573 ENSBTAG00000020814
ENSSSCG00000004576 ENSBTAG00000015904
ENSSSCG00000004577 ENSBTAG00000005328
ENSSSCG00000004578 ENSBTAG00000009615
ENSSSCG00000004582 ENSBTAG00000013493
ENSSSCG00000004583 ENSBTAG00000010298
ENSSSCG00000004584 ENSBTAG00000009443
ENSSSCG00000004586 ENSBTAG00000014699
ENSSSCG00000004587 ENSBTAG00000021538
ENSSSCG00000004588 ENSBTAG00000005269
ENSSSCG00000004588 ENSBTAG00000050321
ENSSSCG00000004589 ENSBTAG00000014181
ENSSSCG00000004592 ENSBTAG00000011319
ENSSSCG00000004595 ENSBTAG00000005481
ENSSSCG00000004596 ENSBTAG00000005479
ENSSSCG00000004597 ENSBTAG00000013452
ENSSSCG00000004598 ENSBTAG00000002194
ENSSSCG00000004600 ENSBTAG00000002586
ENSSSCG00000004601 ENSBTAG00000000271
ENSSSCG00000004602 ENSBTAG00000031433
ENSSSCG00000004603 ENSBTAG00000000565
ENSSSCG00000004607 ENSBTAG00000009151
ENSSSCG00000004608 ENSBTAG00000031388
ENSSSCG00000004610 ENSBTAG00000012741
ENSSSCG00000004612 ENSBTAG00000012408
ENSSSCG00000004612 ENSBTAG00000046690
ENSSSCG00000004614 ENSBTAG00000025522
ENSSSCG00000004615 ENSBTAG00000021876
ENSSSCG00000004616 ENSBTAG00000046470
ENSSSCG00000004617 ENSBTAG00000024958
ENSSSCG00000004620 ENSBTAG00000006489
ENSSSCG00000004621 ENSBTAG00000003763
ENSSSCG00000004622 ENSBTAG00000003762
ENSSSCG00000004623 ENSBTAG00000033967
ENSSSCG00000004624 ENSBTAG00000005865
ENSSSCG00000004625 ENSBTAG00000013830
ENSSSCG00000004626 ENSBTAG00000048622
ENSSSCG00000004628 ENSBTAG00000014011
ENSSSCG00000004629 ENSBTAG00000017683
ENSSSCG00000004630 ENSBTAG00000017677
ENSSSCG00000004632 ENSBTAG00000002576
ENSSSCG00000004634 ENSBTAG00000013616
ENSSSCG00000004635 ENSBTAG00000011831
ENSSSCG00000004636 ENSBTAG00000031165
ENSSSCG00000004638 ENSBTAG00000011929
ENSSSCG00000004639 ENSBTAG00000011916
ENSSSCG00000004643 ENSBTAG00000004303
ENSSSCG00000004644 ENSBTAG00000009911
ENSSSCG00000004645 ENSBTAG00000022801
ENSSSCG00000004646 ENSBTAG00000011936
ENSSSCG00000004647 ENSBTAG00000006201
ENSSSCG00000004648 ENSBTAG00000053150
ENSSSCG00000004651 ENSBTAG00000004011
ENSSSCG00000004652 ENSBTAG00000013425
ENSSSCG00000004652 ENSBTAG00000019284
ENSSSCG00000004653 ENSBTAG00000046553
ENSSSCG00000004656 ENSBTAG00000027764
ENSSSCG00000004656 ENSBTAG00000046586
ENSSSCG00000004657 ENSBTAG00000011661
ENSSSCG00000004658 ENSBTAG00000002278
ENSSSCG00000004659 ENSBTAG00000010145
ENSSSCG00000004661 ENSBTAG00000008771
ENSSSCG00000004662 ENSBTAG00000004854
ENSSSCG00000004663 ENSBTAG00000016800
ENSSSCG00000004666 ENSBTAG00000010365
ENSSSCG00000004668 ENSBTAG00000021019
ENSSSCG00000004670 ENSBTAG00000004558
ENSSSCG00000004671 ENSBTAG00000018279
ENSSSCG00000004672 ENSBTAG00000005586
ENSSSCG00000004673 ENSBTAG00000016327
ENSSSCG00000004674 ENSBTAG00000020934
ENSSSCG00000004675 ENSBTAG00000016246
ENSSSCG00000004676 ENSBTAG00000016239
ENSSSCG00000004677 ENSBTAG00000016242
ENSSSCG00000004678 ENSBTAG00000016234
ENSSSCG00000004679 ENSBTAG00000025496
ENSSSCG00000004680 ENSBTAG00000005954
ENSSSCG00000004681 ENSBTAG00000007518
ENSSSCG00000004684 ENSBTAG00000000362
ENSSSCG00000004687 ENSBTAG00000012330
ENSSSCG00000004687 ENSBTAG00000048782
ENSSSCG00000004691 ENSBTAG00000000359
ENSSSCG00000004694 ENSBTAG00000017216
ENSSSCG00000004695 ENSBTAG00000017215
ENSSSCG00000004698 ENSBTAG00000017211
ENSSSCG00000004699 ENSBTAG00000032132
ENSSSCG00000004700 ENSBTAG00000017196
ENSSSCG00000004701 ENSBTAG00000032130
ENSSSCG00000004702 ENSBTAG00000007503
ENSSSCG00000004703 ENSBTAG00000007502
ENSSSCG00000004704 ENSBTAG00000014005
ENSSSCG00000004705 ENSBTAG00000014001
ENSSSCG00000004708 ENSBTAG00000014479
ENSSSCG00000004709 ENSBTAG00000014478
ENSSSCG00000004710 ENSBTAG00000014476
ENSSSCG00000004712 ENSBTAG00000015412
ENSSSCG00000004713 ENSBTAG00000032059
ENSSSCG00000004714 ENSBTAG00000011439
ENSSSCG00000004716 ENSBTAG00000013031
ENSSSCG00000004717 ENSBTAG00000021087
ENSSSCG00000004718 ENSBTAG00000006470
ENSSSCG00000004719 ENSBTAG00000005751
ENSSSCG00000004725 ENSBTAG00000004079
ENSSSCG00000004726 ENSBTAG00000031981
ENSSSCG00000004728 ENSBTAG00000008868
ENSSSCG00000004729 ENSBTAG00000008866
ENSSSCG00000004730 ENSBTAG00000008863
ENSSSCG00000004731 ENSBTAG00000032055
ENSSSCG00000004732 ENSBTAG00000032068
ENSSSCG00000004733 ENSBTAG00000005268
ENSSSCG00000004737 ENSBTAG00000006784
ENSSSCG00000004738 ENSBTAG00000015142
ENSSSCG00000004739 ENSBTAG00000015138
ENSSSCG00000004744 ENSBTAG00000001694
ENSSSCG00000004745 ENSBTAG00000001693
ENSSSCG00000004747 ENSBTAG00000001671
ENSSSCG00000004748 ENSBTAG00000010778
ENSSSCG00000004750 ENSBTAG00000010766
ENSSSCG00000004751 ENSBTAG00000027173
ENSSSCG00000004752 ENSBTAG00000008363
ENSSSCG00000004753 ENSBTAG00000010380
ENSSSCG00000004755 ENSBTAG00000010361
ENSSSCG00000004757 ENSBTAG00000011567
ENSSSCG00000004758 ENSBTAG00000053721
ENSSSCG00000004759 ENSBTAG00000004086
ENSSSCG00000004760 ENSBTAG00000013488
ENSSSCG00000004761 ENSBTAG00000013485
ENSSSCG00000004762 ENSBTAG00000013480
ENSSSCG00000004765 ENSBTAG00000002921
ENSSSCG00000004766 ENSBTAG00000002918
ENSSSCG00000004770 ENSBTAG00000040210
ENSSSCG00000004772 ENSBTAG00000004420
ENSSSCG00000004774 ENSBTAG00000004409
ENSSSCG00000004776 ENSBTAG00000000552
ENSSSCG00000004779 ENSBTAG00000019079
ENSSSCG00000004781 ENSBTAG00000019076
ENSSSCG00000004782 ENSBTAG00000007237
ENSSSCG00000004785 ENSBTAG00000014353
ENSSSCG00000004787 ENSBTAG00000016826
ENSSSCG00000004789 ENSBTAG00000002006
ENSSSCG00000004791 ENSBTAG00000021872
ENSSSCG00000004792 ENSBTAG00000021870
ENSSSCG00000004794 ENSBTAG00000027162
ENSSSCG00000004795 ENSBTAG00000003172
ENSSSCG00000004799 ENSBTAG00000040206
ENSSSCG00000004802 ENSBTAG00000012712
ENSSSCG00000004803 ENSBTAG00000005714
ENSSSCG00000004806 ENSBTAG00000020100
ENSSSCG00000004807 ENSBTAG00000032613
ENSSSCG00000004811 ENSBTAG00000021531
ENSSSCG00000004813 ENSBTAG00000011185
ENSSSCG00000004814 ENSBTAG00000000539
ENSSSCG00000004819 ENSBTAG00000006987
ENSSSCG00000004820 ENSBTAG00000016495
ENSSSCG00000004821 ENSBTAG00000010514
ENSSSCG00000004822 ENSBTAG00000009125
ENSSSCG00000004823 ENSBTAG00000001567
ENSSSCG00000004825 ENSBTAG00000007357
ENSSSCG00000004826 ENSBTAG00000000640
ENSSSCG00000004827 ENSBTAG00000003392
ENSSSCG00000004829 ENSBTAG00000016455
ENSSSCG00000004830 ENSBTAG00000027081
ENSSSCG00000004832 ENSBTAG00000002487
ENSSSCG00000004834 ENSBTAG00000002186
ENSSSCG00000004835 ENSBTAG00000045998
ENSSSCG00000004836 ENSBTAG00000053916
ENSSSCG00000004839 ENSBTAG00000015775
ENSSSCG00000004840 ENSBTAG00000006868
ENSSSCG00000004843 ENSBTAG00000001639
ENSSSCG00000004844 ENSBTAG00000014422
ENSSSCG00000004845 ENSBTAG00000009855
ENSSSCG00000004847 ENSBTAG00000009854
ENSSSCG00000004849 ENSBTAG00000020413
ENSSSCG00000004850 ENSBTAG00000003435
ENSSSCG00000004854 ENSBTAG00000015398
ENSSSCG00000004854 ENSBTAG00000049368
ENSSSCG00000004856 ENSBTAG00000000656
ENSSSCG00000004857 ENSBTAG00000001224
ENSSSCG00000004858 ENSBTAG00000050200
ENSSSCG00000004859 ENSBTAG00000004650
