gene_ID_bta gene_ID_oar
ENSBTAG00000004008 ENSOARG00000000594
ENSBTAG00000004009 ENSOARG00000018385
ENSBTAG00000004010 ENSOARG00000005888
ENSBTAG00000004011 ENSOARG00000021004
ENSBTAG00000004014 ENSOARG00000001554
ENSBTAG00000004015 ENSOARG00000002954
ENSBTAG00000004017 ENSOARG00000006086
ENSBTAG00000004018 ENSOARG00000010838
ENSBTAG00000004019 ENSOARG00000010746
ENSBTAG00000004021 ENSOARG00000010667
ENSBTAG00000004022 ENSOARG00000014951
ENSBTAG00000004023 ENSOARG00000014780
ENSBTAG00000004024 ENSOARG00000001259
ENSBTAG00000004028 ENSOARG00000016778
ENSBTAG00000004034 ENSOARG00000009085
ENSBTAG00000004035 ENSOARG00000003856
ENSBTAG00000004035 ENSOARG00000004277
ENSBTAG00000004036 ENSOARG00000000133
ENSBTAG00000004037 ENSOARG00000009999
ENSBTAG00000004038 ENSOARG00000005228
ENSBTAG00000004039 ENSOARG00000000998
ENSBTAG00000004040 ENSOARG00000009742
ENSBTAG00000004041 ENSOARG00000007048
ENSBTAG00000004043 ENSOARG00000000467
ENSBTAG00000004046 ENSOARG00000011683
ENSBTAG00000004048 ENSOARG00000020388
ENSBTAG00000004051 ENSOARG00000010609
ENSBTAG00000004052 ENSOARG00000014945
ENSBTAG00000004054 ENSOARG00000016579
ENSBTAG00000004059 ENSOARG00000016678
ENSBTAG00000004061 ENSOARG00000015753
ENSBTAG00000004063 ENSOARG00000015144
ENSBTAG00000004064 ENSOARG00000012104
ENSBTAG00000004066 ENSOARG00000008401
ENSBTAG00000004072 ENSOARG00000000161
ENSBTAG00000004072 ENSOARG00000011693
ENSBTAG00000004073 ENSOARG00000006350
ENSBTAG00000004073 ENSOARG00000007373
ENSBTAG00000004075 ENSOARG00000014785
ENSBTAG00000004076 ENSOARG00000016267
ENSBTAG00000004077 ENSOARG00000013778
ENSBTAG00000004078 ENSOARG00000001434
ENSBTAG00000004079 ENSOARG00000020510
ENSBTAG00000004080 ENSOARG00000002680
ENSBTAG00000004081 ENSOARG00000003103
ENSBTAG00000004085 ENSOARG00000006370
ENSBTAG00000004086 ENSOARG00000020293
ENSBTAG00000004088 ENSOARG00000019007
ENSBTAG00000004091 ENSOARG00000005793
ENSBTAG00000004092 ENSOARG00000005769
ENSBTAG00000004094 ENSOARG00000005006
ENSBTAG00000004095 ENSOARG00000001250
ENSBTAG00000004097 ENSOARG00000001682
ENSBTAG00000004098 ENSOARG00000003234
ENSBTAG00000004099 ENSOARG00000003278
ENSBTAG00000004100 ENSOARG00000018399
ENSBTAG00000004104 ENSOARG00000010358
ENSBTAG00000004105 ENSOARG00000005641
ENSBTAG00000004106 ENSOARG00000014481
ENSBTAG00000004108 ENSOARG00000017637
ENSBTAG00000004111 ENSOARG00000017544
ENSBTAG00000004112 ENSOARG00000011687
ENSBTAG00000004114 ENSOARG00000016243
ENSBTAG00000004115 ENSOARG00000002253
ENSBTAG00000004115 ENSOARG00000012390
ENSBTAG00000004116 ENSOARG00000016454
ENSBTAG00000004117 ENSOARG00000014591
ENSBTAG00000004118 ENSOARG00000006209
ENSBTAG00000004119 ENSOARG00000011334
ENSBTAG00000004120 ENSOARG00000008755
ENSBTAG00000004124 ENSOARG00000017706
ENSBTAG00000004126 ENSOARG00000002499
ENSBTAG00000004129 ENSOARG00000009554
ENSBTAG00000004131 ENSOARG00000012473
ENSBTAG00000004134 ENSOARG00000015130
ENSBTAG00000004135 ENSOARG00000000869
ENSBTAG00000004136 ENSOARG00000010223
ENSBTAG00000004138 ENSOARG00000011355
ENSBTAG00000004139 ENSOARG00000014393
ENSBTAG00000004140 ENSOARG00000003458
ENSBTAG00000004145 ENSOARG00000014173
ENSBTAG00000004147 ENSOARG00000012605
ENSBTAG00000004148 ENSOARG00000004969
ENSBTAG00000004150 ENSOARG00000000229
ENSBTAG00000004151 ENSOARG00000004633
ENSBTAG00000004153 ENSOARG00000003790
ENSBTAG00000004154 ENSOARG00000000257
ENSBTAG00000004155 ENSOARG00000003861
ENSBTAG00000004159 ENSOARG00000006034
ENSBTAG00000004161 ENSOARG00000008651
ENSBTAG00000004165 ENSOARG00000004348
ENSBTAG00000004167 ENSOARG00000008310
ENSBTAG00000004168 ENSOARG00000004567
ENSBTAG00000004171 ENSOARG00000021162
ENSBTAG00000004172 ENSOARG00000012777
ENSBTAG00000004173 ENSOARG00000010487
ENSBTAG00000004175 ENSOARG00000012549
ENSBTAG00000004176 ENSOARG00000007457
ENSBTAG00000004177 ENSOARG00000007585
ENSBTAG00000004178 ENSOARG00000012053
ENSBTAG00000004179 ENSOARG00000012456
ENSBTAG00000004184 ENSOARG00000007484
ENSBTAG00000004187 ENSOARG00000012364
ENSBTAG00000004187 ENSOARG00000012404
ENSBTAG00000004188 ENSOARG00000006875
ENSBTAG00000004189 ENSOARG00000012001
ENSBTAG00000004190 ENSOARG00000017193
ENSBTAG00000004191 ENSOARG00000006920
ENSBTAG00000004192 ENSOARG00000011752
ENSBTAG00000004193 ENSOARG00000008213
ENSBTAG00000004194 ENSOARG00000005336
ENSBTAG00000004196 ENSOARG00000009972
ENSBTAG00000004197 ENSOARG00000004634
ENSBTAG00000004199 ENSOARG00000011690
ENSBTAG00000004200 ENSOARG00000016953
ENSBTAG00000004203 ENSOARG00000011538
ENSBTAG00000004204 ENSOARG00000008114
ENSBTAG00000004207 ENSOARG00000005169
ENSBTAG00000004208 ENSOARG00000008529
ENSBTAG00000004211 ENSOARG00000025177
ENSBTAG00000004212 ENSOARG00000001324
ENSBTAG00000004215 ENSOARG00000001055
ENSBTAG00000004216 ENSOARG00000016128
ENSBTAG00000004219 ENSOARG00000008625
ENSBTAG00000004221 ENSOARG00000008037
ENSBTAG00000004222 ENSOARG00000015146
ENSBTAG00000004223 ENSOARG00000015317
ENSBTAG00000004224 ENSOARG00000017261
ENSBTAG00000004225 ENSOARG00000015437
ENSBTAG00000004226 ENSOARG00000015191
ENSBTAG00000004227 ENSOARG00000009441
ENSBTAG00000004230 ENSOARG00000008593
ENSBTAG00000004230 ENSOARG00000009111
ENSBTAG00000004230 ENSOARG00000009336
ENSBTAG00000004230 ENSOARG00000019644
ENSBTAG00000004231 ENSOARG00000006518
ENSBTAG00000004237 ENSOARG00000015138
ENSBTAG00000004238 ENSOARG00000001595
ENSBTAG00000004240 ENSOARG00000012899
ENSBTAG00000004241 ENSOARG00000004085
ENSBTAG00000004242 ENSOARG00000018781
ENSBTAG00000004243 ENSOARG00000013994
ENSBTAG00000004246 ENSOARG00000008756
ENSBTAG00000004247 ENSOARG00000009430
ENSBTAG00000004248 ENSOARG00000009712
ENSBTAG00000004249 ENSOARG00000012739
ENSBTAG00000004256 ENSOARG00000015431
ENSBTAG00000004257 ENSOARG00000007045
ENSBTAG00000004258 ENSOARG00000011109
ENSBTAG00000004259 ENSOARG00000015415
ENSBTAG00000004261 ENSOARG00000016175
ENSBTAG00000004262 ENSOARG00000004411
ENSBTAG00000004263 ENSOARG00000010469
ENSBTAG00000004266 ENSOARG00000011935
ENSBTAG00000004267 ENSOARG00000007648
ENSBTAG00000004268 ENSOARG00000002387
ENSBTAG00000004269 ENSOARG00000014710
ENSBTAG00000004270 ENSOARG00000002445
ENSBTAG00000004271 ENSOARG00000002170
ENSBTAG00000004272 ENSOARG00000014451
ENSBTAG00000004273 ENSOARG00000006327
ENSBTAG00000004275 ENSOARG00000009341
ENSBTAG00000004277 ENSOARG00000007030
ENSBTAG00000004278 ENSOARG00000006484
ENSBTAG00000004279 ENSOARG00000013860
ENSBTAG00000004279 ENSOARG00000016449
ENSBTAG00000004280 ENSOARG00000000486
ENSBTAG00000004281 ENSOARG00000006624
ENSBTAG00000004282 ENSOARG00000003608
ENSBTAG00000004283 ENSOARG00000019722
ENSBTAG00000004284 ENSOARG00000017617
ENSBTAG00000004286 ENSOARG00000017745
ENSBTAG00000004287 ENSOARG00000006688
ENSBTAG00000004288 ENSOARG00000015083
ENSBTAG00000004290 ENSOARG00000003313
ENSBTAG00000004291 ENSOARG00000016123
ENSBTAG00000004292 ENSOARG00000006409
ENSBTAG00000004293 ENSOARG00000021025
ENSBTAG00000004294 ENSOARG00000002768
ENSBTAG00000004295 ENSOARG00000014386
ENSBTAG00000004296 ENSOARG00000014374
ENSBTAG00000004297 ENSOARG00000014329
ENSBTAG00000004300 ENSOARG00000002895
ENSBTAG00000004302 ENSOARG00000011254
ENSBTAG00000004303 ENSOARG00000020994
ENSBTAG00000004305 ENSOARG00000019002
ENSBTAG00000004307 ENSOARG00000009332
ENSBTAG00000004310 ENSOARG00000013536
ENSBTAG00000004313 ENSOARG00000000107
ENSBTAG00000004314 ENSOARG00000000088
ENSBTAG00000004315 ENSOARG00000017870
ENSBTAG00000004316 ENSOARG00000008465
ENSBTAG00000004318 ENSOARG00000001689
ENSBTAG00000004321 ENSOARG00000001822
ENSBTAG00000004322 ENSOARG00000001783
ENSBTAG00000004328 ENSOARG00000013318
ENSBTAG00000004329 ENSOARG00000009733
ENSBTAG00000004330 ENSOARG00000017691
ENSBTAG00000004333 ENSOARG00000008680
ENSBTAG00000004334 ENSOARG00000008827
ENSBTAG00000004337 ENSOARG00000016104
ENSBTAG00000004339 ENSOARG00000017413
ENSBTAG00000004342 ENSOARG00000015663
ENSBTAG00000004343 ENSOARG00000007385
ENSBTAG00000004344 ENSOARG00000007614
ENSBTAG00000004347 ENSOARG00000011380
ENSBTAG00000004348 ENSOARG00000016869
ENSBTAG00000004349 ENSOARG00000017368
ENSBTAG00000004351 ENSOARG00000007581
ENSBTAG00000004352 ENSOARG00000020965
ENSBTAG00000004355 ENSOARG00000010796
ENSBTAG00000004356 ENSOARG00000010929
ENSBTAG00000004358 ENSOARG00000012642
ENSBTAG00000004361 ENSOARG00000012816
ENSBTAG00000004362 ENSOARG00000012929
ENSBTAG00000004364 ENSOARG00000020762
ENSBTAG00000004367 ENSOARG00000009492
ENSBTAG00000004368 ENSOARG00000003342
ENSBTAG00000004371 ENSOARG00000009418
ENSBTAG00000004374 ENSOARG00000009402
ENSBTAG00000004376 ENSOARG00000009379
ENSBTAG00000004377 ENSOARG00000008614
ENSBTAG00000004378 ENSOARG00000009246
ENSBTAG00000004379 ENSOARG00000008652
ENSBTAG00000004380 ENSOARG00000009154
ENSBTAG00000004381 ENSOARG00000008349
ENSBTAG00000004383 ENSOARG00000016857
ENSBTAG00000004384 ENSOARG00000009050
ENSBTAG00000004387 ENSOARG00000014807
ENSBTAG00000004388 ENSOARG00000017171
ENSBTAG00000004392 ENSOARG00000015179
ENSBTAG00000004394 ENSOARG00000008189
ENSBTAG00000004399 ENSOARG00000003374
ENSBTAG00000004400 ENSOARG00000006832
ENSBTAG00000004401 ENSOARG00000002377
ENSBTAG00000004403 ENSOARG00000003676
ENSBTAG00000004405 ENSOARG00000000633
ENSBTAG00000004406 ENSOARG00000007848
ENSBTAG00000004407 ENSOARG00000008173
ENSBTAG00000004409 ENSOARG00000020219
ENSBTAG00000004411 ENSOARG00000006897
ENSBTAG00000004412 ENSOARG00000008194
ENSBTAG00000004413 ENSOARG00000017397
ENSBTAG00000004414 ENSOARG00000011732
ENSBTAG00000004415 ENSOARG00000011995
ENSBTAG00000004416 ENSOARG00000003907
ENSBTAG00000004418 ENSOARG00000009576
ENSBTAG00000004420 ENSOARG00000020226
ENSBTAG00000004421 ENSOARG00000020229
ENSBTAG00000004422 ENSOARG00000017495
ENSBTAG00000004423 ENSOARG00000007560
ENSBTAG00000004426 ENSOARG00000014034
ENSBTAG00000004427 ENSOARG00000014876
ENSBTAG00000004428 ENSOARG00000013955
ENSBTAG00000004429 ENSOARG00000012471
ENSBTAG00000004430 ENSOARG00000021145
ENSBTAG00000004432 ENSOARG00000017833
ENSBTAG00000004436 ENSOARG00000000779
ENSBTAG00000004438 ENSOARG00000009016
ENSBTAG00000004440 ENSOARG00000003299
ENSBTAG00000004442 ENSOARG00000000536
ENSBTAG00000004448 ENSOARG00000004217
ENSBTAG00000004449 ENSOARG00000006616
ENSBTAG00000004452 ENSOARG00000019086
ENSBTAG00000004457 ENSOARG00000013538
ENSBTAG00000004458 ENSOARG00000013358
ENSBTAG00000004459 ENSOARG00000018044
ENSBTAG00000004460 ENSOARG00000006013
ENSBTAG00000004461 ENSOARG00000011442
ENSBTAG00000004462 ENSOARG00000006629
ENSBTAG00000004463 ENSOARG00000011713
ENSBTAG00000004464 ENSOARG00000007236
ENSBTAG00000004468 ENSOARG00000007997
ENSBTAG00000004471 ENSOARG00000017765
ENSBTAG00000004474 ENSOARG00000017930
ENSBTAG00000004475 ENSOARG00000003962
ENSBTAG00000004476 ENSOARG00000017527
ENSBTAG00000004484 ENSOARG00000015916
ENSBTAG00000004488 ENSOARG00000018558
ENSBTAG00000004489 ENSOARG00000014771
ENSBTAG00000004490 ENSOARG00000016280
ENSBTAG00000004492 ENSOARG00000004156
ENSBTAG00000004494 ENSOARG00000005672
ENSBTAG00000004495 ENSOARG00000008857
ENSBTAG00000004497 ENSOARG00000013866
ENSBTAG00000004498 ENSOARG00000021148
ENSBTAG00000004499 ENSOARG00000006197
ENSBTAG00000004502 ENSOARG00000001882
ENSBTAG00000004503 ENSOARG00000010915
ENSBTAG00000004505 ENSOARG00000001980
ENSBTAG00000004508 ENSOARG00000003050
ENSBTAG00000004509 ENSOARG00000002069
ENSBTAG00000004510 ENSOARG00000002967
ENSBTAG00000004511 ENSOARG00000002720
ENSBTAG00000004512 ENSOARG00000015759
ENSBTAG00000004515 ENSOARG00000003401
ENSBTAG00000004517 ENSOARG00000003434
ENSBTAG00000004518 ENSOARG00000018325
ENSBTAG00000004519 ENSOARG00000002453
ENSBTAG00000004519 ENSOARG00000020785
ENSBTAG00000004521 ENSOARG00000014013
ENSBTAG00000004524 ENSOARG00000013933
ENSBTAG00000004531 ENSOARG00000009285
ENSBTAG00000004531 ENSOARG00000020154
ENSBTAG00000004532 ENSOARG00000019829
ENSBTAG00000004539 ENSOARG00000010524
ENSBTAG00000004540 ENSOARG00000004084
ENSBTAG00000004541 ENSOARG00000020359
ENSBTAG00000004542 ENSOARG00000006925
ENSBTAG00000004544 ENSOARG00000013417
ENSBTAG00000004547 ENSOARG00000021012
ENSBTAG00000004549 ENSOARG00000018215
ENSBTAG00000004551 ENSOARG00000020145
ENSBTAG00000004552 ENSOARG00000003126
ENSBTAG00000004553 ENSOARG00000000875
ENSBTAG00000004554 ENSOARG00000009809
ENSBTAG00000004555 ENSOARG00000003592
ENSBTAG00000004556 ENSOARG00000002234
ENSBTAG00000004557 ENSOARG00000003872
ENSBTAG00000004558 ENSOARG00000021041
ENSBTAG00000004560 ENSOARG00000011222
ENSBTAG00000004561 ENSOARG00000016191
ENSBTAG00000004562 ENSOARG00000011236
ENSBTAG00000004564 ENSOARG00000003701
ENSBTAG00000004565 ENSOARG00000019479
ENSBTAG00000004568 ENSOARG00000013587
ENSBTAG00000004569 ENSOARG00000014767
ENSBTAG00000004570 ENSOARG00000012029
ENSBTAG00000004571 ENSOARG00000006319
ENSBTAG00000004574 ENSOARG00000018205
ENSBTAG00000004575 ENSOARG00000012192
ENSBTAG00000004578 ENSOARG00000010439
ENSBTAG00000004580 ENSOARG00000013081
ENSBTAG00000004581 ENSOARG00000012878
ENSBTAG00000004583 ENSOARG00000012993
ENSBTAG00000004585 ENSOARG00000020435
ENSBTAG00000004586 ENSOARG00000015803
ENSBTAG00000004587 ENSOARG00000015628
ENSBTAG00000004588 ENSOARG00000008947
ENSBTAG00000004591 ENSOARG00000017654
ENSBTAG00000004592 ENSOARG00000013981
ENSBTAG00000004593 ENSOARG00000004269
ENSBTAG00000004594 ENSOARG00000006119
ENSBTAG00000004595 ENSOARG00000000173
ENSBTAG00000004596 ENSOARG00000000150
ENSBTAG00000004596 ENSOARG00000000864
ENSBTAG00000004596 ENSOARG00000002336
ENSBTAG00000004597 ENSOARG00000011481
ENSBTAG00000004598 ENSOARG00000013292
ENSBTAG00000004599 ENSOARG00000019233
ENSBTAG00000004600 ENSOARG00000011398
ENSBTAG00000004601 ENSOARG00000019221
ENSBTAG00000004602 ENSOARG00000014667
ENSBTAG00000004603 ENSOARG00000020832
ENSBTAG00000004607 ENSOARG00000000845
ENSBTAG00000004611 ENSOARG00000014526
ENSBTAG00000004612 ENSOARG00000008134
ENSBTAG00000004613 ENSOARG00000003933
ENSBTAG00000004617 ENSOARG00000012762
ENSBTAG00000004622 ENSOARG00000018635
ENSBTAG00000004625 ENSOARG00000007168
ENSBTAG00000004629 ENSOARG00000015862
ENSBTAG00000004630 ENSOARG00000010946
ENSBTAG00000004631 ENSOARG00000021113
ENSBTAG00000004632 ENSOARG00000017643
ENSBTAG00000004633 ENSOARG00000005025
ENSBTAG00000004635 ENSOARG00000000363
ENSBTAG00000004636 ENSOARG00000007580
ENSBTAG00000004637 ENSOARG00000012540
ENSBTAG00000004639 ENSOARG00000003726
ENSBTAG00000004640 ENSOARG00000001193
ENSBTAG00000004641 ENSOARG00000007640
ENSBTAG00000004643 ENSOARG00000000995
ENSBTAG00000004645 ENSOARG00000002422
ENSBTAG00000004645 ENSOARG00000014330
ENSBTAG00000004647 ENSOARG00000012510
ENSBTAG00000004650 ENSOARG00000004510
ENSBTAG00000004652 ENSOARG00000007549
ENSBTAG00000004653 ENSOARG00000005305
ENSBTAG00000004654 ENSOARG00000017945
ENSBTAG00000004657 ENSOARG00000014603
ENSBTAG00000004658 ENSOARG00000013980
ENSBTAG00000004659 ENSOARG00000015462
ENSBTAG00000004660 ENSOARG00000018754
ENSBTAG00000004662 ENSOARG00000015223
ENSBTAG00000004664 ENSOARG00000010498
ENSBTAG00000004672 ENSOARG00000013286
ENSBTAG00000004674 ENSOARG00000007271
ENSBTAG00000004675 ENSOARG00000015321
ENSBTAG00000004676 ENSOARG00000005390
ENSBTAG00000004679 ENSOARG00000002035
ENSBTAG00000004680 ENSOARG00000001026
ENSBTAG00000004685 ENSOARG00000007281
ENSBTAG00000004688 ENSOARG00000007493
ENSBTAG00000004693 ENSOARG00000001707
ENSBTAG00000004694 ENSOARG00000019665
ENSBTAG00000004695 ENSOARG00000011564
ENSBTAG00000004705 ENSOARG00000020105
ENSBTAG00000004706 ENSOARG00000012096
ENSBTAG00000004709 ENSOARG00000001653
ENSBTAG00000004710 ENSOARG00000003338
ENSBTAG00000004712 ENSOARG00000004827
ENSBTAG00000004714 ENSOARG00000002325
ENSBTAG00000004715 ENSOARG00000019981
ENSBTAG00000004716 ENSOARG00000002291
ENSBTAG00000004718 ENSOARG00000019691
ENSBTAG00000004720 ENSOARG00000003329
ENSBTAG00000004721 ENSOARG00000020810
ENSBTAG00000004722 ENSOARG00000007841
ENSBTAG00000004723 ENSOARG00000014649
ENSBTAG00000004725 ENSOARG00000000976
ENSBTAG00000004727 ENSOARG00000000676
ENSBTAG00000004729 ENSOARG00000000736
ENSBTAG00000004732 ENSOARG00000021154
ENSBTAG00000004735 ENSOARG00000004067
ENSBTAG00000004736 ENSOARG00000010626
ENSBTAG00000004738 ENSOARG00000015290
ENSBTAG00000004739 ENSOARG00000018252
ENSBTAG00000004741 ENSOARG00000013146
ENSBTAG00000004742 ENSOARG00000013599
ENSBTAG00000004745 ENSOARG00000013690
ENSBTAG00000004746 ENSOARG00000015884
ENSBTAG00000004749 ENSOARG00000001955
ENSBTAG00000004750 ENSOARG00000018351
ENSBTAG00000004751 ENSOARG00000006703
ENSBTAG00000004753 ENSOARG00000004033
ENSBTAG00000004754 ENSOARG00000009979
ENSBTAG00000004755 ENSOARG00000006746
ENSBTAG00000004757 ENSOARG00000006826
ENSBTAG00000004760 ENSOARG00000003684
ENSBTAG00000004761 ENSOARG00000012986
ENSBTAG00000004765 ENSOARG00000007517
ENSBTAG00000004766 ENSOARG00000005417
ENSBTAG00000004767 ENSOARG00000007814
ENSBTAG00000004768 ENSOARG00000001590
ENSBTAG00000004769 ENSOARG00000015237
ENSBTAG00000004770 ENSOARG00000014087
ENSBTAG00000004772 ENSOARG00000021072
ENSBTAG00000004775 ENSOARG00000006222
ENSBTAG00000004776 ENSOARG00000007833
ENSBTAG00000004777 ENSOARG00000013432
ENSBTAG00000004778 ENSOARG00000007899
ENSBTAG00000004780 ENSOARG00000020643
ENSBTAG00000004781 ENSOARG00000017461
ENSBTAG00000004782 ENSOARG00000011983
ENSBTAG00000004783 ENSOARG00000012083
ENSBTAG00000004785 ENSOARG00000012179
ENSBTAG00000004786 ENSOARG00000012348
ENSBTAG00000004787 ENSOARG00000015857
ENSBTAG00000004788 ENSOARG00000019051
ENSBTAG00000004789 ENSOARG00000018573
ENSBTAG00000004790 ENSOARG00000018545
ENSBTAG00000004791 ENSOARG00000014325
ENSBTAG00000004792 ENSOARG00000014801
ENSBTAG00000004793 ENSOARG00000011393
ENSBTAG00000004795 ENSOARG00000013444
ENSBTAG00000004797 ENSOARG00000013130
ENSBTAG00000004799 ENSOARG00000013208
ENSBTAG00000004801 ENSOARG00000008275
ENSBTAG00000004802 ENSOARG00000007893
ENSBTAG00000004803 ENSOARG00000008149
ENSBTAG00000004804 ENSOARG00000007937
ENSBTAG00000004805 ENSOARG00000016143
ENSBTAG00000004806 ENSOARG00000016405
ENSBTAG00000004813 ENSOARG00000006568
ENSBTAG00000004814 ENSOARG00000013552
ENSBTAG00000004815 ENSOARG00000007389
ENSBTAG00000004820 ENSOARG00000014692
ENSBTAG00000004821 ENSOARG00000014167
ENSBTAG00000004822 ENSOARG00000014774
ENSBTAG00000004823 ENSOARG00000020642
ENSBTAG00000004824 ENSOARG00000020650
ENSBTAG00000004826 ENSOARG00000018673
ENSBTAG00000004829 ENSOARG00000003628
ENSBTAG00000004830 ENSOARG00000002163
ENSBTAG00000004832 ENSOARG00000020036
ENSBTAG00000004833 ENSOARG00000017996
ENSBTAG00000004834 ENSOARG00000015288
ENSBTAG00000004835 ENSOARG00000017472
ENSBTAG00000004836 ENSOARG00000000776
ENSBTAG00000004838 ENSOARG00000011056
ENSBTAG00000004840 ENSOARG00000004658
ENSBTAG00000004842 ENSOARG00000018931
ENSBTAG00000004848 ENSOARG00000013298
ENSBTAG00000004849 ENSOARG00000020238
ENSBTAG00000004850 ENSOARG00000008615
ENSBTAG00000004851 ENSOARG00000018288
ENSBTAG00000004852 ENSOARG00000020769
ENSBTAG00000004854 ENSOARG00000021029
ENSBTAG00000004855 ENSOARG00000011789
ENSBTAG00000004856 ENSOARG00000001974
ENSBTAG00000004860 ENSOARG00000017050
ENSBTAG00000004861 ENSOARG00000015265
ENSBTAG00000004862 ENSOARG00000015152
ENSBTAG00000004863 ENSOARG00000015030
ENSBTAG00000004864 ENSOARG00000004306
ENSBTAG00000004869 ENSOARG00000015844
ENSBTAG00000004870 ENSOARG00000003115
ENSBTAG00000004871 ENSOARG00000000891
ENSBTAG00000004872 ENSOARG00000003529
ENSBTAG00000004873 ENSOARG00000003648
ENSBTAG00000004874 ENSOARG00000003838
ENSBTAG00000004875 ENSOARG00000001791
ENSBTAG00000004876 ENSOARG00000020039
ENSBTAG00000004877 ENSOARG00000011570
ENSBTAG00000004878 ENSOARG00000011510
ENSBTAG00000004879 ENSOARG00000016065
ENSBTAG00000004881 ENSOARG00000012350
ENSBTAG00000004881 ENSOARG00000016157
ENSBTAG00000004884 ENSOARG00000012369
ENSBTAG00000004885 ENSOARG00000010852
ENSBTAG00000004886 ENSOARG00000017393
ENSBTAG00000004887 ENSOARG00000012523
ENSBTAG00000004888 ENSOARG00000017345
ENSBTAG00000004891 ENSOARG00000015395
ENSBTAG00000004893 ENSOARG00000012922
ENSBTAG00000004894 ENSOARG00000001288
ENSBTAG00000004894 ENSOARG00000001589
ENSBTAG00000004894 ENSOARG00000001645
ENSBTAG00000004895 ENSOARG00000014762
ENSBTAG00000004896 ENSOARG00000005014
ENSBTAG00000004899 ENSOARG00000015139
ENSBTAG00000004901 ENSOARG00000004372
ENSBTAG00000004902 ENSOARG00000006512
ENSBTAG00000004903 ENSOARG00000016992
ENSBTAG00000004906 ENSOARG00000006180
ENSBTAG00000004907 ENSOARG00000006095
ENSBTAG00000004908 ENSOARG00000005916
ENSBTAG00000004910 ENSOARG00000005726
ENSBTAG00000004911 ENSOARG00000011588
ENSBTAG00000004912 ENSOARG00000013568
ENSBTAG00000004913 ENSOARG00000005601
ENSBTAG00000004916 ENSOARG00000011406
ENSBTAG00000004917 ENSOARG00000021000
ENSBTAG00000004920 ENSOARG00000004138
ENSBTAG00000004921 ENSOARG00000016978
ENSBTAG00000004922 ENSOARG00000006265
ENSBTAG00000004924 ENSOARG00000020184
ENSBTAG00000004925 ENSOARG00000000192
ENSBTAG00000004926 ENSOARG00000020599
ENSBTAG00000004929 ENSOARG00000008911
ENSBTAG00000004929 ENSOARG00000009848
ENSBTAG00000004930 ENSOARG00000020603
ENSBTAG00000004931 ENSOARG00000020607
ENSBTAG00000004933 ENSOARG00000020613
ENSBTAG00000004934 ENSOARG00000020619
ENSBTAG00000004936 ENSOARG00000010232
ENSBTAG00000004937 ENSOARG00000005237
ENSBTAG00000004939 ENSOARG00000005402
ENSBTAG00000004940 ENSOARG00000005276
ENSBTAG00000004941 ENSOARG00000016100
ENSBTAG00000004942 ENSOARG00000014520
ENSBTAG00000004943 ENSOARG00000014176
ENSBTAG00000004944 ENSOARG00000015584
ENSBTAG00000004945 ENSOARG00000013909
ENSBTAG00000004948 ENSOARG00000019413
ENSBTAG00000004949 ENSOARG00000015064
ENSBTAG00000004950 ENSOARG00000019721
ENSBTAG00000004951 ENSOARG00000015122
ENSBTAG00000004952 ENSOARG00000004049
ENSBTAG00000004953 ENSOARG00000004182
ENSBTAG00000004954 ENSOARG00000015885
ENSBTAG00000004955 ENSOARG00000000252
ENSBTAG00000004956 ENSOARG00000002461
ENSBTAG00000004958 ENSOARG00000007536
ENSBTAG00000004961 ENSOARG00000010931
ENSBTAG00000004962 ENSOARG00000015244
ENSBTAG00000004964 ENSOARG00000015934
ENSBTAG00000004965 ENSOARG00000002575
ENSBTAG00000004965 ENSOARG00000003060
ENSBTAG00000004969 ENSOARG00000012831
ENSBTAG00000004970 ENSOARG00000012808
ENSBTAG00000004971 ENSOARG00000019513
ENSBTAG00000004974 ENSOARG00000019551
ENSBTAG00000004975 ENSOARG00000019556
ENSBTAG00000004976 ENSOARG00000011766
ENSBTAG00000004977 ENSOARG00000019572
ENSBTAG00000004979 ENSOARG00000007329
ENSBTAG00000004982 ENSOARG00000006871
ENSBTAG00000004987 ENSOARG00000001813
ENSBTAG00000004988 ENSOARG00000008342
ENSBTAG00000004989 ENSOARG00000003908
ENSBTAG00000004990 ENSOARG00000018989
ENSBTAG00000004991 ENSOARG00000007124
ENSBTAG00000004992 ENSOARG00000004026
ENSBTAG00000004995 ENSOARG00000004843
ENSBTAG00000004996 ENSOARG00000007093
ENSBTAG00000004997 ENSOARG00000007076
ENSBTAG00000004999 ENSOARG00000019391
ENSBTAG00000005002 ENSOARG00000007127
ENSBTAG00000005003 ENSOARG00000001190
ENSBTAG00000005004 ENSOARG00000001218
ENSBTAG00000005005 ENSOARG00000010683
ENSBTAG00000005008 ENSOARG00000010371
ENSBTAG00000005009 ENSOARG00000004188
ENSBTAG00000005009 ENSOARG00000006021
ENSBTAG00000005010 ENSOARG00000004235
ENSBTAG00000005012 ENSOARG00000011756
ENSBTAG00000005015 ENSOARG00000016225
ENSBTAG00000005016 ENSOARG00000017119
ENSBTAG00000005017 ENSOARG00000007946
ENSBTAG00000005018 ENSOARG00000018955
ENSBTAG00000005019 ENSOARG00000007381
ENSBTAG00000005021 ENSOARG00000014361
ENSBTAG00000005025 ENSOARG00000009635
ENSBTAG00000005026 ENSOARG00000012148
ENSBTAG00000005027 ENSOARG00000015135
