gene_ID_bta	gene_ID_oar	homology_type
ENSBTAG00000000102	ENSOARG00000016114	ortholog_one2one
ENSBTAG00000034091	ENSOARG00000008504	ortholog_one2one
ENSBTAG00000008401	ENSOARG00000013082	ortholog_one2one
ENSBTAG00000052606	ENSOARG00000000896	ortholog_one2many
ENSBTAG00000017527	ENSOARG00000011149	ortholog_one2one
ENSBTAG00000045717	ENSOARG00000004481	ortholog_one2one
ENSBTAG00000000731	ENSOARG00000003275	ortholog_one2one
ENSBTAG00000036183	ENSOARG00000005170	ortholog_one2one
ENSBTAG00000053896	ENSOARG00000001251	ortholog_one2one
ENSBTAG00000049342	ENSOARG00000018380	ortholog_one2many
ENSBTAG00000002978	ENSOARG00000019073	ortholog_one2one
ENSBTAG00000001842	ENSOARG00000019319	ortholog_one2one
ENSBTAG00000018897	ENSOARG00000010476	ortholog_one2one
ENSBTAG00000005626	ENSOARG00000018394	ortholog_one2one
ENSBTAG00000016761	ENSOARG00000001070	ortholog_one2one
ENSBTAG00000000084	ENSOARG00000008516	ortholog_one2one
ENSBTAG00000038502	ENSOARG00000001971	ortholog_many2many
ENSBTAG00000038502	ENSOARG00000001984	ortholog_many2many
ENSBTAG00000038502	ENSOARG00000002853	ortholog_many2many
ENSBTAG00000038502	ENSOARG00000002532	ortholog_many2many
ENSBTAG00000038502	ENSOARG00000001657	ortholog_many2many
ENSBTAG00000012827	ENSOARG00000014404	ortholog_one2one
ENSBTAG00000054485	ENSOARG00000021459	ortholog_one2many
ENSBTAG00000020262	ENSOARG00000003753	ortholog_one2one
ENSBTAG00000009943	ENSOARG00000009100	ortholog_one2one
ENSBTAG00000017029	ENSOARG00000001661	ortholog_one2one
ENSBTAG00000005120	ENSOARG00000011771	ortholog_one2one
ENSBTAG00000007572	ENSOARG00000003506	ortholog_one2many
ENSBTAG00000039820	ENSOARG00000001028	ortholog_one2one
ENSBTAG00000049673	ENSOARG00000022009	ortholog_one2one
ENSBTAG00000019950	ENSOARG00000005242	ortholog_one2many
ENSBTAG00000012059	ENSOARG00000013010	ortholog_one2one
ENSBTAG00000010980	ENSOARG00000008635	ortholog_one2one
ENSBTAG00000020136	ENSOARG00000002735	ortholog_one2one
ENSBTAG00000025183	ENSOARG00000003280	ortholog_one2many
ENSBTAG00000039255	ENSOARG00000001063	ortholog_one2one
ENSBTAG00000047649	ENSOARG00000007832	ortholog_one2many
ENSBTAG00000045645	ENSOARG00000003515	ortholog_one2one
ENSBTAG00000046409	ENSOARG00000004489	ortholog_one2one
ENSBTAG00000009938	ENSOARG00000009179	ortholog_one2one
ENSBTAG00000013499	ENSOARG00000015439	ortholog_one2one
ENSBTAG00000016109	ENSOARG00000008965	ortholog_one2one
ENSBTAG00000003559	ENSOARG00000006393	ortholog_one2one
ENSBTAG00000004295	ENSOARG00000014386	ortholog_one2one
ENSBTAG00000019951	ENSOARG00000005248	ortholog_one2one
ENSBTAG00000003547	ENSOARG00000001022	ortholog_one2one
ENSBTAG00000021901	ENSOARG00000011962	ortholog_one2one
ENSBTAG00000053683	ENSOARG00000024783	ortholog_one2many
ENSBTAG00000007296	ENSOARG00000003323	ortholog_one2one
ENSBTAG00000017528	ENSOARG00000013069	ortholog_one2one
ENSBTAG00000002279	ENSOARG00000003331	ortholog_one2one
ENSBTAG00000021504	ENSOARG00000012557	ortholog_one2one
ENSBTAG00000011657	ENSOARG00000014756	ortholog_many2many
ENSBTAG00000011657	ENSOARG00000015810	ortholog_many2many
ENSBTAG00000005400	ENSOARG00000011199	ortholog_one2one
ENSBTAG00000008747	ENSOARG00000017409	ortholog_many2many
ENSBTAG00000008747	ENSOARG00000005423	ortholog_many2many
ENSBTAG00000012476	ENSOARG00000004528	ortholog_one2one
ENSBTAG00000020943	ENSOARG00000013112	ortholog_one2one
ENSBTAG00000005251	ENSOARG00000019033	ortholog_one2one
ENSBTAG00000028923	ENSOARG00000023950	ortholog_one2one
ENSBTAG00000003449	ENSOARG00000003620	ortholog_one2one
ENSBTAG00000008585	ENSOARG00000005650	ortholog_one2one
ENSBTAG00000017765	ENSOARG00000019297	ortholog_one2one
ENSBTAG00000010578	ENSOARG00000005306	ortholog_one2one
ENSBTAG00000018479	ENSOARG00000007069	ortholog_one2one
ENSBTAG00000037465	ENSOARG00000019099	ortholog_one2one
ENSBTAG00000019331	ENSOARG00000003483	ortholog_one2one
ENSBTAG00000002879	ENSOARG00000012785	ortholog_one2one
ENSBTAG00000030114	ENSOARG00000024955	ortholog_one2one
ENSBTAG00000039346	ENSOARG00000020778	ortholog_one2one
ENSBTAG00000006877	ENSOARG00000011340	ortholog_one2one
ENSBTAG00000018482	ENSOARG00000007111	ortholog_one2many
ENSBTAG00000018482	ENSOARG00000004387	ortholog_one2many
ENSBTAG00000029857	ENSOARG00000024033	ortholog_one2one
ENSBTAG00000050484	ENSOARG00000004740	ortholog_one2many
ENSBTAG00000004979	ENSOARG00000007329	ortholog_one2one
ENSBTAG00000006561	ENSOARG00000000269	ortholog_one2one
ENSBTAG00000019863	ENSOARG00000005995	ortholog_one2one
ENSBTAG00000016506	ENSOARG00000012855	ortholog_one2one
ENSBTAG00000020892	ENSOARG00000012860	ortholog_one2one
ENSBTAG00000002267	ENSOARG00000003478	ortholog_one2one
ENSBTAG00000043976	ENSOARG00000005405	ortholog_one2one
ENSBTAG00000049828	ENSOARG00000004740	ortholog_one2many
ENSBTAG00000014551	ENSOARG00000016662	ortholog_one2one
ENSBTAG00000003183	ENSOARG00000011846	ortholog_one2one
ENSBTAG00000049014	ENSOARG00000001296	ortholog_one2one
ENSBTAG00000021211	ENSOARG00000009230	ortholog_one2one
ENSBTAG00000005326	ENSOARG00000005440	ortholog_one2one
ENSBTAG00000026886	ENSOARG00000006466	ortholog_one2one
ENSBTAG00000004296	ENSOARG00000014374	ortholog_one2one
ENSBTAG00000042587	ENSOARG00000023825	ortholog_one2one
ENSBTAG00000053257	ENSOARG00000020957	ortholog_one2many
ENSBTAG00000004111	ENSOARG00000017544	ortholog_one2one
ENSBTAG00000011244	ENSOARG00000001642	ortholog_one2one
ENSBTAG00000020942	ENSOARG00000013194	ortholog_one2one
ENSBTAG00000047139	ENSOARG00000005602	ortholog_one2one
ENSBTAG00000011893	ENSOARG00000003542	ortholog_one2one
ENSBTAG00000009387	ENSOARG00000005748	ortholog_one2one
ENSBTAG00000051910	ENSOARG00000008545	ortholog_one2one
ENSBTAG00000005724	ENSOARG00000000934	ortholog_one2one
ENSBTAG00000014262	ENSOARG00000008855	ortholog_one2one
ENSBTAG00000009798	ENSOARG00000007485	ortholog_one2one
ENSBTAG00000018483	ENSOARG00000007122	ortholog_one2one
ENSBTAG00000020070	ENSOARG00000003559	ortholog_one2one
ENSBTAG00000008883	ENSOARG00000010645	ortholog_one2one
ENSBTAG00000051162	ENSOARG00000022501	ortholog_one2one
ENSBTAG00000001573	ENSOARG00000004601	ortholog_one2one
ENSBTAG00000005212	ENSOARG00000002245	ortholog_one2one
ENSBTAG00000054063	ENSOARG00000007267	ortholog_one2many
ENSBTAG00000016943	ENSOARG00000015482	ortholog_one2one
ENSBTAG00000017882	ENSOARG00000012006	ortholog_one2one
ENSBTAG00000049125	ENSOARG00000001306	ortholog_one2one
ENSBTAG00000038195	ENSOARG00000007138	ortholog_one2one
ENSBTAG00000053604	ENSOARG00000023821	ortholog_one2many
ENSBTAG00000015080	ENSOARG00000015843	ortholog_one2one
ENSBTAG00000011243	ENSOARG00000001561	ortholog_one2one
ENSBTAG00000044329	ENSOARG00000023483	ortholog_one2one
ENSBTAG00000020944	ENSOARG00000013343	ortholog_one2one
ENSBTAG00000035915	ENSOARG00000014872	ortholog_one2one
ENSBTAG00000009180	ENSOARG00000007796	ortholog_one2one
ENSBTAG00000011757	ENSOARG00000000358	ortholog_one2one
ENSBTAG00000005525	ENSOARG00000014299	ortholog_one2one
ENSBTAG00000004108	ENSOARG00000017637	ortholog_one2one
ENSBTAG00000000816	ENSOARG00000011272	ortholog_one2one
ENSBTAG00000016271	ENSOARG00000011853	ortholog_one2one
ENSBTAG00000011939	ENSOARG00000001309	ortholog_one2one
ENSBTAG00000004519	ENSOARG00000020785	ortholog_many2many
ENSBTAG00000004519	ENSOARG00000002453	ortholog_many2many
ENSBTAG00000021820	ENSOARG00000005744	ortholog_one2one
ENSBTAG00000020402	ENSOARG00000006675	ortholog_one2one
ENSBTAG00000033187	ENSOARG00000018513	ortholog_one2many
ENSBTAG00000004767	ENSOARG00000007814	ortholog_one2one
ENSBTAG00000006078	ENSOARG00000012768	ortholog_one2one
ENSBTAG00000054802	ENSOARG00000024671	ortholog_one2one
ENSBTAG00000016274	ENSOARG00000011952	ortholog_one2one
ENSBTAG00000055123	ENSOARG00000007200	ortholog_one2one
ENSBTAG00000054874	ENSOARG00000009392	ortholog_one2many
ENSBTAG00000008755	ENSOARG00000007220	ortholog_one2one
ENSBTAG00000048405	ENSOARG00000024615	ortholog_one2many
ENSBTAG00000002688	ENSOARG00000009371	ortholog_one2one
ENSBTAG00000004484	ENSOARG00000015916	ortholog_one2one
ENSBTAG00000004632	ENSOARG00000017643	ortholog_one2one
ENSBTAG00000011242	ENSOARG00000001528	ortholog_one2one
ENSBTAG00000012805	ENSOARG00000008934	ortholog_one2one
ENSBTAG00000018152	ENSOARG00000000862	ortholog_one2one
ENSBTAG00000015419	ENSOARG00000005541	ortholog_one2one
ENSBTAG00000032962	ENSOARG00000003607	ortholog_one2one
ENSBTAG00000012109	ENSOARG00000015902	ortholog_one2one
ENSBTAG00000017040	ENSOARG00000001470	ortholog_one2one
ENSBTAG00000012692	ENSOARG00000019285	ortholog_one2one
ENSBTAG00000016367	ENSOARG00000014228	ortholog_one2one
ENSBTAG00000039993	ENSOARG00000007252	ortholog_one2many
ENSBTAG00000006804	ENSOARG00000013028	ortholog_one2one
ENSBTAG00000016275	ENSOARG00000012060	ortholog_one2one
ENSBTAG00000013550	ENSOARG00000000873	ortholog_one2one
ENSBTAG00000004596	ENSOARG00000000150	ortholog_many2many
ENSBTAG00000004596	ENSOARG00000000864	ortholog_many2many
ENSBTAG00000004596	ENSOARG00000002336	ortholog_many2many
ENSBTAG00000036257	ENSOARG00000011899	ortholog_one2many
ENSBTAG00000024406	ENSOARG00000008972	ortholog_one2one
ENSBTAG00000044503	ENSOARG00000024717	ortholog_one2one
ENSBTAG00000042126	ENSOARG00000024874	ortholog_one2one
ENSBTAG00000037673	ENSOARG00000019281	ortholog_one2one
ENSBTAG00000052045	ENSOARG00000007149	ortholog_one2one
ENSBTAG00000018742	ENSOARG00000007337	ortholog_one2one
ENSBTAG00000051390	ENSOARG00000011475	ortholog_one2one
ENSBTAG00000045934	ENSOARG00000019378	ortholog_one2one
ENSBTAG00000048166	ENSOARG00000007165	ortholog_one2many
ENSBTAG00000018426	ENSOARG00000014134	ortholog_one2one
ENSBTAG00000009915	ENSOARG00000004540	ortholog_one2one
ENSBTAG00000038242	ENSOARG00000021865	ortholog_one2one
ENSBTAG00000020144	ENSOARG00000019345	ortholog_one2one
ENSBTAG00000020994	ENSOARG00000010756	ortholog_one2one
ENSBTAG00000014523	ENSOARG00000003312	ortholog_one2one
ENSBTAG00000013952	ENSOARG00000000579	ortholog_one2one
ENSBTAG00000011241	ENSOARG00000009879	ortholog_one2one
ENSBTAG00000012363	ENSOARG00000020785	ortholog_many2many
ENSBTAG00000012363	ENSOARG00000002453	ortholog_many2many
ENSBTAG00000046407	ENSOARG00000002662	ortholog_one2one
ENSBTAG00000049495	ENSOARG00000011892	ortholog_one2many
ENSBTAG00000011885	ENSOARG00000008573	ortholog_one2one
ENSBTAG00000048742	ENSOARG00000007165	ortholog_one2many
ENSBTAG00000009835	ENSOARG00000003773	ortholog_one2many
ENSBTAG00000009835	ENSOARG00000003739	ortholog_one2many
ENSBTAG00000019890	ENSOARG00000015583	ortholog_one2one
ENSBTAG00000053558	ENSOARG00000017695	ortholog_one2one
ENSBTAG00000016281	ENSOARG00000011331	ortholog_one2one
ENSBTAG00000001888	ENSOARG00000005789	ortholog_one2one
ENSBTAG00000000638	ENSOARG00000013512	ortholog_one2one
ENSBTAG00000004595	ENSOARG00000000173	ortholog_one2many
ENSBTAG00000005209	ENSOARG00000020572	ortholog_one2many
ENSBTAG00000012943	ENSOARG00000005658	ortholog_one2one
ENSBTAG00000035907	ENSOARG00000002433	ortholog_one2one
ENSBTAG00000045578	ENSOARG00000009122	ortholog_one2one
ENSBTAG00000021818	ENSOARG00000005944	ortholog_one2one
ENSBTAG00000006026	ENSOARG00000009921	ortholog_one2one
ENSBTAG00000025304	ENSOARG00000008080	ortholog_one2one
ENSBTAG00000011940	ENSOARG00000016025	ortholog_one2one
ENSBTAG00000018607	ENSOARG00000012044	ortholog_one2one
ENSBTAG00000004147	ENSOARG00000012605	ortholog_one2one
ENSBTAG00000020992	ENSOARG00000010933	ortholog_one2one
ENSBTAG00000019755	ENSOARG00000004708	ortholog_one2one
ENSBTAG00000005671	ENSOARG00000007189	ortholog_one2one
ENSBTAG00000007506	ENSOARG00000000883	ortholog_one2one
ENSBTAG00000022837	ENSOARG00000011899	ortholog_one2many
ENSBTAG00000039916	ENSOARG00000003654	ortholog_one2one
ENSBTAG00000048143	ENSOARG00000000328	ortholog_one2one
ENSBTAG00000010178	ENSOARG00000013755	ortholog_one2one
ENSBTAG00000024019	ENSOARG00000006776	ortholog_one2one
ENSBTAG00000054126	ENSOARG00000000150	ortholog_many2many
ENSBTAG00000054126	ENSOARG00000000864	ortholog_many2many
ENSBTAG00000054126	ENSOARG00000002336	ortholog_many2many
ENSBTAG00000003033	ENSOARG00000007786	ortholog_one2one
ENSBTAG00000046707	ENSOARG00000000364	ortholog_one2one
ENSBTAG00000002689	ENSOARG00000009486	ortholog_one2one
ENSBTAG00000000639	ENSOARG00000013556	ortholog_one2one
ENSBTAG00000006716	ENSOARG00000014116	ortholog_one2one
ENSBTAG00000023144	ENSOARG00000015718	ortholog_one2one
ENSBTAG00000012648	ENSOARG00000001496	ortholog_one2many
ENSBTAG00000025266	ENSOARG00000019107	ortholog_one2one
ENSBTAG00000013018	ENSOARG00000019266	ortholog_one2one
ENSBTAG00000036304	ENSOARG00000011632	ortholog_one2one
ENSBTAG00000024960	ENSOARG00000007252	ortholog_one2many
ENSBTAG00000016276	ENSOARG00000012169	ortholog_one2one
ENSBTAG00000029811	ENSOARG00000022546	ortholog_one2one
ENSBTAG00000034854	ENSOARG00000014313	ortholog_one2one
ENSBTAG00000036028	ENSOARG00000000371	ortholog_one2many
ENSBTAG00000014375	ENSOARG00000015940	ortholog_one2one
ENSBTAG00000021050	ENSOARG00000020799	ortholog_one2one
ENSBTAG00000007746	ENSOARG00000009234	ortholog_one2one
ENSBTAG00000046047	ENSOARG00000011899	ortholog_one2many
ENSBTAG00000050635	ENSOARG00000024173	ortholog_one2many
ENSBTAG00000050635	ENSOARG00000024546	ortholog_one2many
ENSBTAG00000006852	ENSOARG00000003600	ortholog_one2one
ENSBTAG00000054937	ENSOARG00000007204	ortholog_one2one
ENSBTAG00000012945	ENSOARG00000005923	ortholog_one2one
ENSBTAG00000021657	ENSOARG00000000955	ortholog_one2one
ENSBTAG00000038637	ENSOARG00000007218	ortholog_one2one
ENSBTAG00000004568	ENSOARG00000013587	ortholog_one2one
ENSBTAG00000046972	ENSOARG00000000453	ortholog_one2many
ENSBTAG00000046972	ENSOARG00000001987	ortholog_one2many
ENSBTAG00000043006	ENSOARG00000021201	ortholog_one2one
ENSBTAG00000046563	ENSOARG00000003610	ortholog_one2one
ENSBTAG00000042750	ENSOARG00000022188	ortholog_one2one
ENSBTAG00000039208	ENSOARG00000016080	ortholog_one2many
ENSBTAG00000052489	ENSOARG00000019109	ortholog_one2many
ENSBTAG00000053623	ENSOARG00000019109	ortholog_one2many
ENSBTAG00000006861	ENSOARG00000003590	ortholog_one2one
ENSBTAG00000027843	ENSOARG00000000378	ortholog_one2many
ENSBTAG00000014804	ENSOARG00000002402	ortholog_one2one
ENSBTAG00000018182	ENSOARG00000007235	ortholog_one2one
ENSBTAG00000027651	ENSOARG00000007248	ortholog_one2one
ENSBTAG00000051378	ENSOARG00000000421	ortholog_one2one
ENSBTAG00000019184	ENSOARG00000013640	ortholog_one2one
ENSBTAG00000040291	ENSOARG00000012190	ortholog_one2one
ENSBTAG00000018785	ENSOARG00000016089	ortholog_one2one
ENSBTAG00000003582	ENSOARG00000007265	ortholog_one2one
ENSBTAG00000048397	ENSOARG00000020804	ortholog_one2one
ENSBTAG00000038263	ENSOARG00000007267	ortholog_one2many
ENSBTAG00000048911	ENSOARG00000024116	ortholog_many2many
ENSBTAG00000048911	ENSOARG00000024939	ortholog_many2many
ENSBTAG00000048911	ENSOARG00000024605	ortholog_many2many
ENSBTAG00000048911	ENSOARG00000022764	ortholog_many2many
ENSBTAG00000010353	ENSOARG00000009056	ortholog_one2one
ENSBTAG00000011680	ENSOARG00000000412	ortholog_one2one
ENSBTAG00000049692	ENSOARG00000023946	ortholog_one2one
ENSBTAG00000018610	ENSOARG00000015757	ortholog_one2one
ENSBTAG00000025314	ENSOARG00000008309	ortholog_one2one
ENSBTAG00000029993	ENSOARG00000021991	ortholog_one2one
ENSBTAG00000015536	ENSOARG00000012048	ortholog_one2one
ENSBTAG00000018784	ENSOARG00000016127	ortholog_one2one
ENSBTAG00000012644	ENSOARG00000001472	ortholog_one2one
ENSBTAG00000051778	ENSOARG00000010369	ortholog_one2one
ENSBTAG00000019544	ENSOARG00000007308	ortholog_one2one
ENSBTAG00000029849	ENSOARG00000021619	ortholog_one2one
ENSBTAG00000020376	ENSOARG00000008600	ortholog_one2one
ENSBTAG00000013017	ENSOARG00000019262	ortholog_one2one
ENSBTAG00000025302	ENSOARG00000008416	ortholog_one2many
ENSBTAG00000025302	ENSOARG00000008381	ortholog_one2many
ENSBTAG00000021706	ENSOARG00000006249	ortholog_one2one
ENSBTAG00000010001	ENSOARG00000011384	ortholog_one2one
ENSBTAG00000054483	ENSOARG00000000173	ortholog_one2many
ENSBTAG00000004725	ENSOARG00000000976	ortholog_one2one
ENSBTAG00000002690	ENSOARG00000009636	ortholog_one2one
ENSBTAG00000001941	ENSOARG00000007771	ortholog_one2one
ENSBTAG00000051215	ENSOARG00000007487	ortholog_one2one
ENSBTAG00000043454	ENSOARG00000022355	ortholog_one2one
ENSBTAG00000048090	ENSOARG00000012247	ortholog_one2one
ENSBTAG00000045324	ENSOARG00000021927	ortholog_one2one
ENSBTAG00000006995	ENSOARG00000003474	ortholog_one2one
ENSBTAG00000020212	ENSOARG00000017055	ortholog_one2one
ENSBTAG00000011390	ENSOARG00000020809	ortholog_one2one
ENSBTAG00000037824	ENSOARG00000000150	ortholog_many2many
ENSBTAG00000037824	ENSOARG00000000864	ortholog_many2many
ENSBTAG00000037824	ENSOARG00000002336	ortholog_many2many
ENSBTAG00000053692	ENSOARG00000021528	ortholog_one2one
ENSBTAG00000018790	ENSOARG00000011375	ortholog_one2one
ENSBTAG00000049869	ENSOARG00000008523	ortholog_many2many
ENSBTAG00000049869	ENSOARG00000008383	ortholog_many2many
ENSBTAG00000017321	ENSOARG00000012283	ortholog_one2one
ENSBTAG00000043973	ENSOARG00000011404	ortholog_one2one
ENSBTAG00000010927	ENSOARG00000013723	ortholog_one2one
ENSBTAG00000018783	ENSOARG00000016255	ortholog_one2one
ENSBTAG00000007461	ENSOARG00000008636	ortholog_one2one
ENSBTAG00000042595	ENSOARG00000021576	ortholog_one2many
ENSBTAG00000042595	ENSOARG00000022192	ortholog_one2many
ENSBTAG00000043645	ENSOARG00000022954	ortholog_one2one
ENSBTAG00000050161	ENSOARG00000001506	ortholog_one2one
ENSBTAG00000020264	ENSOARG00000009768	ortholog_one2one
ENSBTAG00000049631	ENSOARG00000019912	ortholog_one2one
ENSBTAG00000034498	ENSOARG00000001616	ortholog_one2one
ENSBTAG00000011683	ENSOARG00000000462	ortholog_one2one
ENSBTAG00000001565	ENSOARG00000015631	ortholog_one2one
ENSBTAG00000043680	ENSOARG00000024329	ortholog_one2many
ENSBTAG00000043680	ENSOARG00000022393	ortholog_one2many
ENSBTAG00000009899	ENSOARG00000004746	ortholog_one2one
ENSBTAG00000019549	ENSOARG00000007325	ortholog_one2one
ENSBTAG00000049020	ENSOARG00000001007	ortholog_one2many
ENSBTAG00000049020	ENSOARG00000000062	ortholog_one2many
ENSBTAG00000049020	ENSOARG00000017644	ortholog_one2many
ENSBTAG00000054096	ENSOARG00000017703	ortholog_one2many
ENSBTAG00000048658	ENSOARG00000001496	ortholog_one2many
ENSBTAG00000015734	ENSOARG00000012441	ortholog_one2many
ENSBTAG00000005762	ENSOARG00000001649	ortholog_one2one
ENSBTAG00000045943	ENSOARG00000020815	ortholog_one2one
ENSBTAG00000020911	ENSOARG00000007605	ortholog_one2one
ENSBTAG00000011384	ENSOARG00000006614	ortholog_one2one
ENSBTAG00000050869	ENSOARG00000000378	ortholog_one2many
ENSBTAG00000014074	ENSOARG00000009409	ortholog_one2one
ENSBTAG00000014615	ENSOARG00000006140	ortholog_one2one
ENSBTAG00000044742	ENSOARG00000024222	ortholog_one2one
ENSBTAG00000019013	ENSOARG00000001446	ortholog_one2one
ENSBTAG00000016210	ENSOARG00000001714	ortholog_one2one
ENSBTAG00000011861	ENSOARG00000015687	ortholog_one2one
ENSBTAG00000038718	ENSOARG00000008523	ortholog_many2many
ENSBTAG00000038718	ENSOARG00000008383	ortholog_many2many
ENSBTAG00000050980	ENSOARG00000019314	ortholog_one2one
ENSBTAG00000016209	ENSOARG00000001761	ortholog_one2one
ENSBTAG00000029921	ENSOARG00000023242	ortholog_one2one
ENSBTAG00000000044	ENSOARG00000000164	ortholog_one2one
ENSBTAG00000005063	ENSOARG00000001806	ortholog_one2one
ENSBTAG00000032450	ENSOARG00000000148	ortholog_one2one
ENSBTAG00000002341	ENSOARG00000013102	ortholog_one2one
ENSBTAG00000021125	ENSOARG00000007967	ortholog_one2one
ENSBTAG00000047709	ENSOARG00000017703	ortholog_one2many
ENSBTAG00000022204	ENSOARG00000000445	ortholog_one2one
ENSBTAG00000020654	ENSOARG00000007352	ortholog_one2one
ENSBTAG00000050615	ENSOARG00000024116	ortholog_many2many
ENSBTAG00000050615	ENSOARG00000024939	ortholog_many2many
ENSBTAG00000050615	ENSOARG00000024605	ortholog_many2many
ENSBTAG00000050615	ENSOARG00000022764	ortholog_many2many
ENSBTAG00000013016	ENSOARG00000019244	ortholog_one2one
ENSBTAG00000037751	ENSOARG00000019130	ortholog_one2many
ENSBTAG00000019369	ENSOARG00000004892	ortholog_one2one
ENSBTAG00000049730	ENSOARG00000009947	ortholog_one2one
ENSBTAG00000055105	ENSOARG00000021745	ortholog_one2one
ENSBTAG00000013306	ENSOARG00000003681	ortholog_one2one
ENSBTAG00000005799	ENSOARG00000007174	ortholog_one2one
ENSBTAG00000000042	ENSOARG00000017754	ortholog_one2one
ENSBTAG00000001457	ENSOARG00000008641	ortholog_one2one
ENSBTAG00000043251	ENSOARG00000024863	ortholog_one2one
ENSBTAG00000015968	ENSOARG00000013758	ortholog_one2many
ENSBTAG00000015968	ENSOARG00000018033	ortholog_one2many
ENSBTAG00000052833	ENSOARG00000021680	ortholog_one2one
ENSBTAG00000049600	ENSOARG00000019144	ortholog_one2one
ENSBTAG00000010598	ENSOARG00000020823	ortholog_one2many
ENSBTAG00000014669	ENSOARG00000015952	ortholog_one2many
ENSBTAG00000017204	ENSOARG00000007086	ortholog_one2one
ENSBTAG00000046996	ENSOARG00000001016	ortholog_one2one
ENSBTAG00000026340	ENSOARG00000001915	ortholog_one2one
ENSBTAG00000037644	ENSOARG00000019163	ortholog_one2one
ENSBTAG00000017722	ENSOARG00000010135	ortholog_one2one
ENSBTAG00000001557	ENSOARG00000008645	ortholog_one2one
ENSBTAG00000017729	ENSOARG00000015967	ortholog_one2one
ENSBTAG00000051652	ENSOARG00000009410	ortholog_one2many
ENSBTAG00000003675	ENSOARG00000002011	ortholog_one2one
ENSBTAG00000014805	ENSOARG00000000926	ortholog_one2one
ENSBTAG00000009265	ENSOARG00000015980	ortholog_one2one
ENSBTAG00000011839	ENSOARG00000008682	ortholog_one2one
ENSBTAG00000001533	ENSOARG00000011435	ortholog_one2one
ENSBTAG00000008288	ENSOARG00000015512	ortholog_one2many
ENSBTAG00000008288	ENSOARG00000015587	ortholog_one2many
ENSBTAG00000009249	ENSOARG00000017074	ortholog_one2one
ENSBTAG00000039178	ENSOARG00000019130	ortholog_one2many
ENSBTAG00000047223	ENSOARG00000004809	ortholog_one2one
ENSBTAG00000031824	ENSOARG00000006827	ortholog_one2one
ENSBTAG00000014083	ENSOARG00000011418	ortholog_one2one
ENSBTAG00000016415	ENSOARG00000012264	ortholog_one2one
ENSBTAG00000003263	ENSOARG00000017087	ortholog_one2one
ENSBTAG00000032588	ENSOARG00000001151	ortholog_one2one
ENSBTAG00000012768	ENSOARG00000006250	ortholog_one2one
ENSBTAG00000004139	ENSOARG00000014393	ortholog_one2one
ENSBTAG00000051382	ENSOARG00000008523	ortholog_many2many
ENSBTAG00000051382	ENSOARG00000008383	ortholog_many2many
ENSBTAG00000053777	ENSOARG00000006980	ortholog_one2one
ENSBTAG00000011530	ENSOARG00000013814	ortholog_one2one
ENSBTAG00000048956	ENSOARG00000000537	ortholog_one2many
ENSBTAG00000016643	ENSOARG00000019241	ortholog_one2one
ENSBTAG00000000040	ENSOARG00000017782	ortholog_one2one
ENSBTAG00000008283	ENSOARG00000013176	ortholog_one2one
ENSBTAG00000015720	ENSOARG00000012595	ortholog_one2many
ENSBTAG00000015720	ENSOARG00000014701	ortholog_one2many
ENSBTAG00000007444	ENSOARG00000014484	ortholog_one2one
ENSBTAG00000050932	ENSOARG00000020572	ortholog_one2many
ENSBTAG00000006242	ENSOARG00000002046	ortholog_one2one
ENSBTAG00000004155	ENSOARG00000003861	ortholog_one2one
ENSBTAG00000010963	ENSOARG00000015742	ortholog_one2one
ENSBTAG00000002830	ENSOARG00000001091	ortholog_one2one
ENSBTAG00000004989	ENSOARG00000003908	ortholog_one2one
ENSBTAG00000014030	ENSOARG00000015988	ortholog_one2one
ENSBTAG00000033954	ENSOARG00000008142	ortholog_one2one
ENSBTAG00000052668	ENSOARG00000019310	ortholog_one2many
ENSBTAG00000038748	ENSOARG00000019174	ortholog_one2many
ENSBTAG00000012771	ENSOARG00000006358	ortholog_one2one
ENSBTAG00000002842	ENSOARG00000000504	ortholog_one2one
ENSBTAG00000009739	ENSOARG00000005968	ortholog_one2one
ENSBTAG00000000039	ENSOARG00000017788	ortholog_one2one
ENSBTAG00000019014	ENSOARG00000002278	ortholog_one2one
ENSBTAG00000009042	ENSOARG00000019225	ortholog_one2one
ENSBTAG00000001311	ENSOARG00000009966	ortholog_one2one
ENSBTAG00000037739	ENSOARG00000019310	ortholog_one2many
ENSBTAG00000047428	ENSOARG00000016074	ortholog_one2one
ENSBTAG00000044780	ENSOARG00000024786	ortholog_one2one
ENSBTAG00000021771	ENSOARG00000012316	ortholog_one2one
ENSBTAG00000049166	ENSOARG00000007372	ortholog_one2many
ENSBTAG00000054414	ENSOARG00000009436	ortholog_one2many
ENSBTAG00000020755	ENSOARG00000010726	ortholog_one2one
ENSBTAG00000017805	ENSOARG00000005463	ortholog_one2one
ENSBTAG00000018901	ENSOARG00000003754	ortholog_one2one
ENSBTAG00000003320	ENSOARG00000000496	ortholog_one2one
ENSBTAG00000048884	ENSOARG00000014102	ortholog_one2one
ENSBTAG00000020673	ENSOARG00000007386	ortholog_one2one
ENSBTAG00000019010	ENSOARG00000001396	ortholog_one2one
ENSBTAG00000042503	ENSOARG00000023243	ortholog_one2one
ENSBTAG00000046378	ENSOARG00000007402	ortholog_one2many
