gene_ID_ssc	gene_ID_bta	homology_type
ENSSSCG00000012319	ENSBTAG00000048077	ortholog_many2many
ENSSSCG00000009374	ENSBTAG00000011654	ortholog_one2one
ENSSSCG00000016682	ENSBTAG00000000521	ortholog_one2one
ENSSSCG00000014630	ENSBTAG00000005228	ortholog_one2one
ENSSSCG00000038882	ENSBTAG00000033395	ortholog_one2one
ENSSSCG00000036790	ENSBTAG00000000240	ortholog_one2one
ENSSSCG00000040453	ENSBTAG00000020636	ortholog_one2one
ENSSSCG00000026233	ENSBTAG00000044077	ortholog_one2one
ENSSSCG00000044760	ENSBTAG00000052788	ortholog_one2one
ENSSSCG00000004983	ENSBTAG00000006819	ortholog_one2one
ENSSSCG00000031180	ENSBTAG00000052872	ortholog_one2one
ENSSSCG00000031461	ENSBTAG00000016757	ortholog_one2one
ENSSSCG00000017401	ENSBTAG00000019218	ortholog_one2one
ENSSSCG00000027403	ENSBTAG00000020583	ortholog_one2one
ENSSSCG00000002389	ENSBTAG00000008735	ortholog_one2one
ENSSSCG00000038917	ENSBTAG00000046255	ortholog_one2one
ENSSSCG00000017883	ENSBTAG00000007436	ortholog_one2one
ENSSSCG00000001038	ENSBTAG00000005808	ortholog_one2many
ENSSSCG00000039417	ENSBTAG00000053200	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000050819	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000049796	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000050338	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000051774	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000054313	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000031507	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000051014	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000050926	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000050268	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000054186	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000051639	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000052006	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000054788	ortholog_many2many
ENSSSCG00000039417	ENSBTAG00000053765	ortholog_many2many
ENSSSCG00000022963	ENSBTAG00000014126	ortholog_one2one
ENSSSCG00000037215	ENSBTAG00000007012	ortholog_one2one
ENSSSCG00000024193	ENSBTAG00000027713	ortholog_one2one
ENSSSCG00000008479	ENSBTAG00000014679	ortholog_one2one
ENSSSCG00000026890	ENSBTAG00000017943	ortholog_one2one
ENSSSCG00000017067	ENSBTAG00000012086	ortholog_one2one
ENSSSCG00000017884	ENSBTAG00000007437	ortholog_one2one
ENSSSCG00000002741	ENSBTAG00000021438	ortholog_one2one
ENSSSCG00000013301	ENSBTAG00000012460	ortholog_one2one
ENSSSCG00000010374	ENSBTAG00000005003	ortholog_one2one
ENSSSCG00000031086	ENSBTAG00000038735	ortholog_one2one
ENSSSCG00000000600	ENSBTAG00000000369	ortholog_one2one
ENSSSCG00000037575	ENSBTAG00000007870	ortholog_one2one
ENSSSCG00000006082	ENSBTAG00000017165	ortholog_one2one
ENSSSCG00000013772	ENSBTAG00000004085	ortholog_one2one
ENSSSCG00000006709	ENSBTAG00000007909	ortholog_one2one
ENSSSCG00000015742	ENSBTAG00000009058	ortholog_one2one
ENSSSCG00000032344	ENSBTAG00000016725	ortholog_one2one
ENSSSCG00000014632	ENSBTAG00000020515	ortholog_one2one
ENSSSCG00000033876	ENSBTAG00000022044	ortholog_one2one
ENSSSCG00000002390	ENSBTAG00000019454	ortholog_one2one
ENSSSCG00000001771	ENSBTAG00000019940	ortholog_one2one
ENSSSCG00000025653	ENSBTAG00000019215	ortholog_one2one
ENSSSCG00000011700	ENSBTAG00000012164	ortholog_one2one
ENSSSCG00000008902	ENSBTAG00000010571	ortholog_one2one
ENSSSCG00000034893	ENSBTAG00000002871	ortholog_one2one
ENSSSCG00000017885	ENSBTAG00000020605	ortholog_one2one
ENSSSCG00000038188	ENSBTAG00000054752	ortholog_many2many
ENSSSCG00000038188	ENSBTAG00000055022	ortholog_many2many
ENSSSCG00000010375	ENSBTAG00000005004	ortholog_one2one
ENSSSCG00000003160	ENSBTAG00000047078	ortholog_one2one
ENSSSCG00000014634	ENSBTAG00000027642	ortholog_one2one
ENSSSCG00000015741	ENSBTAG00000009057	ortholog_one2one
ENSSSCG00000010376	ENSBTAG00000001019	ortholog_one2one
ENSSSCG00000012363	ENSBTAG00000047416	ortholog_one2one
ENSSSCG00000021038	ENSBTAG00000047293	ortholog_one2one
ENSSSCG00000011309	ENSBTAG00000016726	ortholog_one2one
ENSSSCG00000040084	ENSBTAG00000051582	ortholog_one2one
ENSSSCG00000003159	ENSBTAG00000016125	ortholog_one2one
ENSSSCG00000010855	ENSBTAG00000005835	ortholog_one2one
ENSSSCG00000001042	ENSBTAG00000014053	ortholog_one2one
ENSSSCG00000008029	ENSBTAG00000014100	ortholog_one2one
ENSSSCG00000002391	ENSBTAG00000013181	ortholog_one2one
ENSSSCG00000040680	ENSBTAG00000052938	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000050422	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000024791	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000054475	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000054147	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000051707	ortholog_many2many
ENSSSCG00000040680	ENSBTAG00000053475	ortholog_many2many
ENSSSCG00000013771	ENSBTAG00000006642	ortholog_one2one
ENSSSCG00000009377	ENSBTAG00000020374	ortholog_one2one
ENSSSCG00000013302	ENSBTAG00000020980	ortholog_one2one
ENSSSCG00000027287	ENSBTAG00000010135	ortholog_one2one
ENSSSCG00000047232	ENSBTAG00000008900	ortholog_one2one
ENSSSCG00000035025	ENSBTAG00000006031	ortholog_one2one
ENSSSCG00000023792	ENSBTAG00000048800	ortholog_one2one
ENSSSCG00000048497	ENSBTAG00000032274	ortholog_one2one
ENSSSCG00000037632	ENSBTAG00000052938	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000050422	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000024791	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000054475	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000054147	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000051707	ortholog_many2many
ENSSSCG00000037632	ENSBTAG00000053475	ortholog_many2many
ENSSSCG00000032430	ENSBTAG00000020195	ortholog_one2one
ENSSSCG00000008901	ENSBTAG00000010577	ortholog_one2one
ENSSSCG00000004508	ENSBTAG00000000024	ortholog_one2one
ENSSSCG00000016684	ENSBTAG00000016223	ortholog_one2one
ENSSSCG00000017886	ENSBTAG00000018345	ortholog_one2one
ENSSSCG00000008482	ENSBTAG00000015521	ortholog_one2one
ENSSSCG00000032180	ENSBTAG00000030965	ortholog_one2one
ENSSSCG00000031866	ENSBTAG00000020638	ortholog_one2one
ENSSSCG00000003449	ENSBTAG00000017883	ortholog_one2one
ENSSSCG00000001773	ENSBTAG00000000807	ortholog_one2one
ENSSSCG00000002746	ENSBTAG00000019887	ortholog_one2one
ENSSSCG00000035446	ENSBTAG00000039684	ortholog_one2one
ENSSSCG00000003448	ENSBTAG00000009595	ortholog_one2many
ENSSSCG00000032299	ENSBTAG00000054752	ortholog_many2many
ENSSSCG00000032299	ENSBTAG00000055022	ortholog_many2many
ENSSSCG00000000223	ENSBTAG00000008897	ortholog_one2one
ENSSSCG00000003451	ENSBTAG00000001788	ortholog_one2one
ENSSSCG00000006083	ENSBTAG00000053088	ortholog_one2one
ENSSSCG00000038324	ENSBTAG00000048615	ortholog_many2many
ENSSSCG00000038324	ENSBTAG00000048638	ortholog_many2many
ENSSSCG00000008484	ENSBTAG00000014891	ortholog_one2one
ENSSSCG00000005504	ENSBTAG00000015936	ortholog_one2one
ENSSSCG00000007469	ENSBTAG00000006616	ortholog_one2one
ENSSSCG00000029536	ENSBTAG00000013619	ortholog_one2one
ENSSSCG00000000156	ENSBTAG00000020634	ortholog_one2one
ENSSSCG00000035658	ENSBTAG00000004307	ortholog_one2one
ENSSSCG00000034288	ENSBTAG00000002881	ortholog_one2one
ENSSSCG00000010379	ENSBTAG00000005568	ortholog_one2one
ENSSSCG00000017888	ENSBTAG00000004680	ortholog_one2one
ENSSSCG00000001775	ENSBTAG00000007094	ortholog_one2one
ENSSSCG00000003157	ENSBTAG00000023415	ortholog_one2one
ENSSSCG00000017403	ENSBTAG00000021523	ortholog_one2one
ENSSSCG00000040490	ENSBTAG00000052039	ortholog_many2many
ENSSSCG00000040490	ENSBTAG00000017316	ortholog_many2many
ENSSSCG00000051558	ENSBTAG00000031377	ortholog_one2one
ENSSSCG00000008030	ENSBTAG00000014101	ortholog_one2one
ENSSSCG00000029760	ENSBTAG00000009923	ortholog_one2one
ENSSSCG00000017069	ENSBTAG00000008443	ortholog_one2one
ENSSSCG00000031576	ENSBTAG00000016731	ortholog_one2one
ENSSSCG00000045266	ENSBTAG00000052039	ortholog_many2many
ENSSSCG00000045266	ENSBTAG00000017316	ortholog_many2many
ENSSSCG00000000157	ENSBTAG00000011071	ortholog_one2one
ENSSSCG00000002749	ENSBTAG00000006354	ortholog_one2one
ENSSSCG00000010858	ENSBTAG00000012787	ortholog_one2one
ENSSSCG00000001776	ENSBTAG00000013009	ortholog_one2many
ENSSSCG00000044715	ENSBTAG00000052039	ortholog_many2many
ENSSSCG00000044715	ENSBTAG00000017316	ortholog_many2many
ENSSSCG00000021560	ENSBTAG00000054178	ortholog_many2many
ENSSSCG00000021560	ENSBTAG00000050276	ortholog_many2many
ENSSSCG00000033819	ENSBTAG00000051989	ortholog_one2one
ENSSSCG00000007470	ENSBTAG00000012297	ortholog_one2one
ENSSSCG00000024623	ENSBTAG00000019314	ortholog_one2one
ENSSSCG00000011701	ENSBTAG00000019960	ortholog_one2one
ENSSSCG00000023971	ENSBTAG00000024561	ortholog_one2one
ENSSSCG00000014156	ENSBTAG00000007116	ortholog_one2one
ENSSSCG00000033688	ENSBTAG00000014384	ortholog_one2one
ENSSSCG00000013768	ENSBTAG00000016936	ortholog_one2one
ENSSSCG00000000601	ENSBTAG00000006256	ortholog_one2one
ENSSSCG00000035562	ENSBTAG00000018787	ortholog_one2one
ENSSSCG00000013303	ENSBTAG00000005923	ortholog_one2one
ENSSSCG00000022674	ENSBTAG00000004349	ortholog_one2one
ENSSSCG00000020710	ENSBTAG00000020552	ortholog_one2one
ENSSSCG00000050291	ENSBTAG00000051243	ortholog_one2many
ENSSSCG00000034630	ENSBTAG00000011017	ortholog_one2one
ENSSSCG00000035189	ENSBTAG00000026825	ortholog_one2many
ENSSSCG00000040947	ENSBTAG00000032193	ortholog_one2one
ENSSSCG00000008486	ENSBTAG00000021102	ortholog_one2many
ENSSSCG00000024180	ENSBTAG00000013128	ortholog_one2one
ENSSSCG00000011301	ENSBTAG00000011484	ortholog_one2one
ENSSSCG00000008900	ENSBTAG00000010593	ortholog_one2one
ENSSSCG00000022559	ENSBTAG00000019214	ortholog_one2one
ENSSSCG00000010380	ENSBTAG00000007876	ortholog_one2one
ENSSSCG00000013767	ENSBTAG00000046744	ortholog_one2one
ENSSSCG00000038708	ENSBTAG00000020023	ortholog_one2many
ENSSSCG00000038708	ENSBTAG00000017102	ortholog_one2many
ENSSSCG00000004199	ENSBTAG00000005960	ortholog_one2one
ENSSSCG00000022324	ENSBTAG00000002844	ortholog_one2one
ENSSSCG00000025218	ENSBTAG00000006353	ortholog_one2one
ENSSSCG00000006084	ENSBTAG00000003098	ortholog_one2one
ENSSSCG00000027100	ENSBTAG00000054943	ortholog_one2one
ENSSSCG00000000158	ENSBTAG00000011070	ortholog_one2one
ENSSSCG00000034153	ENSBTAG00000030966	ortholog_one2one
ENSSSCG00000011703	ENSBTAG00000001893	ortholog_one2one
ENSSSCG00000002398	ENSBTAG00000016283	ortholog_one2one
ENSSSCG00000042309	ENSBTAG00000048679	ortholog_one2many
ENSSSCG00000013304	ENSBTAG00000016747	ortholog_one2one
ENSSSCG00000008032	ENSBTAG00000046722	ortholog_one2one
ENSSSCG00000009378	ENSBTAG00000021162	ortholog_one2one
ENSSSCG00000017402	ENSBTAG00000009496	ortholog_one2one
ENSSSCG00000009898	ENSBTAG00000017379	ortholog_one2one
ENSSSCG00000040010	ENSBTAG00000000735	ortholog_one2one
ENSSSCG00000015735	ENSBTAG00000011658	ortholog_one2one
ENSSSCG00000015298	ENSBTAG00000010390	ortholog_one2one
ENSSSCG00000030675	ENSBTAG00000002139	ortholog_one2one
ENSSSCG00000031080	ENSBTAG00000002335	ortholog_one2one
ENSSSCG00000013766	ENSBTAG00000016933	ortholog_one2one
ENSSSCG00000027206	ENSBTAG00000021601	ortholog_one2one
ENSSSCG00000033018	ENSBTAG00000015163	ortholog_one2one
ENSSSCG00000021222	ENSBTAG00000016520	ortholog_many2many
ENSSSCG00000021222	ENSBTAG00000007325	ortholog_many2many
ENSSSCG00000000160	ENSBTAG00000012999	ortholog_one2one
ENSSSCG00000034983	ENSBTAG00000039029	ortholog_one2one
ENSSSCG00000011300	ENSBTAG00000018329	ortholog_one2one
ENSSSCG00000002399	ENSBTAG00000016285	ortholog_one2one
ENSSSCG00000016685	ENSBTAG00000016220	ortholog_one2one
ENSSSCG00000009379	ENSBTAG00000020612	ortholog_one2one
ENSSSCG00000001045	ENSBTAG00000002497	ortholog_one2one
ENSSSCG00000014157	ENSBTAG00000017599	ortholog_one2one
ENSSSCG00000033201	ENSBTAG00000046618	ortholog_one2one
ENSSSCG00000000602	ENSBTAG00000002174	ortholog_one2one
ENSSSCG00000008899	ENSBTAG00000010615	ortholog_one2one
ENSSSCG00000033176	ENSBTAG00000004000	ortholog_one2one
ENSSSCG00000002748	ENSBTAG00000013265	ortholog_one2one
ENSSSCG00000008485	ENSBTAG00000020609	ortholog_many2many
ENSSSCG00000008485	ENSBTAG00000017605	ortholog_many2many
ENSSSCG00000036808	ENSBTAG00000003898	ortholog_one2one
ENSSSCG00000007472	ENSBTAG00000038929	ortholog_one2one
ENSSSCG00000013765	ENSBTAG00000038437	ortholog_one2one
ENSSSCG00000011299	ENSBTAG00000018331	ortholog_one2one
ENSSSCG00000021310	ENSBTAG00000033267	ortholog_one2one
ENSSSCG00000012371	ENSBTAG00000022255	ortholog_one2one
ENSSSCG00000000220	ENSBTAG00000051039	ortholog_one2one
ENSSSCG00000001779	ENSBTAG00000012321	ortholog_one2one
ENSSSCG00000016686	ENSBTAG00000045567	ortholog_one2one
ENSSSCG00000013305	ENSBTAG00000016744	ortholog_one2one
ENSSSCG00000011704	ENSBTAG00000007814	ortholog_one2one
ENSSSCG00000032054	ENSBTAG00000007016	ortholog_one2one
ENSSSCG00000000161	ENSBTAG00000004654	ortholog_one2one
ENSSSCG00000035337	ENSBTAG00000016520	ortholog_many2many
ENSSSCG00000035337	ENSBTAG00000007325	ortholog_many2many
ENSSSCG00000015734	ENSBTAG00000003225	ortholog_one2one
ENSSSCG00000032353	ENSBTAG00000051380	ortholog_one2one
ENSSSCG00000004989	ENSBTAG00000006836	ortholog_one2one
ENSSSCG00000014672	ENSBTAG00000037465	ortholog_one2one
ENSSSCG00000017890	ENSBTAG00000002982	ortholog_one2one
ENSSSCG00000007473	ENSBTAG00000000340	ortholog_one2one
ENSSSCG00000009380	ENSBTAG00000019134	ortholog_one2one
ENSSSCG00000016119	ENSBTAG00000027201	ortholog_one2one
ENSSSCG00000017406	ENSBTAG00000010125	ortholog_one2one
ENSSSCG00000033337	ENSBTAG00000006039	ortholog_one2one
ENSSSCG00000025271	ENSBTAG00000001066	ortholog_many2many
ENSSSCG00000025271	ENSBTAG00000052147	ortholog_many2many
ENSSSCG00000031206	ENSBTAG00000019312	ortholog_one2one
ENSSSCG00000013764	ENSBTAG00000008854	ortholog_one2one
ENSSSCG00000007644	ENSBTAG00000001066	ortholog_many2many
ENSSSCG00000007644	ENSBTAG00000052147	ortholog_many2many
ENSSSCG00000010381	ENSBTAG00000007878	ortholog_one2one
ENSSSCG00000015299	ENSBTAG00000002340	ortholog_one2one
ENSSSCG00000007645	ENSBTAG00000011470	ortholog_one2one
ENSSSCG00000002397	ENSBTAG00000002704	ortholog_one2one
ENSSSCG00000023660	ENSBTAG00000000837	ortholog_one2one
ENSSSCG00000035628	ENSBTAG00000011657	ortholog_one2many
ENSSSCG00000035628	ENSBTAG00000015841	ortholog_one2many
ENSSSCG00000016687	ENSBTAG00000020931	ortholog_one2one
ENSSSCG00000011298	ENSBTAG00000012482	ortholog_one2one
ENSSSCG00000000605	ENSBTAG00000006036	ortholog_one2one
ENSSSCG00000009381	ENSBTAG00000010337	ortholog_one2one
ENSSSCG00000032133	ENSBTAG00000048999	ortholog_one2one
ENSSSCG00000003156	ENSBTAG00000002853	ortholog_one2one
ENSSSCG00000000162	ENSBTAG00000027064	ortholog_one2one
ENSSSCG00000034266	ENSBTAG00000026461	ortholog_one2one
ENSSSCG00000004509	ENSBTAG00000048916	ortholog_one2one
ENSSSCG00000033570	ENSBTAG00000010353	ortholog_one2one
ENSSSCG00000027608	ENSBTAG00000050195	ortholog_one2one
ENSSSCG00000017407	ENSBTAG00000000666	ortholog_one2one
ENSSSCG00000007646	ENSBTAG00000015009	ortholog_one2one
ENSSSCG00000014691	ENSBTAG00000025266	ortholog_one2one
ENSSSCG00000028561	ENSBTAG00000007445	ortholog_one2one
ENSSSCG00000006087	ENSBTAG00000011908	ortholog_one2one
ENSSSCG00000011705	ENSBTAG00000005068	ortholog_one2one
ENSSSCG00000028117	ENSBTAG00000006532	ortholog_one2one
ENSSSCG00000034952	ENSBTAG00000007721	ortholog_one2one
ENSSSCG00000024288	ENSBTAG00000024560	ortholog_one2one
ENSSSCG00000001780	ENSBTAG00000012338	ortholog_one2one
ENSSSCG00000017072	ENSBTAG00000034113	ortholog_one2one
ENSSSCG00000041131	ENSBTAG00000046160	ortholog_one2one
ENSSSCG00000037029	ENSBTAG00000010928	ortholog_one2one
ENSSSCG00000037676	ENSBTAG00000015606	ortholog_one2many
ENSSSCG00000037676	ENSBTAG00000054228	ortholog_one2many
ENSSSCG00000008898	ENSBTAG00000002333	ortholog_one2one
ENSSSCG00000020878	ENSBTAG00000020567	ortholog_one2one
ENSSSCG00000051031	ENSBTAG00000054937	ortholog_many2many
ENSSSCG00000051031	ENSBTAG00000049169	ortholog_many2many
ENSSSCG00000006717	ENSBTAG00000039719	ortholog_one2one
ENSSSCG00000021893	ENSBTAG00000008403	ortholog_one2one
ENSSSCG00000027105	ENSBTAG00000014714	ortholog_one2one
ENSSSCG00000044433	ENSBTAG00000054937	ortholog_many2many
ENSSSCG00000044433	ENSBTAG00000049169	ortholog_many2many
ENSSSCG00000022672	ENSBTAG00000006139	ortholog_one2one
ENSSSCG00000046588	ENSBTAG00000053007	ortholog_one2one
ENSSSCG00000011706	ENSBTAG00000031346	ortholog_one2one
ENSSSCG00000013763	ENSBTAG00000008841	ortholog_one2one
ENSSSCG00000032096	ENSBTAG00000010924	ortholog_one2one
ENSSSCG00000013307	ENSBTAG00000006951	ortholog_one2one
ENSSSCG00000016688	ENSBTAG00000007146	ortholog_one2one
ENSSSCG00000023956	ENSBTAG00000006287	ortholog_one2one
ENSSSCG00000034706	ENSBTAG00000017079	ortholog_one2one
ENSSSCG00000007476	ENSBTAG00000003398	ortholog_one2one
ENSSSCG00000011312	ENSBTAG00000007315	ortholog_one2one
ENSSSCG00000022676	ENSBTAG00000055120	ortholog_one2one
ENSSSCG00000037970	ENSBTAG00000020737	ortholog_one2one
ENSSSCG00000032702	ENSBTAG00000004869	ortholog_one2one
ENSSSCG00000013762	ENSBTAG00000006073	ortholog_one2one
ENSSSCG00000045502	ENSBTAG00000023028	ortholog_one2one
ENSSSCG00000015300	ENSBTAG00000046430	ortholog_one2one
ENSSSCG00000004510	ENSBTAG00000002863	ortholog_one2one
ENSSSCG00000017410	ENSBTAG00000000665	ortholog_one2one
ENSSSCG00000013308	ENSBTAG00000010071	ortholog_one2one
ENSSSCG00000010384	ENSBTAG00000005996	ortholog_one2one
ENSSSCG00000006088	ENSBTAG00000014357	ortholog_one2one
ENSSSCG00000017073	ENSBTAG00000017078	ortholog_one2one
ENSSSCG00000007647	ENSBTAG00000015011	ortholog_one2one
ENSSSCG00000016122	ENSBTAG00000013170	ortholog_one2one
ENSSSCG00000032076	ENSBTAG00000012601	ortholog_one2one
ENSSSCG00000027459	ENSBTAG00000011147	ortholog_one2one
ENSSSCG00000014725	ENSBTAG00000038748	ortholog_many2many
ENSSSCG00000014725	ENSBTAG00000047356	ortholog_many2many
ENSSSCG00000014725	ENSBTAG00000052199	ortholog_many2many
ENSSSCG00000014725	ENSBTAG00000049600	ortholog_many2many
ENSSSCG00000014725	ENSBTAG00000037644	ortholog_many2many
ENSSSCG00000007477	ENSBTAG00000018270	ortholog_one2one
ENSSSCG00000010860	ENSBTAG00000013197	ortholog_one2one
ENSSSCG00000038264	ENSBTAG00000030505	ortholog_one2one
ENSSSCG00000015301	ENSBTAG00000015749	ortholog_one2one
ENSSSCG00000040288	ENSBTAG00000012351	ortholog_one2one
ENSSSCG00000038107	ENSBTAG00000032560	ortholog_one2many
ENSSSCG00000038107	ENSBTAG00000050628	ortholog_one2many
ENSSSCG00000017411	ENSBTAG00000001195	ortholog_one2one
ENSSSCG00000033538	ENSBTAG00000049209	ortholog_one2one
ENSSSCG00000032400	ENSBTAG00000033481	ortholog_one2one
ENSSSCG00000004990	ENSBTAG00000003684	ortholog_one2one
ENSSSCG00000037420	ENSBTAG00000010256	ortholog_one2one
ENSSSCG00000016690	ENSBTAG00000018909	ortholog_one2one
ENSSSCG00000012014	ENSBTAG00000018704	ortholog_one2one
ENSSSCG00000010385	ENSBTAG00000006288	ortholog_one2one
ENSSSCG00000033234	ENSBTAG00000039974	ortholog_one2one
ENSSSCG00000000164	ENSBTAG00000010149	ortholog_one2one
ENSSSCG00000040538	ENSBTAG00000008053	ortholog_one2one
ENSSSCG00000025042	ENSBTAG00000021596	ortholog_one2one
ENSSSCG00000028336	ENSBTAG00000001977	ortholog_one2one
ENSSSCG00000000607	ENSBTAG00000008352	ortholog_one2one
ENSSSCG00000035820	ENSBTAG00000054776	ortholog_one2one
ENSSSCG00000013761	ENSBTAG00000006068	ortholog_one2one
ENSSSCG00000001048	ENSBTAG00000019533	ortholog_one2one
ENSSSCG00000014161	ENSBTAG00000003144	ortholog_one2one
ENSSSCG00000032467	ENSBTAG00000006982	ortholog_one2one
ENSSSCG00000044312	ENSBTAG00000030502	ortholog_one2one
ENSSSCG00000007648	ENSBTAG00000015017	ortholog_one2one
ENSSSCG00000030260	ENSBTAG00000011150	ortholog_one2one
ENSSSCG00000006089	ENSBTAG00000013901	ortholog_one2one
ENSSSCG00000036898	ENSBTAG00000016895	ortholog_one2one
ENSSSCG00000046260	ENSBTAG00000047945	ortholog_one2many
ENSSSCG00000006718	ENSBTAG00000032187	ortholog_one2one
ENSSSCG00000015302	ENSBTAG00000003508	ortholog_one2one
ENSSSCG00000010386	ENSBTAG00000048624	ortholog_one2one
ENSSSCG00000006719	ENSBTAG00000006769	ortholog_one2one
ENSSSCG00000011313	ENSBTAG00000026097	ortholog_one2one
ENSSSCG00000033025	ENSBTAG00000001395	ortholog_one2one
ENSSSCG00000033849	ENSBTAG00000011421	ortholog_one2one
ENSSSCG00000017893	ENSBTAG00000002981	ortholog_one2one
ENSSSCG00000039109	ENSBTAG00000010144	ortholog_one2one
ENSSSCG00000007649	ENSBTAG00000008869	ortholog_one2one
ENSSSCG00000024791	ENSBTAG00000002302	ortholog_one2one
ENSSSCG00000010387	ENSBTAG00000047402	ortholog_one2one
ENSSSCG00000023357	ENSBTAG00000011789	ortholog_one2one
ENSSSCG00000030679	ENSBTAG00000016062	ortholog_one2one
ENSSSCG00000038670	ENSBTAG00000054499	ortholog_one2one
ENSSSCG00000012828	ENSBTAG00000033702	ortholog_one2one
ENSSSCG00000034039	ENSBTAG00000032914	ortholog_one2many
ENSSSCG00000034039	ENSBTAG00000002355	ortholog_one2many
ENSSSCG00000034039	ENSBTAG00000032902	ortholog_one2many
ENSSSCG00000036822	ENSBTAG00000006042	ortholog_one2one
ENSSSCG00000002747	ENSBTAG00000013266	ortholog_one2one
ENSSSCG00000017414	ENSBTAG00000044019	ortholog_one2one
ENSSSCG00000004201	ENSBTAG00000040543	ortholog_one2one
ENSSSCG00000038968	ENSBTAG00000053105	ortholog_one2one
ENSSSCG00000022026	ENSBTAG00000008318	ortholog_one2one
ENSSSCG00000014163	ENSBTAG00000006107	ortholog_one2one
ENSSSCG00000006090	ENSBTAG00000001522	ortholog_one2one
ENSSSCG00000014727	ENSBTAG00000038748	ortholog_many2many
ENSSSCG00000014727	ENSBTAG00000047356	ortholog_many2many
ENSSSCG00000014727	ENSBTAG00000052199	ortholog_many2many
ENSSSCG00000014727	ENSBTAG00000049600	ortholog_many2many
ENSSSCG00000014727	ENSBTAG00000037644	ortholog_many2many
ENSSSCG00000008009	ENSBTAG00000019745	ortholog_one2one
ENSSSCG00000013310	ENSBTAG00000027577	ortholog_one2one
ENSSSCG00000007650	ENSBTAG00000010496	ortholog_one2one
ENSSSCG00000004996	ENSBTAG00000020042	ortholog_one2one
ENSSSCG00000004202	ENSBTAG00000021361	ortholog_one2one
ENSSSCG00000022569	ENSBTAG00000005800	ortholog_one2one
ENSSSCG00000040778	ENSBTAG00000002316	ortholog_one2one
ENSSSCG00000002396	ENSBTAG00000002706	ortholog_one2one
ENSSSCG00000016691	ENSBTAG00000019024	ortholog_one2one
ENSSSCG00000001782	ENSBTAG00000032951	ortholog_one2one
ENSSSCG00000021026	ENSBTAG00000005300	ortholog_one2one
ENSSSCG00000025568	ENSBTAG00000016349	ortholog_one2one
ENSSSCG00000003699	ENSBTAG00000008275	ortholog_one2one
ENSSSCG00000017416	ENSBTAG00000046580	ortholog_one2one
ENSSSCG00000017894	ENSBTAG00000015656	ortholog_one2one
ENSSSCG00000006720	ENSBTAG00000000123	ortholog_one2one
ENSSSCG00000032728	ENSBTAG00000015801	ortholog_one2one
ENSSSCG00000036777	ENSBTAG00000037751	ortholog_one2many
ENSSSCG00000036777	ENSBTAG00000039178	ortholog_one2many
ENSSSCG00000001049	ENSBTAG00000001252	ortholog_one2one
ENSSSCG00000011708	ENSBTAG00000018402	ortholog_one2one
ENSSSCG00000013760	ENSBTAG00000006064	ortholog_one2one
ENSSSCG00000025792	ENSBTAG00000019362	ortholog_one2one
ENSSSCG00000007478	ENSBTAG00000007962	ortholog_one2one
ENSSSCG00000010861	ENSBTAG00000021880	ortholog_one2one
ENSSSCG00000031091	ENSBTAG00000052637	ortholog_one2one
ENSSSCG00000034958	ENSBTAG00000020432	ortholog_one2one
ENSSSCG00000000167	ENSBTAG00000000147	ortholog_one2one
ENSSSCG00000027765	ENSBTAG00000039117	ortholog_one2one
ENSSSCG00000012018	ENSBTAG00000000588	ortholog_one2one
ENSSSCG00000027176	ENSBTAG00000003501	ortholog_one2one
ENSSSCG00000038929	ENSBTAG00000007431	ortholog_one2one
ENSSSCG00000008010	ENSBTAG00000019743	ortholog_one2one
ENSSSCG00000015305	ENSBTAG00000032166	ortholog_one2one
ENSSSCG00000034943	ENSBTAG00000007687	ortholog_one2one
ENSSSCG00000023665	ENSBTAG00000007039	ortholog_one2one
ENSSSCG00000016692	ENSBTAG00000019020	ortholog_one2one
ENSSSCG00000016123	ENSBTAG00000010293	ortholog_one2one
ENSSSCG00000031530	ENSBTAG00000020431	ortholog_one2one
ENSSSCG00000024463	ENSBTAG00000021026	ortholog_one2one
ENSSSCG00000003455	ENSBTAG00000002408	ortholog_one2one
