gene_ID_ssc gene_ID_oar
ENSSSCG00000008311 ENSOARG00000011582
ENSSSCG00000008312 ENSOARG00000011500
ENSSSCG00000008314 ENSOARG00000011319
ENSSSCG00000008316 ENSOARG00000011353
ENSSSCG00000008317 ENSOARG00000011341
ENSSSCG00000008318 ENSOARG00000011249
ENSSSCG00000008319 ENSOARG00000011236
ENSSSCG00000008321 ENSOARG00000011205
ENSSSCG00000008326 ENSOARG00000011111
ENSSSCG00000008332 ENSOARG00000019727
ENSSSCG00000008334 ENSOARG00000019742
ENSSSCG00000008335 ENSOARG00000019759
ENSSSCG00000008336 ENSOARG00000019781
ENSSSCG00000008337 ENSOARG00000019784
ENSSSCG00000008339 ENSOARG00000019823
ENSSSCG00000008340 ENSOARG00000019828
ENSSSCG00000008344 ENSOARG00000019876
ENSSSCG00000008346 ENSOARG00000019897
ENSSSCG00000008347 ENSOARG00000019899
ENSSSCG00000008348 ENSOARG00000019902
ENSSSCG00000008349 ENSOARG00000019907
ENSSSCG00000008352 ENSOARG00000019914
ENSSSCG00000008353 ENSOARG00000019929
ENSSSCG00000008357 ENSOARG00000019984
ENSSSCG00000008358 ENSOARG00000019990
ENSSSCG00000008359 ENSOARG00000019997
ENSSSCG00000008360 ENSOARG00000020001
ENSSSCG00000008363 ENSOARG00000020010
ENSSSCG00000008368 ENSOARG00000020061
ENSSSCG00000008372 ENSOARG00000020108
ENSSSCG00000008374 ENSOARG00000019548
ENSSSCG00000008376 ENSOARG00000020137
ENSSSCG00000008377 ENSOARG00000009285
ENSSSCG00000008377 ENSOARG00000020154
ENSSSCG00000008378 ENSOARG00000020170
ENSSSCG00000008382 ENSOARG00000020221
ENSSSCG00000008383 ENSOARG00000020279
ENSSSCG00000008384 ENSOARG00000020283
ENSSSCG00000008385 ENSOARG00000001316
ENSSSCG00000008386 ENSOARG00000001199
ENSSSCG00000008387 ENSOARG00000001290
ENSSSCG00000008388 ENSOARG00000001457
ENSSSCG00000008389 ENSOARG00000001563
ENSSSCG00000008392 ENSOARG00000001663
ENSSSCG00000008394 ENSOARG00000001759
ENSSSCG00000008395 ENSOARG00000001844
ENSSSCG00000008396 ENSOARG00000001966
ENSSSCG00000008397 ENSOARG00000002053
ENSSSCG00000008398 ENSOARG00000002292
ENSSSCG00000008400 ENSOARG00000002309
ENSSSCG00000008400 ENSOARG00000004742
ENSSSCG00000008402 ENSOARG00000002758
ENSSSCG00000008404 ENSOARG00000002596
ENSSSCG00000008406 ENSOARG00000002400
ENSSSCG00000008410 ENSOARG00000003590
ENSSSCG00000008412 ENSOARG00000003753
ENSSSCG00000008413 ENSOARG00000016114
ENSSSCG00000008414 ENSOARG00000004003
ENSSSCG00000008415 ENSOARG00000004097
ENSSSCG00000008421 ENSOARG00000004455
ENSSSCG00000008423 ENSOARG00000004673
ENSSSCG00000008427 ENSOARG00000005118
ENSSSCG00000008428 ENSOARG00000005136
ENSSSCG00000008429 ENSOARG00000005218
ENSSSCG00000008433 ENSOARG00000005311
ENSSSCG00000008434 ENSOARG00000005419
ENSSSCG00000008437 ENSOARG00000016171
ENSSSCG00000008440 ENSOARG00000005537
ENSSSCG00000008441 ENSOARG00000016196
ENSSSCG00000008442 ENSOARG00000005641
ENSSSCG00000008443 ENSOARG00000005722
ENSSSCG00000008444 ENSOARG00000005847
ENSSSCG00000008445 ENSOARG00000005958
ENSSSCG00000008446 ENSOARG00000006034
ENSSSCG00000008447 ENSOARG00000006111
ENSSSCG00000008448 ENSOARG00000006193
ENSSSCG00000008449 ENSOARG00000006308
ENSSSCG00000008451 ENSOARG00000006389
ENSSSCG00000008453 ENSOARG00000006677
ENSSSCG00000008456 ENSOARG00000006930
ENSSSCG00000008464 ENSOARG00000006350
ENSSSCG00000008464 ENSOARG00000007373
ENSSSCG00000008465 ENSOARG00000007454
ENSSSCG00000008466 ENSOARG00000007463
ENSSSCG00000008466 ENSOARG00000017809
ENSSSCG00000008467 ENSOARG00000007545
ENSSSCG00000008468 ENSOARG00000007663
ENSSSCG00000008470 ENSOARG00000007841
ENSSSCG00000008474 ENSOARG00000011310
ENSSSCG00000008475 ENSOARG00000008162
ENSSSCG00000008478 ENSOARG00000008423
ENSSSCG00000008479 ENSOARG00000008640
ENSSSCG00000008480 ENSOARG00000020192
ENSSSCG00000008482 ENSOARG00000008751
ENSSSCG00000008483 ENSOARG00000016346
ENSSSCG00000008484 ENSOARG00000008771
ENSSSCG00000008485 ENSOARG00000020868
ENSSSCG00000008486 ENSOARG00000008843
ENSSSCG00000008487 ENSOARG00000009069
ENSSSCG00000008491 ENSOARG00000009260
ENSSSCG00000008493 ENSOARG00000009540
ENSSSCG00000008494 ENSOARG00000009428
ENSSSCG00000008495 ENSOARG00000009342
ENSSSCG00000008496 ENSOARG00000009740
ENSSSCG00000008497 ENSOARG00000009846
ENSSSCG00000008498 ENSOARG00000009946
ENSSSCG00000008499 ENSOARG00000010066
ENSSSCG00000008501 ENSOARG00000010088
ENSSSCG00000008503 ENSOARG00000010108
ENSSSCG00000008504 ENSOARG00000010127
ENSSSCG00000008508 ENSOARG00000010294
ENSSSCG00000008509 ENSOARG00000010319
ENSSSCG00000008510 ENSOARG00000010344
ENSSSCG00000008512 ENSOARG00000004755
ENSSSCG00000008512 ENSOARG00000010376
ENSSSCG00000008513 ENSOARG00000010515
ENSSSCG00000008515 ENSOARG00000006172
ENSSSCG00000008515 ENSOARG00000010853
ENSSSCG00000008516 ENSOARG00000002213
ENSSSCG00000008517 ENSOARG00000010758
ENSSSCG00000008518 ENSOARG00000010663
ENSSSCG00000008521 ENSOARG00000010870
ENSSSCG00000008522 ENSOARG00000010953
ENSSSCG00000008524 ENSOARG00000019676
ENSSSCG00000008529 ENSOARG00000019634
ENSSSCG00000008534 ENSOARG00000019566
ENSSSCG00000008535 ENSOARG00000019611
ENSSSCG00000008538 ENSOARG00000019547
ENSSSCG00000008540 ENSOARG00000019544
ENSSSCG00000008544 ENSOARG00000019376
ENSSSCG00000008545 ENSOARG00000019385
ENSSSCG00000008546 ENSOARG00000019399
ENSSSCG00000008548 ENSOARG00000019410
ENSSSCG00000008549 ENSOARG00000019434
ENSSSCG00000008550 ENSOARG00000019186
ENSSSCG00000008553 ENSOARG00000019141
ENSSSCG00000008554 ENSOARG00000019121
ENSSSCG00000008555 ENSOARG00000019115
ENSSSCG00000008556 ENSOARG00000019111
ENSSSCG00000008557 ENSOARG00000019087
ENSSSCG00000008558 ENSOARG00000019066
ENSSSCG00000008559 ENSOARG00000019049
ENSSSCG00000008560 ENSOARG00000019004
ENSSSCG00000008562 ENSOARG00000018995
ENSSSCG00000008563 ENSOARG00000018988
ENSSSCG00000008564 ENSOARG00000018962
ENSSSCG00000008565 ENSOARG00000018933
ENSSSCG00000008568 ENSOARG00000018813
ENSSSCG00000008569 ENSOARG00000018680
ENSSSCG00000008570 ENSOARG00000018725
ENSSSCG00000008571 ENSOARG00000018593
ENSSSCG00000008572 ENSOARG00000018530
ENSSSCG00000008573 ENSOARG00000018516
ENSSSCG00000008574 ENSOARG00000018463
ENSSSCG00000008575 ENSOARG00000018413
ENSSSCG00000008576 ENSOARG00000018354
ENSSSCG00000008577 ENSOARG00000018127
ENSSSCG00000008578 ENSOARG00000018077
ENSSSCG00000008581 ENSOARG00000018040
ENSSSCG00000008582 ENSOARG00000017896
ENSSSCG00000008583 ENSOARG00000017925
ENSSSCG00000008584 ENSOARG00000017832
ENSSSCG00000008585 ENSOARG00000017841
ENSSSCG00000008586 ENSOARG00000017824
ENSSSCG00000008587 ENSOARG00000017819
ENSSSCG00000008589 ENSOARG00000017755
ENSSSCG00000008590 ENSOARG00000017740
ENSSSCG00000008591 ENSOARG00000017605
ENSSSCG00000008593 ENSOARG00000017497
ENSSSCG00000008595 ENSOARG00000017402
ENSSSCG00000008599 ENSOARG00000017290
ENSSSCG00000008600 ENSOARG00000017236
ENSSSCG00000008601 ENSOARG00000017166
ENSSSCG00000008602 ENSOARG00000017115
ENSSSCG00000008603 ENSOARG00000017103
ENSSSCG00000008604 ENSOARG00000017021
ENSSSCG00000008606 ENSOARG00000016880
ENSSSCG00000008607 ENSOARG00000016805
ENSSSCG00000008608 ENSOARG00000016788
ENSSSCG00000008613 ENSOARG00000016702
ENSSSCG00000008614 ENSOARG00000016596
ENSSSCG00000008615 ENSOARG00000016578
ENSSSCG00000008617 ENSOARG00000016471
ENSSSCG00000008618 ENSOARG00000016462
ENSSSCG00000008619 ENSOARG00000016369
ENSSSCG00000008621 ENSOARG00000016340
ENSSSCG00000008624 ENSOARG00000016144
ENSSSCG00000008625 ENSOARG00000016129
ENSSSCG00000008629 ENSOARG00000015898
ENSSSCG00000008631 ENSOARG00000015808
ENSSSCG00000008633 ENSOARG00000015676
ENSSSCG00000008634 ENSOARG00000015588
ENSSSCG00000008635 ENSOARG00000015507
ENSSSCG00000008637 ENSOARG00000015201
ENSSSCG00000008638 ENSOARG00000015184
ENSSSCG00000008640 ENSOARG00000015143
ENSSSCG00000008641 ENSOARG00000015165
ENSSSCG00000008642 ENSOARG00000014894
ENSSSCG00000008644 ENSOARG00000014712
ENSSSCG00000008645 ENSOARG00000000921
ENSSSCG00000008645 ENSOARG00000014690
ENSSSCG00000008646 ENSOARG00000014661
ENSSSCG00000008647 ENSOARG00000014636
ENSSSCG00000008648 ENSOARG00000014648
ENSSSCG00000008649 ENSOARG00000014622
ENSSSCG00000008651 ENSOARG00000005442
ENSSSCG00000008661 ENSOARG00000020800
ENSSSCG00000008661 ENSOARG00000020801
ENSSSCG00000008661 ENSOARG00000020807
ENSSSCG00000008664 ENSOARG00000019413
ENSSSCG00000008665 ENSOARG00000010129
ENSSSCG00000008668 ENSOARG00000002641
ENSSSCG00000008675 ENSOARG00000015819
ENSSSCG00000008677 ENSOARG00000015964
ENSSSCG00000008678 ENSOARG00000016060
ENSSSCG00000008681 ENSOARG00000015622
ENSSSCG00000008682 ENSOARG00000015690
ENSSSCG00000008684 ENSOARG00000015456
ENSSSCG00000008689 ENSOARG00000015260
ENSSSCG00000008689 ENSOARG00000015289
ENSSSCG00000008690 ENSOARG00000015178
ENSSSCG00000008692 ENSOARG00000014772
ENSSSCG00000008693 ENSOARG00000014516
ENSSSCG00000008694 ENSOARG00000014418
ENSSSCG00000008695 ENSOARG00000014708
ENSSSCG00000008697 ENSOARG00000014115
ENSSSCG00000008698 ENSOARG00000013598
ENSSSCG00000008700 ENSOARG00000013494
ENSSSCG00000008701 ENSOARG00000013363
ENSSSCG00000008702 ENSOARG00000013502
ENSSSCG00000008709 ENSOARG00000006299
ENSSSCG00000008710 ENSOARG00000006066
ENSSSCG00000008712 ENSOARG00000005642
ENSSSCG00000008720 ENSOARG00000013314
ENSSSCG00000008721 ENSOARG00000012162
ENSSSCG00000008722 ENSOARG00000012470
ENSSSCG00000008723 ENSOARG00000012784
ENSSSCG00000008724 ENSOARG00000012922
ENSSSCG00000008725 ENSOARG00000007216
ENSSSCG00000008727 ENSOARG00000007388
ENSSSCG00000008728 ENSOARG00000007577
ENSSSCG00000008729 ENSOARG00000007661
ENSSSCG00000008730 ENSOARG00000007793
ENSSSCG00000008731 ENSOARG00000007756
ENSSSCG00000008735 ENSOARG00000008465
ENSSSCG00000008737 ENSOARG00000008859
ENSSSCG00000008738 ENSOARG00000008987
ENSSSCG00000008740 ENSOARG00000009374
ENSSSCG00000008741 ENSOARG00000007954
ENSSSCG00000008745 ENSOARG00000009911
ENSSSCG00000008747 ENSOARG00000004016
ENSSSCG00000008748 ENSOARG00000004249
ENSSSCG00000008749 ENSOARG00000004787
ENSSSCG00000008750 ENSOARG00000005043
ENSSSCG00000008753 ENSOARG00000005305
ENSSSCG00000008754 ENSOARG00000005505
ENSSSCG00000008756 ENSOARG00000005891
ENSSSCG00000008758 ENSOARG00000007680
ENSSSCG00000008761 ENSOARG00000008584
ENSSSCG00000008762 ENSOARG00000008918
ENSSSCG00000008765 ENSOARG00000009059
ENSSSCG00000008768 ENSOARG00000009322
ENSSSCG00000008769 ENSOARG00000014729
ENSSSCG00000008770 ENSOARG00000009672
ENSSSCG00000008771 ENSOARG00000009679
ENSSSCG00000008771 ENSOARG00000014428
ENSSSCG00000008772 ENSOARG00000009733
ENSSSCG00000008773 ENSOARG00000009837
ENSSSCG00000008785 ENSOARG00000010269
ENSSSCG00000008787 ENSOARG00000010455
ENSSSCG00000008788 ENSOARG00000011358
ENSSSCG00000008789 ENSOARG00000010723
ENSSSCG00000008792 ENSOARG00000012505
ENSSSCG00000008794 ENSOARG00000000571
ENSSSCG00000008796 ENSOARG00000012711
ENSSSCG00000008799 ENSOARG00000013590
ENSSSCG00000008801 ENSOARG00000013974
ENSSSCG00000008802 ENSOARG00000014117
ENSSSCG00000008803 ENSOARG00000014541
ENSSSCG00000008804 ENSOARG00000014929
ENSSSCG00000008807 ENSOARG00000015231
ENSSSCG00000008808 ENSOARG00000015046
ENSSSCG00000008809 ENSOARG00000015357
ENSSSCG00000008812 ENSOARG00000015932
ENSSSCG00000008813 ENSOARG00000016215
ENSSSCG00000008816 ENSOARG00000016535
ENSSSCG00000008819 ENSOARG00000016822
ENSSSCG00000008820 ENSOARG00000017000
ENSSSCG00000008821 ENSOARG00000017174
ENSSSCG00000008823 ENSOARG00000017345
ENSSSCG00000008824 ENSOARG00000017393
ENSSSCG00000008826 ENSOARG00000017797
ENSSSCG00000008829 ENSOARG00000018118
ENSSSCG00000008830 ENSOARG00000018214
ENSSSCG00000008831 ENSOARG00000018323
ENSSSCG00000008832 ENSOARG00000018415
ENSSSCG00000008834 ENSOARG00000018525
ENSSSCG00000008835 ENSOARG00000018640
ENSSSCG00000008836 ENSOARG00000018700
ENSSSCG00000008838 ENSOARG00000018855
ENSSSCG00000008840 ENSOARG00000018997
ENSSSCG00000008841 ENSOARG00000019070
ENSSSCG00000008842 ENSOARG00000000078
ENSSSCG00000008844 ENSOARG00000001060
ENSSSCG00000008845 ENSOARG00000001390
ENSSSCG00000008852 ENSOARG00000016382
ENSSSCG00000008853 ENSOARG00000016252
ENSSSCG00000008854 ENSOARG00000016153
ENSSSCG00000008855 ENSOARG00000005229
ENSSSCG00000008857 ENSOARG00000016126
ENSSSCG00000008858 ENSOARG00000016002
ENSSSCG00000008866 ENSOARG00000008232
ENSSSCG00000008867 ENSOARG00000006748
ENSSSCG00000008868 ENSOARG00000006881
ENSSSCG00000008869 ENSOARG00000007730
ENSSSCG00000008870 ENSOARG00000007989
ENSSSCG00000008873 ENSOARG00000006033
ENSSSCG00000008874 ENSOARG00000005762
ENSSSCG00000008875 ENSOARG00000004733
ENSSSCG00000008877 ENSOARG00000004036
ENSSSCG00000008878 ENSOARG00000003745
ENSSSCG00000008878 ENSOARG00000013681
ENSSSCG00000008881 ENSOARG00000002302
ENSSSCG00000008887 ENSOARG00000013716
ENSSSCG00000008888 ENSOARG00000013669
ENSSSCG00000008889 ENSOARG00000000234
ENSSSCG00000008890 ENSOARG00000013574
ENSSSCG00000008892 ENSOARG00000001524
ENSSSCG00000008898 ENSOARG00000004859
ENSSSCG00000008899 ENSOARG00000004618
ENSSSCG00000008900 ENSOARG00000004329
ENSSSCG00000008901 ENSOARG00000004185
ENSSSCG00000008901 ENSOARG00000005982
ENSSSCG00000008902 ENSOARG00000003953
ENSSSCG00000008902 ENSOARG00000012848
ENSSSCG00000008903 ENSOARG00000003424
ENSSSCG00000008908 ENSOARG00000001889
ENSSSCG00000008909 ENSOARG00000001602
ENSSSCG00000008913 ENSOARG00000005761
ENSSSCG00000008919 ENSOARG00000006407
ENSSSCG00000008921 ENSOARG00000006829
ENSSSCG00000008923 ENSOARG00000007050
ENSSSCG00000008924 ENSOARG00000007255
ENSSSCG00000008926 ENSOARG00000007770
ENSSSCG00000008927 ENSOARG00000007963
ENSSSCG00000008929 ENSOARG00000008056
ENSSSCG00000008930 ENSOARG00000008194
ENSSSCG00000008935 ENSOARG00000008761
ENSSSCG00000008935 ENSOARG00000008828
ENSSSCG00000008935 ENSOARG00000009148
ENSSSCG00000008935 ENSOARG00000009284
ENSSSCG00000008936 ENSOARG00000011269
ENSSSCG00000008937 ENSOARG00000011393
ENSSSCG00000008938 ENSOARG00000011508
ENSSSCG00000008940 ENSOARG00000011898
ENSSSCG00000008942 ENSOARG00000011975
ENSSSCG00000008943 ENSOARG00000012378
ENSSSCG00000008944 ENSOARG00000018643
ENSSSCG00000008947 ENSOARG00000013420
ENSSSCG00000008948 ENSOARG00000013782
ENSSSCG00000008949 ENSOARG00000013966
ENSSSCG00000008950 ENSOARG00000014129
ENSSSCG00000008952 ENSOARG00000014363
ENSSSCG00000008953 ENSOARG00000014496
ENSSSCG00000008953 ENSOARG00000016940
ENSSSCG00000008957 ENSOARG00000014592
ENSSSCG00000008959 ENSOARG00000014775
ENSSSCG00000008959 ENSOARG00000014841
ENSSSCG00000008959 ENSOARG00000025179
ENSSSCG00000008961 ENSOARG00000014880
ENSSSCG00000008963 ENSOARG00000015052
ENSSSCG00000008965 ENSOARG00000015138
ENSSSCG00000008966 ENSOARG00000015234
ENSSSCG00000008969 ENSOARG00000015272
ENSSSCG00000008970 ENSOARG00000015497
ENSSSCG00000008971 ENSOARG00000015763
ENSSSCG00000008972 ENSOARG00000015945
ENSSSCG00000008973 ENSOARG00000016045
ENSSSCG00000008974 ENSOARG00000016216
ENSSSCG00000008976 ENSOARG00000016372
ENSSSCG00000008978 ENSOARG00000016668
ENSSSCG00000008979 ENSOARG00000016734
ENSSSCG00000008980 ENSOARG00000001517
ENSSSCG00000008980 ENSOARG00000016858
ENSSSCG00000008981 ENSOARG00000017040
ENSSSCG00000008983 ENSOARG00000017181
ENSSSCG00000008984 ENSOARG00000017349
ENSSSCG00000008984 ENSOARG00000017352
ENSSSCG00000008985 ENSOARG00000017421
ENSSSCG00000008986 ENSOARG00000017493
ENSSSCG00000008987 ENSOARG00000017601
ENSSSCG00000008988 ENSOARG00000017649
ENSSSCG00000008989 ENSOARG00000017771
ENSSSCG00000008990 ENSOARG00000017813
ENSSSCG00000008991 ENSOARG00000018254
ENSSSCG00000008993 ENSOARG00000015009
ENSSSCG00000008994 ENSOARG00000016406
ENSSSCG00000008995 ENSOARG00000002296
ENSSSCG00000008995 ENSOARG00000009582
ENSSSCG00000008995 ENSOARG00000016491
ENSSSCG00000008997 ENSOARG00000000291
ENSSSCG00000008998 ENSOARG00000016733
ENSSSCG00000009002 ENSOARG00000015044
ENSSSCG00000009004 ENSOARG00000001680
ENSSSCG00000009007 ENSOARG00000002381
ENSSSCG00000009009 ENSOARG00000003004
ENSSSCG00000009010 ENSOARG00000003643
ENSSSCG00000009011 ENSOARG00000003385
ENSSSCG00000009012 ENSOARG00000003733
ENSSSCG00000009015 ENSOARG00000004355
ENSSSCG00000009017 ENSOARG00000005025
ENSSSCG00000009018 ENSOARG00000005309
ENSSSCG00000009019 ENSOARG00000006821
ENSSSCG00000009019 ENSOARG00000019583
ENSSSCG00000009019 ENSOARG00000020382
ENSSSCG00000009021 ENSOARG00000005862
ENSSSCG00000009022 ENSOARG00000015075
ENSSSCG00000009023 ENSOARG00000006787
ENSSSCG00000009029 ENSOARG00000007284
ENSSSCG00000009030 ENSOARG00000007667
ENSSSCG00000009031 ENSOARG00000008169
ENSSSCG00000009035 ENSOARG00000008411
ENSSSCG00000009037 ENSOARG00000008579
ENSSSCG00000009039 ENSOARG00000008850
ENSSSCG00000009040 ENSOARG00000009089
ENSSSCG00000009042 ENSOARG00000009303
ENSSSCG00000009043 ENSOARG00000009714
ENSSSCG00000009045 ENSOARG00000010036
ENSSSCG00000009047 ENSOARG00000010589
ENSSSCG00000009048 ENSOARG00000010978
ENSSSCG00000009049 ENSOARG00000011407
ENSSSCG00000009050 ENSOARG00000011798
ENSSSCG00000009051 ENSOARG00000012119
ENSSSCG00000009052 ENSOARG00000012172
ENSSSCG00000009053 ENSOARG00000012236
ENSSSCG00000009055 ENSOARG00000012281
ENSSSCG00000009060 ENSOARG00000012912
ENSSSCG00000009061 ENSOARG00000013690
ENSSSCG00000009062 ENSOARG00000013893
ENSSSCG00000009071 ENSOARG00000015126
ENSSSCG00000009072 ENSOARG00000015225
ENSSSCG00000009074 ENSOARG00000015500
ENSSSCG00000009074 ENSOARG00000017545
ENSSSCG00000009075 ENSOARG00000015603
ENSSSCG00000009077 ENSOARG00000015691
ENSSSCG00000009078 ENSOARG00000016119
ENSSSCG00000009079 ENSOARG00000016297
ENSSSCG00000009083 ENSOARG00000017093
ENSSSCG00000009084 ENSOARG00000017222
ENSSSCG00000009085 ENSOARG00000017455
ENSSSCG00000009087 ENSOARG00000017881
ENSSSCG00000009089 ENSOARG00000000116
ENSSSCG00000009090 ENSOARG00000000316
ENSSSCG00000009092 ENSOARG00000001072
ENSSSCG00000009093 ENSOARG00000013909
ENSSSCG00000009096 ENSOARG00000014520
ENSSSCG00000009097 ENSOARG00000014830
ENSSSCG00000009098 ENSOARG00000015085
ENSSSCG00000009100 ENSOARG00000015256
ENSSSCG00000009101 ENSOARG00000015473
ENSSSCG00000009105 ENSOARG00000001596
ENSSSCG00000009106 ENSOARG00000016017
ENSSSCG00000009111 ENSOARG00000016878
ENSSSCG00000009112 ENSOARG00000016964
ENSSSCG00000009113 ENSOARG00000017247
ENSSSCG00000009114 ENSOARG00000017447
ENSSSCG00000009115 ENSOARG00000017811
ENSSSCG00000009120 ENSOARG00000002029
ENSSSCG00000009122 ENSOARG00000018284
ENSSSCG00000009125 ENSOARG00000000537
ENSSSCG00000009126 ENSOARG00000005297
ENSSSCG00000009126 ENSOARG00000025176
ENSSSCG00000009128 ENSOARG00000003104
ENSSSCG00000009129 ENSOARG00000000306
ENSSSCG00000009132 ENSOARG00000003714
ENSSSCG00000009135 ENSOARG00000004537
ENSSSCG00000009136 ENSOARG00000004761
ENSSSCG00000009137 ENSOARG00000004910
ENSSSCG00000009138 ENSOARG00000005291
ENSSSCG00000009140 ENSOARG00000005842
ENSSSCG00000009141 ENSOARG00000006049
ENSSSCG00000009142 ENSOARG00000006459
ENSSSCG00000009144 ENSOARG00000007512
ENSSSCG00000009145 ENSOARG00000007776
ENSSSCG00000009146 ENSOARG00000007855
ENSSSCG00000009148 ENSOARG00000008064
ENSSSCG00000009150 ENSOARG00000008236
ENSSSCG00000009151 ENSOARG00000008403
ENSSSCG00000009152 ENSOARG00000008597
ENSSSCG00000009157 ENSOARG00000010632
ENSSSCG00000009160 ENSOARG00000010861
ENSSSCG00000009162 ENSOARG00000011972
ENSSSCG00000009164 ENSOARG00000012122
ENSSSCG00000009166 ENSOARG00000012289
ENSSSCG00000009169 ENSOARG00000013238
ENSSSCG00000009172 ENSOARG00000013623
ENSSSCG00000009176 ENSOARG00000014092
ENSSSCG00000009177 ENSOARG00000014034
ENSSSCG00000009178 ENSOARG00000013955
ENSSSCG00000009179 ENSOARG00000014738
ENSSSCG00000009180 ENSOARG00000015119
ENSSSCG00000009181 ENSOARG00000015200
ENSSSCG00000009182 ENSOARG00000015390
ENSSSCG00000009184 ENSOARG00000000738
ENSSSCG00000009184 ENSOARG00000002151
ENSSSCG00000009185 ENSOARG00000015738
ENSSSCG00000009186 ENSOARG00000015814
ENSSSCG00000009188 ENSOARG00000016551
ENSSSCG00000009192 ENSOARG00000017443
ENSSSCG00000009193 ENSOARG00000017851
ENSSSCG00000009194 ENSOARG00000017685
ENSSSCG00000009196 ENSOARG00000018209
ENSSSCG00000009197 ENSOARG00000018241
ENSSSCG00000009202 ENSOARG00000018398
ENSSSCG00000009203 ENSOARG00000018510
ENSSSCG00000009208 ENSOARG00000000117
ENSSSCG00000009215 ENSOARG00000001914
ENSSSCG00000009216 ENSOARG00000002590
ENSSSCG00000009217 ENSOARG00000002335
ENSSSCG00000009219 ENSOARG00000002944
ENSSSCG00000009220 ENSOARG00000005174
ENSSSCG00000009221 ENSOARG00000005089
ENSSSCG00000009222 ENSOARG00000005006
ENSSSCG00000009225 ENSOARG00000004779
ENSSSCG00000009226 ENSOARG00000004639
ENSSSCG00000009228 ENSOARG00000003887
ENSSSCG00000009229 ENSOARG00000003828
ENSSSCG00000009230 ENSOARG00000003468
ENSSSCG00000009231 ENSOARG00000003211
ENSSSCG00000009232 ENSOARG00000003161
ENSSSCG00000009233 ENSOARG00000003059
ENSSSCG00000009234 ENSOARG00000002878
ENSSSCG00000009236 ENSOARG00000002630
ENSSSCG00000009237 ENSOARG00000002360
ENSSSCG00000009238 ENSOARG00000002261
ENSSSCG00000009239 ENSOARG00000002231
ENSSSCG00000009240 ENSOARG00000002173
ENSSSCG00000009241 ENSOARG00000002026
ENSSSCG00000009242 ENSOARG00000001916
ENSSSCG00000009243 ENSOARG00000001821
ENSSSCG00000009244 ENSOARG00000001565
ENSSSCG00000009245 ENSOARG00000001249
ENSSSCG00000009246 ENSOARG00000000926
ENSSSCG00000009249 ENSOARG00000000579
ENSSSCG00000009250 ENSOARG00000019073
ENSSSCG00000009256 ENSOARG00000018889
ENSSSCG00000009258 ENSOARG00000007829
ENSSSCG00000009259 ENSOARG00000018831
ENSSSCG00000009261 ENSOARG00000010477
ENSSSCG00000009262 ENSOARG00000010276
ENSSSCG00000009266 ENSOARG00000011002
ENSSSCG00000009267 ENSOARG00000011084
ENSSSCG00000009268 ENSOARG00000013937
ENSSSCG00000009270 ENSOARG00000013877
ENSSSCG00000009276 ENSOARG00000013784
ENSSSCG00000009278 ENSOARG00000013453
ENSSSCG00000009281 ENSOARG00000013430
ENSSSCG00000009283 ENSOARG00000013366
ENSSSCG00000009290 ENSOARG00000013328
ENSSSCG00000009293 ENSOARG00000013232
ENSSSCG00000009298 ENSOARG00000012732
ENSSSCG00000009300 ENSOARG00000012699
ENSSSCG00000009301 ENSOARG00000017026
ENSSSCG00000009302 ENSOARG00000012677
ENSSSCG00000009303 ENSOARG00000003761
ENSSSCG00000009305 ENSOARG00000012551
ENSSSCG00000009308 ENSOARG00000012494
ENSSSCG00000009310 ENSOARG00000017005
ENSSSCG00000009314 ENSOARG00000012379
ENSSSCG00000009316 ENSOARG00000012428
ENSSSCG00000009317 ENSOARG00000012435
ENSSSCG00000009319 ENSOARG00000012298
ENSSSCG00000009320 ENSOARG00000012180
ENSSSCG00000009322 ENSOARG00000012100
ENSSSCG00000009326 ENSOARG00000011926
ENSSSCG00000009330 ENSOARG00000011856
ENSSSCG00000009331 ENSOARG00000011803
ENSSSCG00000009333 ENSOARG00000011790
ENSSSCG00000009334 ENSOARG00000011756
ENSSSCG00000009335 ENSOARG00000011694
ENSSSCG00000009336 ENSOARG00000011653
ENSSSCG00000009338 ENSOARG00000011408
ENSSSCG00000009345 ENSOARG00000010917
ENSSSCG00000009347 ENSOARG00000010855
ENSSSCG00000009348 ENSOARG00000010770
ENSSSCG00000009349 ENSOARG00000010697
ENSSSCG00000009351 ENSOARG00000006073
ENSSSCG00000009354 ENSOARG00000010389
ENSSSCG00000009357 ENSOARG00000010293
ENSSSCG00000009358 ENSOARG00000010229
ENSSSCG00000009359 ENSOARG00000010140
ENSSSCG00000009360 ENSOARG00000010275
ENSSSCG00000009361 ENSOARG00000010041
ENSSSCG00000009362 ENSOARG00000009964
ENSSSCG00000009364 ENSOARG00000009812
ENSSSCG00000009369 ENSOARG00000009574
ENSSSCG00000009372 ENSOARG00000009534
ENSSSCG00000009373 ENSOARG00000009523
ENSSSCG00000009374 ENSOARG00000009449
ENSSSCG00000009377 ENSOARG00000009388
ENSSSCG00000009378 ENSOARG00000009289
ENSSSCG00000009379 ENSOARG00000009224
ENSSSCG00000009380 ENSOARG00000009157
ENSSSCG00000009381 ENSOARG00000009109
ENSSSCG00000009383 ENSOARG00000005995
ENSSSCG00000009384 ENSOARG00000008887
ENSSSCG00000009385 ENSOARG00000008852
