gene_ID_ssc	gene_ID_oar	homology_type
ENSSSCG00000009408	ENSOARG00000008014	ortholog_one2one
ENSSSCG00000040187	ENSOARG00000012765	ortholog_one2many
ENSSSCG00000024999	ENSOARG00000018505	ortholog_one2one
ENSSSCG00000008069	ENSOARG00000008299	ortholog_one2one
ENSSSCG00000017479	ENSOARG00000013998	ortholog_one2one
ENSSSCG00000024926	ENSOARG00000010137	ortholog_one2one
ENSSSCG00000013340	ENSOARG00000014295	ortholog_one2one
ENSSSCG00000031373	ENSOARG00000014420	ortholog_one2one
ENSSSCG00000020743	ENSOARG00000013938	ortholog_one2one
ENSSSCG00000025119	ENSOARG00000014313	ortholog_one2one
ENSSSCG00000006761	ENSOARG00000019933	ortholog_one2one
ENSSSCG00000022830	ENSOARG00000019155	ortholog_one2one
ENSSSCG00000035808	ENSOARG00000017575	ortholog_one2many
ENSSSCG00000014812	ENSOARG00000004298	ortholog_one2one
ENSSSCG00000009266	ENSOARG00000011002	ortholog_one2one
ENSSSCG00000017112	ENSOARG00000016170	ortholog_one2one
ENSSSCG00000010444	ENSOARG00000014573	ortholog_one2one
ENSSSCG00000008521	ENSOARG00000010870	ortholog_one2one
ENSSSCG00000003486	ENSOARG00000002916	ortholog_one2one
ENSSSCG00000043872	ENSOARG00000016318	ortholog_many2many
ENSSSCG00000043872	ENSOARG00000019092	ortholog_many2many
ENSSSCG00000003204	ENSOARG00000013708	ortholog_one2one
ENSSSCG00000036356	ENSOARG00000013148	ortholog_one2one
ENSSSCG00000006762	ENSOARG00000019928	ortholog_one2one
ENSSSCG00000010445	ENSOARG00000014657	ortholog_one2one
ENSSSCG00000016156	ENSOARG00000019178	ortholog_one2one
ENSSSCG00000009934	ENSOARG00000015859	ortholog_one2one
ENSSSCG00000047156	ENSOARG00000011035	ortholog_one2one
ENSSSCG00000038943	ENSOARG00000018432	ortholog_one2one
ENSSSCG00000008070	ENSOARG00000008217	ortholog_one2one
ENSSSCG00000017478	ENSOARG00000013357	ortholog_one2one
ENSSSCG00000036608	ENSOARG00000012765	ortholog_one2many
ENSSSCG00000010446	ENSOARG00000014740	ortholog_one2one
ENSSSCG00000009267	ENSOARG00000011084	ortholog_one2one
ENSSSCG00000003721	ENSOARG00000006975	ortholog_one2one
ENSSSCG00000022034	ENSOARG00000004482	ortholog_one2one
ENSSSCG00000002425	ENSOARG00000003163	ortholog_one2one
ENSSSCG00000011342	ENSOARG00000002897	ortholog_one2one
ENSSSCG00000015771	ENSOARG00000006852	ortholog_one2one
ENSSSCG00000016734	ENSOARG00000014174	ortholog_one2one
ENSSSCG00000007681	ENSOARG00000014629	ortholog_one2one
ENSSSCG00000012408	ENSOARG00000017715	ortholog_one2one
ENSSSCG00000046648	ENSOARG00000012799	ortholog_one2one
ENSSSCG00000034607	ENSOARG00000008277	ortholog_one2one
ENSSSCG00000001814	ENSOARG00000013053	ortholog_one2one
ENSSSCG00000017116	ENSOARG00000016205	ortholog_one2one
ENSSSCG00000025316	ENSOARG00000003192	ortholog_one2one
ENSSSCG00000015320	ENSOARG00000000708	ortholog_one2one
ENSSSCG00000009935	ENSOARG00000015998	ortholog_one2one
ENSSSCG00000017477	ENSOARG00000013239	ortholog_one2one
ENSSSCG00000033464	ENSOARG00000011057	ortholog_one2many
ENSSSCG00000036607	ENSOARG00000008031	ortholog_one2one
ENSSSCG00000038970	ENSOARG00000019924	ortholog_one2one
ENSSSCG00000031696	ENSOARG00000000872	ortholog_one2one
ENSSSCG00000008073	ENSOARG00000008263	ortholog_one2one
ENSSSCG00000023775	ENSOARG00000004242	ortholog_one2many
ENSSSCG00000023775	ENSOARG00000020149	ortholog_one2many
ENSSSCG00000040180	ENSOARG00000010236	ortholog_one2one
ENSSSCG00000036435	ENSOARG00000000841	ortholog_one2one
ENSSSCG00000008936	ENSOARG00000011269	ortholog_one2one
ENSSSCG00000005024	ENSOARG00000020686	ortholog_one2one
ENSSSCG00000015772	ENSOARG00000006863	ortholog_one2one
ENSSSCG00000001073	ENSOARG00000010837	ortholog_one2one
ENSSSCG00000017121	ENSOARG00000016211	ortholog_one2one
ENSSSCG00000004535	ENSOARG00000005018	ortholog_one2one
ENSSSCG00000037710	ENSOARG00000013717	ortholog_one2one
ENSSSCG00000020876	ENSOARG00000017682	ortholog_one2one
ENSSSCG00000000649	ENSOARG00000021016	ortholog_one2one
ENSSSCG00000015323	ENSOARG00000001035	ortholog_one2one
ENSSSCG00000009410	ENSOARG00000007942	ortholog_one2one
ENSSSCG00000003722	ENSOARG00000006907	ortholog_one2one
ENSSSCG00000008072	ENSOARG00000008249	ortholog_one2one
ENSSSCG00000013714	ENSOARG00000013067	ortholog_one2many
ENSSSCG00000023312	ENSOARG00000017735	ortholog_one2one
ENSSSCG00000009936	ENSOARG00000016041	ortholog_one2many
ENSSSCG00000039745	ENSOARG00000018475	ortholog_one2one
ENSSSCG00000017476	ENSOARG00000013133	ortholog_one2one
ENSSSCG00000006764	ENSOARG00000019888	ortholog_one2one
ENSSSCG00000039751	ENSOARG00000018834	ortholog_one2one
ENSSSCG00000015322	ENSOARG00000000918	ortholog_one2one
ENSSSCG00000014811	ENSOARG00000004577	ortholog_one2one
ENSSSCG00000013341	ENSOARG00000007473	ortholog_one2one
ENSSSCG00000045115	ENSOARG00000013067	ortholog_one2many
ENSSSCG00000017119	ENSOARG00000016392	ortholog_one2one
ENSSSCG00000021834	ENSOARG00000005908	ortholog_one2one
ENSSSCG00000025114	ENSOARG00000018401	ortholog_one2one
ENSSSCG00000007521	ENSOARG00000016255	ortholog_one2one
ENSSSCG00000000651	ENSOARG00000021025	ortholog_one2one
ENSSSCG00000005023	ENSOARG00000020679	ortholog_one2one
ENSSSCG00000010447	ENSOARG00000014814	ortholog_one2one
ENSSSCG00000010882	ENSOARG00000003967	ortholog_one2one
ENSSSCG00000034090	ENSOARG00000012943	ortholog_one2one
ENSSSCG00000006125	ENSOARG00000010333	ortholog_one2one
ENSSSCG00000016742	ENSOARG00000014216	ortholog_one2one
ENSSSCG00000008937	ENSOARG00000011393	ortholog_one2one
ENSSSCG00000050590	ENSOARG00000016430	ortholog_one2one
ENSSSCG00000028855	ENSOARG00000003146	ortholog_one2one
ENSSSCG00000036385	ENSOARG00000020236	ortholog_one2many
ENSSSCG00000036385	ENSOARG00000001206	ortholog_one2many
ENSSSCG00000017118	ENSOARG00000016401	ortholog_one2one
ENSSSCG00000001074	ENSOARG00000010531	ortholog_one2one
ENSSSCG00000027407	ENSOARG00000013801	ortholog_one2one
ENSSSCG00000036933	ENSOARG00000013027	ortholog_one2one
ENSSSCG00000005025	ENSOARG00000020691	ortholog_one2one
ENSSSCG00000022823	ENSOARG00000018527	ortholog_one2one
ENSSSCG00000027613	ENSOARG00000008072	ortholog_one2one
ENSSSCG00000009938	ENSOARG00000016873	ortholog_one2one
ENSSSCG00000028549	ENSOARG00000008233	ortholog_one2one
ENSSSCG00000008522	ENSOARG00000010953	ortholog_one2one
ENSSSCG00000002426	ENSOARG00000012351	ortholog_one2many
ENSSSCG00000002426	ENSOARG00000003198	ortholog_one2many
ENSSSCG00000016157	ENSOARG00000019190	ortholog_one2one
ENSSSCG00000009940	ENSOARG00000016925	ortholog_one2one
ENSSSCG00000024285	ENSOARG00000010397	ortholog_one2one
ENSSSCG00000007522	ENSOARG00000016127	ortholog_one2one
ENSSSCG00000024062	ENSOARG00000010724	ortholog_one2one
ENSSSCG00000038779	ENSOARG00000018607	ortholog_one2one
ENSSSCG00000030154	ENSOARG00000019870	ortholog_one2one
ENSSSCG00000032917	ENSOARG00000017038	ortholog_one2one
ENSSSCG00000032506	ENSOARG00000013237	ortholog_one2one
ENSSSCG00000007523	ENSOARG00000016089	ortholog_one2one
ENSSSCG00000005582	ENSOARG00000013864	ortholog_one2many
ENSSSCG00000005582	ENSOARG00000018025	ortholog_one2many
ENSSSCG00000035969	ENSOARG00000012886	ortholog_one2one
ENSSSCG00000015774	ENSOARG00000006939	ortholog_one2one
ENSSSCG00000031155	ENSOARG00000018544	ortholog_one2one
ENSSSCG00000007524	ENSOARG00000016080	ortholog_one2one
ENSSSCG00000007682	ENSOARG00000014551	ortholog_one2one
ENSSSCG00000031940	ENSOARG00000007558	ortholog_one2one
ENSSSCG00000017120	ENSOARG00000016443	ortholog_one2one
ENSSSCG00000029652	ENSOARG00000018336	ortholog_one2one
ENSSSCG00000038422	ENSOARG00000020695	ortholog_one2one
ENSSSCG00000030204	ENSOARG00000008204	ortholog_one2one
ENSSSCG00000029251	ENSOARG00000002814	ortholog_one2one
ENSSSCG00000009941	ENSOARG00000017213	ortholog_one2one
ENSSSCG00000009411	ENSOARG00000007900	ortholog_one2one
ENSSSCG00000007525	ENSOARG00000016055	ortholog_one2many
ENSSSCG00000051013	ENSOARG00000000672	ortholog_one2many
ENSSSCG00000001816	ENSOARG00000012875	ortholog_one2one
ENSSSCG00000008938	ENSOARG00000011508	ortholog_one2one
ENSSSCG00000004232	ENSOARG00000008112	ortholog_one2one
ENSSSCG00000016738	ENSOARG00000014302	ortholog_one2one
ENSSSCG00000010884	ENSOARG00000003802	ortholog_one2many
ENSSSCG00000040006	ENSOARG00000000672	ortholog_one2many
ENSSSCG00000006126	ENSOARG00000010508	ortholog_one2one
ENSSSCG00000042553	ENSOARG00000008320	ortholog_one2one
ENSSSCG00000020992	ENSOARG00000010708	ortholog_one2one
ENSSSCG00000012409	ENSOARG00000017769	ortholog_one2one
ENSSSCG00000007526	ENSOARG00000016025	ortholog_one2one
ENSSSCG00000006766	ENSOARG00000019841	ortholog_one2one
ENSSSCG00000039234	ENSOARG00000003802	ortholog_one2many
ENSSSCG00000009412	ENSOARG00000007864	ortholog_one2one
ENSSSCG00000003214	ENSOARG00000013837	ortholog_one2one
ENSSSCG00000033907	ENSOARG00000003802	ortholog_one2many
ENSSSCG00000042324	ENSOARG00000014481	ortholog_one2one
ENSSSCG00000007527	ENSOARG00000015902	ortholog_one2one
ENSSSCG00000043045	ENSOARG00000008933	ortholog_one2many
ENSSSCG00000034302	ENSOARG00000016113	ortholog_one2one
ENSSSCG00000027166	ENSOARG00000008190	ortholog_one2one
ENSSSCG00000015326	ENSOARG00000001508	ortholog_one2one
ENSSSCG00000014186	ENSOARG00000018646	ortholog_one2one
ENSSSCG00000013343	ENSOARG00000007649	ortholog_one2one
ENSSSCG00000000650	ENSOARG00000021020	ortholog_one2one
ENSSSCG00000023912	ENSOARG00000014445	ortholog_one2one
ENSSSCG00000040763	ENSOARG00000013408	ortholog_one2one
ENSSSCG00000012034	ENSOARG00000014016	ortholog_one2one
ENSSSCG00000004233	ENSOARG00000008143	ortholog_one2one
ENSSSCG00000016737	ENSOARG00000001180	ortholog_one2one
ENSSSCG00000035379	ENSOARG00000011599	ortholog_one2one
ENSSSCG00000029102	ENSOARG00000012736	ortholog_one2one
ENSSSCG00000010885	ENSOARG00000005017	ortholog_one2one
ENSSSCG00000039287	ENSOARG00000021026	ortholog_one2one
ENSSSCG00000001297	ENSOARG00000017162	ortholog_many2many
ENSSSCG00000001297	ENSOARG00000008945	ortholog_many2many
ENSSSCG00000003212	ENSOARG00000013846	ortholog_one2one
ENSSSCG00000024800	ENSOARG00000006798	ortholog_one2one
ENSSSCG00000014813	ENSOARG00000005031	ortholog_one2one
ENSSSCG00000029300	ENSOARG00000014366	ortholog_one2one
ENSSSCG00000015775	ENSOARG00000006992	ortholog_one2one
ENSSSCG00000034627	ENSOARG00000010587	ortholog_one2one
ENSSSCG00000004234	ENSOARG00000008181	ortholog_one2one
ENSSSCG00000005027	ENSOARG00000020699	ortholog_one2one
ENSSSCG00000010448	ENSOARG00000014866	ortholog_one2one
ENSSSCG00000006127	ENSOARG00000010803	ortholog_one2one
ENSSSCG00000009942	ENSOARG00000017453	ortholog_one2one
ENSSSCG00000011176	ENSOARG00000014309	ortholog_one2one
ENSSSCG00000007687	ENSOARG00000014267	ortholog_one2one
ENSSSCG00000001817	ENSOARG00000012778	ortholog_one2one
ENSSSCG00000014187	ENSOARG00000018705	ortholog_one2one
ENSSSCG00000009413	ENSOARG00000007804	ortholog_one2one
ENSSSCG00000039880	ENSOARG00000021030	ortholog_one2one
ENSSSCG00000004537	ENSOARG00000005061	ortholog_one2one
ENSSSCG00000028185	ENSOARG00000008161	ortholog_one2one
ENSSSCG00000007528	ENSOARG00000015843	ortholog_one2one
ENSSSCG00000021519	ENSOARG00000018900	ortholog_one2one
ENSSSCG00000004236	ENSOARG00000008189	ortholog_one2one
ENSSSCG00000010888	ENSOARG00000005033	ortholog_one2one
ENSSSCG00000013344	ENSOARG00000007778	ortholog_one2one
ENSSSCG00000050151	ENSOARG00000010616	ortholog_one2many
ENSSSCG00000000209	ENSOARG00000018288	ortholog_one2one
ENSSSCG00000037791	ENSOARG00000016124	ortholog_one2one
ENSSSCG00000017488	ENSOARG00000012606	ortholog_one2one
ENSSSCG00000039973	ENSOARG00000010569	ortholog_one2one
ENSSSCG00000003211	ENSOARG00000013898	ortholog_one2one
ENSSSCG00000016158	ENSOARG00000019196	ortholog_one2one
ENSSSCG00000021731	ENSOARG00000007071	ortholog_one2one
ENSSSCG00000034866	ENSOARG00000001595	ortholog_one2many
ENSSSCG00000023820	ENSOARG00000014655	ortholog_one2one
ENSSSCG00000034746	ENSOARG00000014644	ortholog_one2one
ENSSSCG00000035987	ENSOARG00000019698	ortholog_one2one
ENSSSCG00000009414	ENSOARG00000007790	ortholog_one2one
ENSSSCG00000041126	ENSOARG00000018461	ortholog_one2many
ENSSSCG00000009943	ENSOARG00000017568	ortholog_one2one
ENSSSCG00000022456	ENSOARG00000004101	ortholog_one2one
ENSSSCG00000028092	ENSOARG00000020702	ortholog_one2one
ENSSSCG00000006767	ENSOARG00000019818	ortholog_one2one
ENSSSCG00000024781	ENSOARG00000019681	ortholog_one2one
ENSSSCG00000022237	ENSOARG00000008136	ortholog_one2one
ENSSSCG00000034522	ENSOARG00000016070	ortholog_one2one
ENSSSCG00000025810	ENSOARG00000003018	ortholog_one2one
ENSSSCG00000024752	ENSOARG00000010442	ortholog_one2one
ENSSSCG00000049514	ENSOARG00000021031	ortholog_one2one
ENSSSCG00000017489	ENSOARG00000012513	ortholog_one2one
ENSSSCG00000027890	ENSOARG00000014151	ortholog_one2one
ENSSSCG00000021184	ENSOARG00000010973	ortholog_one2one
ENSSSCG00000040144	ENSOARG00000015498	ortholog_one2many
ENSSSCG00000040144	ENSOARG00000018239	ortholog_one2many
ENSSSCG00000036887	ENSOARG00000005285	ortholog_one2one
ENSSSCG00000007529	ENSOARG00000015458	ortholog_one2one
ENSSSCG00000038733	ENSOARG00000007745	ortholog_one2one
ENSSSCG00000025951	ENSOARG00000008630	ortholog_one2many
ENSSSCG00000009944	ENSOARG00000017927	ortholog_one2one
ENSSSCG00000001818	ENSOARG00000012648	ortholog_one2one
ENSSSCG00000001075	ENSOARG00000010301	ortholog_one2one
ENSSSCG00000000656	ENSOARG00000021044	ortholog_one2one
ENSSSCG00000000207	ENSOARG00000016522	ortholog_one2one
ENSSSCG00000004237	ENSOARG00000008218	ortholog_one2one
ENSSSCG00000015779	ENSOARG00000007148	ortholog_one2one
ENSSSCG00000008077	ENSOARG00000008125	ortholog_one2one
ENSSSCG00000036520	ENSOARG00000018761	ortholog_one2one
ENSSSCG00000010450	ENSOARG00000015082	ortholog_one2one
ENSSSCG00000035118	ENSOARG00000015975	ortholog_one2one
ENSSSCG00000021200	ENSOARG00000017776	ortholog_one2one
ENSSSCG00000009417	ENSOARG00000007736	ortholog_one2one
ENSSSCG00000034414	ENSOARG00000018905	ortholog_one2one
ENSSSCG00000015327	ENSOARG00000002097	ortholog_one2one
ENSSSCG00000005584	ENSOARG00000013850	ortholog_one2one
ENSSSCG00000029411	ENSOARG00000015097	ortholog_one2one
ENSSSCG00000017490	ENSOARG00000012377	ortholog_one2one
ENSSSCG00000022839	ENSOARG00000010419	ortholog_one2one
ENSSSCG00000024096	ENSOARG00000011197	ortholog_one2one
ENSSSCG00000000206	ENSOARG00000018189	ortholog_one2one
ENSSSCG00000002820	ENSOARG00000018931	ortholog_one2one
ENSSSCG00000003726	ENSOARG00000006732	ortholog_one2one
ENSSSCG00000040061	ENSOARG00000008116	ortholog_one2one
ENSSSCG00000000653	ENSOARG00000021063	ortholog_one2one
ENSSSCG00000024555	ENSOARG00000007163	ortholog_one2one
ENSSSCG00000040193	ENSOARG00000002116	ortholog_one2one
ENSSSCG00000016159	ENSOARG00000019210	ortholog_one2one
ENSSSCG00000025514	ENSOARG00000011735	ortholog_one2one
ENSSSCG00000004538	ENSOARG00000005109	ortholog_one2one
ENSSSCG00000007695	ENSOARG00000014138	ortholog_one2one
ENSSSCG00000017492	ENSOARG00000012331	ortholog_one2one
ENSSSCG00000021023	ENSOARG00000013894	ortholog_one2one
ENSSSCG00000015776	ENSOARG00000007186	ortholog_one2one
ENSSSCG00000016743	ENSOARG00000014862	ortholog_one2one
ENSSSCG00000021193	ENSOARG00000018180	ortholog_one2one
ENSSSCG00000002427	ENSOARG00000003285	ortholog_one2one
ENSSSCG00000004238	ENSOARG00000008274	ortholog_one2one
ENSSSCG00000032698	ENSOARG00000015928	ortholog_one2one
ENSSSCG00000008524	ENSOARG00000019676	ortholog_one2one
ENSSSCG00000025430	ENSOARG00000013982	ortholog_one2one
ENSSSCG00000005029	ENSOARG00000020703	ortholog_one2one
ENSSSCG00000034555	ENSOARG00000021068	ortholog_one2one
ENSSSCG00000002819	ENSOARG00000016863	ortholog_one2many
ENSSSCG00000002819	ENSOARG00000018950	ortholog_one2many
ENSSSCG00000014190	ENSOARG00000018777	ortholog_one2one
ENSSSCG00000023738	ENSOARG00000007671	ortholog_one2one
ENSSSCG00000039940	ENSOARG00000007919	ortholog_one2many
ENSSSCG00000039940	ENSOARG00000007892	ortholog_one2many
ENSSSCG00000006132	ENSOARG00000011340	ortholog_one2one
ENSSSCG00000000211	ENSOARG00000018171	ortholog_one2one
ENSSSCG00000034581	ENSOARG00000019791	ortholog_one2one
ENSSSCG00000021018	ENSOARG00000012292	ortholog_one2one
ENSSSCG00000015777	ENSOARG00000007276	ortholog_one2one
ENSSSCG00000007531	ENSOARG00000004777	ortholog_one2one
ENSSSCG00000031800	ENSOARG00000015903	ortholog_one2one
ENSSSCG00000020694	ENSOARG00000006551	ortholog_one2one
ENSSSCG00000003488	ENSOARG00000010202	ortholog_one2one
ENSSSCG00000000657	ENSOARG00000021054	ortholog_one2many
ENSSSCG00000000657	ENSOARG00000021050	ortholog_one2many
ENSSSCG00000000657	ENSOARG00000021049	ortholog_one2many
ENSSSCG00000000657	ENSOARG00000021075	ortholog_one2many
ENSSSCG00000002818	ENSOARG00000018961	ortholog_one2one
ENSSSCG00000027124	ENSOARG00000017992	ortholog_one2one
ENSSSCG00000003216	ENSOARG00000013923	ortholog_one2one
ENSSSCG00000034154	ENSOARG00000008084	ortholog_one2one
ENSSSCG00000010449	ENSOARG00000014960	ortholog_one2one
ENSSSCG00000000212	ENSOARG00000018116	ortholog_one2one
ENSSSCG00000005030	ENSOARG00000020710	ortholog_one2one
ENSSSCG00000017493	ENSOARG00000012167	ortholog_one2one
ENSSSCG00000022738	ENSOARG00000004644	ortholog_one2many
ENSSSCG00000017947	ENSOARG00000010662	ortholog_one2one
ENSSSCG00000015328	ENSOARG00000002378	ortholog_one2one
ENSSSCG00000002821	ENSOARG00000000063	ortholog_one2one
ENSSSCG00000010451	ENSOARG00000015169	ortholog_one2one
ENSSSCG00000025784	ENSOARG00000015131	ortholog_one2one
ENSSSCG00000001076	ENSOARG00000010155	ortholog_one2one
ENSSSCG00000020740	ENSOARG00000006534	ortholog_one2one
ENSSSCG00000039413	ENSOARG00000015862	ortholog_one2one
ENSSSCG00000000217	ENSOARG00000018102	ortholog_one2one
ENSSSCG00000010894	ENSOARG00000015629	ortholog_one2one
ENSSSCG00000006771	ENSOARG00000019772	ortholog_one2one
ENSSSCG00000023380	ENSOARG00000018011	ortholog_one2one
ENSSSCG00000039708	ENSOARG00000017210	ortholog_one2one
ENSSSCG00000036161	ENSOARG00000011475	ortholog_one2one
ENSSSCG00000013188	ENSOARG00000014050	ortholog_one2many
ENSSSCG00000030567	ENSOARG00000002969	ortholog_one2one
ENSSSCG00000004241	ENSOARG00000019963	ortholog_one2one
ENSSSCG00000007691	ENSOARG00000013902	ortholog_one2one
ENSSSCG00000025689	ENSOARG00000010809	ortholog_one2one
ENSSSCG00000010452	ENSOARG00000014800	ortholog_one2one
ENSSSCG00000021862	ENSOARG00000017673	ortholog_one2one
ENSSSCG00000001819	ENSOARG00000012575	ortholog_one2one
ENSSSCG00000039081	ENSOARG00000013857	ortholog_one2many
ENSSSCG00000005585	ENSOARG00000013769	ortholog_one2many
ENSSSCG00000005585	ENSOARG00000013754	ortholog_one2many
ENSSSCG00000027160	ENSOARG00000006471	ortholog_one2one
ENSSSCG00000002428	ENSOARG00000003343	ortholog_one2one
ENSSSCG00000037705	ENSOARG00000008002	ortholog_one2one
ENSSSCG00000024694	ENSOARG00000014879	ortholog_one2one
ENSSSCG00000021355	ENSOARG00000007880	ortholog_one2many
ENSSSCG00000021355	ENSOARG00000004311	ortholog_one2many
ENSSSCG00000006134	ENSOARG00000011632	ortholog_one2one
ENSSSCG00000037615	ENSOARG00000013774	ortholog_one2many
ENSSSCG00000027074	ENSOARG00000018799	ortholog_one2one
ENSSSCG00000039607	ENSOARG00000015791	ortholog_one2one
ENSSSCG00000015780	ENSOARG00000007367	ortholog_one2one
ENSSSCG00000008940	ENSOARG00000011898	ortholog_one2one
ENSSSCG00000024618	ENSOARG00000015816	ortholog_one2one
ENSSSCG00000042304	ENSOARG00000019763	ortholog_one2one
ENSSSCG00000035125	ENSOARG00000000652	ortholog_many2many
ENSSSCG00000035125	ENSOARG00000019831	ortholog_many2many
ENSSSCG00000036391	ENSOARG00000013833	ortholog_one2one
ENSSSCG00000000216	ENSOARG00000018049	ortholog_one2one
ENSSSCG00000027646	ENSOARG00000002923	ortholog_one2one
ENSSSCG00000038971	ENSOARG00000005143	ortholog_one2one
ENSSSCG00000029519	ENSOARG00000000205	ortholog_one2one
ENSSSCG00000016744	ENSOARG00000015158	ortholog_one2one
ENSSSCG00000000659	ENSOARG00000021090	ortholog_one2one
ENSSSCG00000010454	ENSOARG00000014815	ortholog_one2one
ENSSSCG00000001820	ENSOARG00000012506	ortholog_one2one
ENSSSCG00000035851	ENSOARG00000016041	ortholog_one2many
ENSSSCG00000004242	ENSOARG00000008327	ortholog_one2one
ENSSSCG00000026052	ENSOARG00000014706	ortholog_one2one
ENSSSCG00000032843	ENSOARG00000015756	ortholog_one2one
ENSSSCG00000017494	ENSOARG00000012131	ortholog_one2one
ENSSSCG00000013347	ENSOARG00000008231	ortholog_one2one
ENSSSCG00000004540	ENSOARG00000005150	ortholog_one2one
ENSSSCG00000029392	ENSOARG00000013875	ortholog_one2one
ENSSSCG00000006774	ENSOARG00000019749	ortholog_one2one
ENSSSCG00000007692	ENSOARG00000013778	ortholog_one2one
ENSSSCG00000035934	ENSOARG00000017648	ortholog_one2one
ENSSSCG00000020986	ENSOARG00000019657	ortholog_one2one
ENSSSCG00000017937	ENSOARG00000010982	ortholog_one2one
ENSSSCG00000010896	ENSOARG00000014713	ortholog_one2one
ENSSSCG00000034560	ENSOARG00000003031	ortholog_one2many
ENSSSCG00000009946	ENSOARG00000018082	ortholog_one2one
ENSSSCG00000022739	ENSOARG00000006399	ortholog_one2one
ENSSSCG00000016745	ENSOARG00000015240	ortholog_one2one
ENSSSCG00000010455	ENSOARG00000015223	ortholog_one2one
ENSSSCG00000001078	ENSOARG00000009905	ortholog_one2one
ENSSSCG00000039962	ENSOARG00000013748	ortholog_one2one
ENSSSCG00000015781	ENSOARG00000007378	ortholog_one2one
ENSSSCG00000034211	ENSOARG00000013693	ortholog_one2one
ENSSSCG00000033332	ENSOARG00000014683	ortholog_one2one
ENSSSCG00000008942	ENSOARG00000011975	ortholog_one2many
ENSSSCG00000025284	ENSOARG00000000242	ortholog_one2one
ENSSSCG00000011347	ENSOARG00000001093	ortholog_one2one
ENSSSCG00000004541	ENSOARG00000005202	ortholog_one2one
ENSSSCG00000032090	ENSOARG00000015678	ortholog_one2many
ENSSSCG00000032090	ENSOARG00000020223	ortholog_one2many
ENSSSCG00000036049	ENSOARG00000002475	ortholog_one2one
ENSSSCG00000034229	ENSOARG00000013803	ortholog_one2one
ENSSSCG00000010897	ENSOARG00000015070	ortholog_one2one
ENSSSCG00000000215	ENSOARG00000017967	ortholog_one2one
ENSSSCG00000006135	ENSOARG00000012048	ortholog_one2one
ENSSSCG00000040843	ENSOARG00000013792	ortholog_one2one
ENSSSCG00000005036	ENSOARG00000017606	ortholog_one2one
ENSSSCG00000010456	ENSOARG00000015307	ortholog_one2one
ENSSSCG00000035448	ENSOARG00000014460	ortholog_one2one
ENSSSCG00000016160	ENSOARG00000019232	ortholog_one2one
ENSSSCG00000025901	ENSOARG00000019640	ortholog_one2one
ENSSSCG00000017936	ENSOARG00000011016	ortholog_one2many
ENSSSCG00000026579	ENSOARG00000002869	ortholog_one2one
ENSSSCG00000034156	ENSOARG00000007610	ortholog_one2one
ENSSSCG00000032250	ENSOARG00000013722	ortholog_one2one
ENSSSCG00000032024	ENSOARG00000013679	ortholog_one2one
ENSSSCG00000003218	ENSOARG00000013964	ortholog_one2one
ENSSSCG00000005037	ENSOARG00000017585	ortholog_one2one
ENSSSCG00000001821	ENSOARG00000012410	ortholog_one2one
ENSSSCG00000023686	ENSOARG00000006342	ortholog_one2one
ENSSSCG00000017935	ENSOARG00000011121	ortholog_one2one
ENSSSCG00000021897	ENSOARG00000015257	ortholog_one2one
ENSSSCG00000037369	ENSOARG00000014378	ortholog_one2one
ENSSSCG00000045798	ENSOARG00000000999	ortholog_one2one
ENSSSCG00000017495	ENSOARG00000012023	ortholog_one2one
ENSSSCG00000015782	ENSOARG00000007443	ortholog_one2one
ENSSSCG00000025454	ENSOARG00000000302	ortholog_one2one
ENSSSCG00000005586	ENSOARG00000013742	ortholog_one2one
ENSSSCG00000003489	ENSOARG00000010013	ortholog_one2one
ENSSSCG00000040178	ENSOARG00000009655	ortholog_one2one
ENSSSCG00000012411	ENSOARG00000017889	ortholog_one2one
ENSSSCG00000022868	ENSOARG00000005921	ortholog_one2one
ENSSSCG00000015329	ENSOARG00000002679	ortholog_one2one
ENSSSCG00000016746	ENSOARG00000015481	ortholog_one2one
ENSSSCG00000004542	ENSOARG00000005239	ortholog_one2one
ENSSSCG00000035799	ENSOARG00000008794	ortholog_one2one
ENSSSCG00000013349	ENSOARG00000008372	ortholog_one2one
ENSSSCG00000008079	ENSOARG00000008048	ortholog_one2one
ENSSSCG00000010457	ENSOARG00000015503	ortholog_one2one
ENSSSCG00000027514	ENSOARG00000011240	ortholog_one2one
ENSSSCG00000038578	ENSOARG00000014294	ortholog_one2one
ENSSSCG00000013670	ENSOARG00000013413	ortholog_one2one
ENSSSCG00000020686	ENSOARG00000015619	ortholog_one2one
ENSSSCG00000009419	ENSOARG00000007602	ortholog_one2one
ENSSSCG00000029388	ENSOARG00000005656	ortholog_one2one
ENSSSCG00000006136	ENSOARG00000012441	ortholog_one2one
ENSSSCG00000011350	ENSOARG00000000409	ortholog_one2one
ENSSSCG00000010900	ENSOARG00000015345	ortholog_one2one
ENSSSCG00000022845	ENSOARG00000018858	ortholog_one2one
ENSSSCG00000002429	ENSOARG00000003363	ortholog_one2one
ENSSSCG00000000214	ENSOARG00000017957	ortholog_one2one
ENSSSCG00000006776	ENSOARG00000019733	ortholog_one2one
ENSSSCG00000005038	ENSOARG00000020500	ortholog_one2many
ENSSSCG00000005038	ENSOARG00000017558	ortholog_one2many
