junc_ratio	gene_id	circ_type	ssc_liver_1	ssc_liver_10	ssc_liver_2	ssc_liver_3	ssc_liver_4	ssc_liver_5	ssc_liver_6	ssc_liver_7	ssc_liver_8	ssc_liver_9	ssc_muscle_1	ssc_muscle_2	ssc_muscle_3	ssc_muscle_4	ssc_testis_1	ssc_testis_10	ssc_testis_2	ssc_testis_3	ssc_testis_4	ssc_testis_5	ssc_testis_6	ssc_testis_7	ssc_testis_8	ssc_testis_9
9:124746022|124747461	ENSSSCG00000015558	exon	0.0	0.0	0.146	0.0	0.277	0.053	0.0	0.151	0.432	0.194	0.275	0.871	0.439	0.118	0.094	0.0	0.044	0.01	0.112	0.092	0.0	0.033	0.0	0.0
3:32116491|32130236	ENSSSCG00000026569	exon	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.991	0.008	1.0	0.811	0.106	0.114	0.139	0.069	0.026	0.005
11:5577247|5602241	ENSSSCG00000009319	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.044	0.032	0.0	0.0	0.03	0.07	0.0	0.0
1:246238089|246243861	ENSSSCG00000005423	exon	0.241	0.022	0.115	0.0	0.0	0.04	0.0	0.0	0.053	0.0	0.0	0.0	0.099	0.014	0.304	0.0	0.054	1.0	0.0	0.03	0.016	0.02	0.0	0.0
1:53152426|53157947	ENSSSCG00000022994	exon	0.0	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.811	0.0	0.049	0.037	0.016	0.0	0.007	0.021	0.0	0.0
5:21986592|21987400	ENSSSCG00000000405	exon	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.027	0.002	0.001	0.0	0.001	0.001	0.001	0.003	0.001	0.002
4:90161231|90165184	ENSSSCG00000006386	exon	0.045	0.0	0.033	0.0	0.0	0.0	0.0	1.0	0.068	0.036	0.0	0.0	0.0	0.0	1.0	0.0	0.046	0.021	0.006	0.042	1.0	0.012	0.004	0.0
1:116401169|116427156	ENSSSCG00000004608,ENSSSCG00000004610	exon	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.103	0.418	0.281	0.26	0.243	0.255	0.365	0.082	0.0
10:59843564|59853584	ENSSSCG00000039539	exon	0.014	0.0	0.0	0.121	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0
3:57813373|57814349	ENSSSCG00000025106	exon	0.005	0.0	0.048	0.0	0.0	0.0	0.02	0.0	0.017	0.0	0.0	0.14	0.057	0.03	0.469	0.014	0.018	0.027	0.154	0.0	0.079	0.019	0.0	0.0
6:54257092|54257230	ENSSSCG00000003152	intron	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.714	0.0	0.0	0.0
3:40446251|40490735	ENSSSCG00000022963	exon	0.348	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.353	0.0	0.021	0.083	0.029	0.0	0.0	0.0	0.0	0.009
4:36859553|36870911	ENSSSCG00000006069	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.267	0.0	0.065	0.11	0.149	0.148	0.051	0.077	0.136	0.024
6:109031384|109082598	ENSSSCG00000003712,ENSSSCG00000041344	exon	0.0	0.0	0.083	0.0	0.0	0.015	0.008	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.111	0.071	0.062	0.0	0.0	0.0	0.059	0.0	0.056	0.0
17:35461000|35469692	ENSSSCG00000007235	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.71	0.0	1.0	0.429	0.353	0.029	0.013	0.027	0.034	0.0
13:29965877|29977625	ENSSSCG00000011332	exon	0.0	0.0	0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.215	1.0	0.436	0.0	1.0	0.623	0.104	0.0
14:120993720|120996812	ENSSSCG00000010625	exon	0.016	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.204	0.0	1.0	1.0	0.066	0.012	0.128	1.0	0.0	0.0
8:3012369|3014564	ENSSSCG00000008721	exon	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.592	0.39	0.402	0.24	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:26937843|26939503	ENSSSCG00000011296	exon	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.145	0.0	0.017	0.0	0.0	0.05	0.014	0.027	0.0	0.0
5:46065927|46078034	ENSSSCG00000000549	exon	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	1.0	0.0	0.03	0.015	0.019	0.017	0.0	0.01	0.0	0.0
6:109117107|109171834	ENSSSCG00000003712	exon	1.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.667	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6:36593407|36596306	ENSSSCG00000022813	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.036	0.125	0.112	0.143	0.0	0.102	0.111	0.0
6:13138872|13141246	ENSSSCG00000030420	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.062	0.012	0.013	0.0	0.022	0.0	0.0	0.0
1:77234825|77236972	ENSSSCG00000025703	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.033	0.0	0.0	0.407	0.0	0.207	0.103	0.109	0.09	1.0	0.117	1.0	1.0
16:3909261|3918536	ENSSSCG00000016781	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.0	0.261	0.333	0.185	0.194	0.044	0.276	0.057	0.105
7:55469774|55472149	ENSSSCG00000001850	exon	0.057	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8:5301882|5327273	ENSSSCG00000035020	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.32	0.136	0.16	0.0	0.109	0.254	0.065	0.2
6:53391931|53394265	ENSSSCG00000022302	exon	0.625	0.4	0.848	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.375	0.333	0.0	0.0
9:2014098|2038666	ENSSSCG00000014598	exon	0.251	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:16216508|16222281	ENSSSCG00000035136	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.013	0.308	0.0	0.016	0.0	0.007	0.0	0.034
7:9980131|10010669	ENSSSCG00000001056	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	1.0	0.132	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
4:118002524|118013108	ENSSSCG00000028821	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328	0.0	0.036	0.009	0.032	0.0	0.0	0.025	0.0	0.0
2:3084465|3098647	ENSSSCG00000037451	exon	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.019	0.0
4:130580135|130587915	ENSSSCG00000040735	exon	0.05	0.0	0.041	0.0	0.097	0.0	0.0	0.0	0.019	0.007	0.0	0.0	0.0	0.0	0.259	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0
1:179686395|179686694	ENSSSCG00000035200,ENSSSCG00000031740	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.815	0.367	0.0	0.611	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:2288303|2307514	ENSSSCG00000017155	exon	0.044	0.0	0.044	0.0	0.023	0.08	0.0	0.0	0.667	0.107	0.0	0.0	0.0	0.056	1.0	0.273	0.609	0.073	0.5	0.038	0.462	0.048	0.028	0.054
4:42178946|42189817	ENSSSCG00000006100	exon	0.083	0.0	0.138	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.013	0.121	0.348	0.278	0.064	0.046	0.027	0.039	0.061	0.071	0.0	0.0
3:80481406|80483180	ENSSSCG00000008382	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.0	0.004	0.014	0.0	0.0	0.013	0.004	0.0	0.0
8:96648481|96687491	ENSSSCG00000009071	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.107	0.182	0.243	0.055	0.167	0.175	0.234	0.24
2:136318558|136320614	ENSSSCG00000014296	exon	0.042	0.025	0.042	0.092	0.0	0.0	0.033	0.0	0.064	0.0	0.0	0.033	0.027	0.036	0.108	0.0	0.013	0.0	0.0	0.0	0.007	0.01	0.0	0.0
4:124468317|124499414	ENSSSCG00000006901	exon	0.0	0.026	0.048	0.0	0.0	0.057	0.0	0.182	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.143	0.182	0.267	0.0	0.0	0.019	0.0	0.0
11:15779641|15783242	ENSSSCG00000009379	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.921	0.039	1.0	0.189	0.143	1.0	0.0	0.0	0.0	0.0
3:113142605|113165875	ENSSSCG00000008575	exon	1.0	0.0	0.0	0.0	0.308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	1.0	0.0	0.024	0.02	0.0	0.02	0.0	0.0	0.0	0.0
6:37957475|37968385	ENSSSCG00000026239	exon	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.006	1.0	0.0	1.0	1.0	0.0	0.011
16:34613687|34666354	ENSSSCG00000016912,ENSSSCG00000047477	exon	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.031	0.0	1.0	0.0	0.0	0.022	0.0	0.0	0.0	0.018	0.0	0.0
13:17582876|17602712	ENSSSCG00000011229	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.016	0.01	0.006	0.008	0.002	0.01	0.0	0.01
7:9980131|9992700	ENSSSCG00000001056	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.051	0.0	0.038	0.0	0.091	1.0	0.0	0.068	1.0	0.0	0.0	0.0	0.0	0.0	0.0
15:105215552|105240538	ENSSSCG00000016107	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.614	0.0	0.045	0.06	0.39	0.0	0.296	0.0	0.0	0.005
4:80098943|80099190	ENSSSCG00000006277	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215	0.0	0.0	0.027	0.03	0.207	0.01	0.016	0.0	0.0
8:76195576|76222810	ENSSSCG00000009010	exon	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.016	0.051	0.0	0.0	0.0	0.016	0.0	0.688	0.004	0.171	0.043	0.0	0.045	0.026	0.045	0.0	0.057
8:102271948|102276555	ENSSSCG00000009096	exon	0.02	0.044	0.0	0.157	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.003	0.001	0.002	0.0	0.008	0.005	0.0	0.0
7:58054321|58054733	ENSSSCG00000001877	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.007	0.0	0.009	0.004	0.0	0.0	0.0
1:166033284|166037819	ENSSSCG00000004958	exon	0.421	0.337	0.187	0.679	0.455	0.0	0.168	0.444	0.41	0.154	0.0	0.317	0.327	0.248	0.973	0.088	1.0	1.0	0.289	0.198	0.821	1.0	0.156	0.09
14:64349313|64368587	ENSSSCG00000028327	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.022	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:43892243|43899845	ENSSSCG00000017752	exon	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.047	0.0	0.005	0.024	0.008	0.004	0.0	0.023	0.006	0.008
8:114275986|114285079	ENSSSCG00000031901	exon	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738	0.0	0.033	0.038	0.033	0.022	0.072	0.0	0.0	0.0
17:37900616|37912170	ENSSSCG00000007280	exon	0.087	0.044	0.029	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.689	0.0	0.453	0.085	0.054	1.0	1.0	0.079	0.049	0.0
4:16272611|16281983	ENSSSCG00000005987	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.276	0.0	0.615	0.462	0.0	0.0
1:175149204|175149728	ENSSSCG00000030679	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.348	0.0	0.2	0.261	0.0	0.286	0.0	0.176	0.548	0.355	0.184	0.071	0.117	0.134	0.09	0.083	0.0	0.0
6:69106984|69124265	ENSSSCG00000033497	exon	0.345	0.516	0.429	0.937	0.0	0.313	0.323	0.118	0.421	0.441	0.0	0.72	0.2	0.211	0.844	0.044	0.171	0.134	0.234	1.0	0.262	0.263	0.046	0.0
X:122348586|122354133	ENSSSCG00000012742	exon	0.549	0.556	0.2	0.0	0.871	0.186	0.111	0.294	0.727	0.439	0.696	0.125	0.179	0.294	0.385	0.175	0.75	0.08	0.286	0.0	1.0	0.216	0.148	0.0
17:31807232|31813630	ENSSSCG00000007142,ENSSSCG00000022382	exon	0.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259	0.018	0.0	0.0	0.055	0.0	0.056	0.01	0.0	0.0
13:189160834|189161341	ENSSSCG00000012021	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.003	0.0	0.0	0.022	0.0	0.0	0.0	0.0
6:69393805|69398455	ENSSSCG00000022343	exon	0.0	0.003	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.027	0.0	0.001	0.001	0.003	0.001	0.0	0.001	0.0	0.0
6:42958013|42965577	ENSSSCG00000002862	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.003	0.0	0.0	1.0	0.0	0.0
13:22226107|22239729	ENSSSCG00000011243,ENSSSCG00000011245	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.002	1.0	0.004	0.037	0.526	0.0	0.0	0.032	0.5	0.0	0.0
14:99982705|100017775	ENSSSCG00000010440	exon	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0
7:29018969|29086378	ENSSSCG00000001499	exon	0.172	0.171	0.0	0.0	0.0	0.094	0.0	0.0	0.056	0.0	0.0	0.0	0.004	0.01	1.0	0.0	0.0	0.0	0.0	0.056	0.0	0.008	0.0	0.0
8:116285423|116294261	ENSSSCG00000022788	exon	0.0	0.031	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.769	0.0	0.011	0.0	1.0	0.0	0.0
4:2484106|2484734	ENSSSCG00000005930	exon	0.926	0.4	0.4	0.0	0.989	0.0	0.0	0.194	0.2	0.214	0.0	0.0	0.0	0.0	0.873	0.034	0.636	0.559	0.464	0.188	0.565	0.621	0.0	0.085
8:84208682|84220051	ENSSSCG00000009047	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.011	0.009	0.0	0.0	0.004	0.004	0.0	0.0
6:109117107|109141734	ENSSSCG00000003712	exon	0.0	0.0	1.0	0.0	0.182	0.077	0.0	0.167	0.121	1.0	0.0	0.0	0.0	0.364	1.0	0.0	0.667	1.0	1.0	0.4	0.0	1.0	1.0	0.0
12:20738485|20741653	ENSSSCG00000017419	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.004	0.016	0.0	0.0	0.0	0.003	0.0	0.0
13:124798432|124807586	ENSSSCG00000025770	exon	0.023	0.048	0.014	0.0	0.004	0.03	0.015	0.018	0.0	1.0	0.0	0.0	0.0	0.034	0.5	0.0	0.146	0.038	0.0	0.077	0.214	0.138	0.073	0.036
15:31249522|31260633	ENSSSCG00000039185	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.042	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.069	0.0	0.071	0.019	1.0	0.0	0.0
5:93178651|93187362	ENSSSCG00000000920	exon	0.0	0.0	0.083	0.0	0.082	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	1.0	0.019	0.032	0.007	0.0	0.0	0.0	0.0	0.0	0.0
4:79834117|79836538	ENSSSCG00000006274	exon	0.529	0.0	0.4	0.0	0.0	0.034	0.179	0.205	0.061	0.0	0.0	0.231	0.056	0.061	0.759	0.074	0.369	0.6	0.07	0.196	0.254	0.282	0.065	0.197
11:78349882|78356609	ENSSSCG00000037561	exon	0.16	0.0	1.0	0.0	0.444	0.019	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.271	0.0	0.542	0.044	0.182	0.0	0.112	1.0	0.0	0.0
7:22558755|22559679	ENSSSCG00000001242	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786	0.0	0.154	0.0	0.174	0.129	0.253	0.0	0.0	0.0
11:9145564|9149581	ENSSSCG00000009345	exon	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.041	1.0	1.0	0.35	1.0	1.0	0.233	0.0	0.0
18:38819668|38827590	ENSSSCG00000027063	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.033	1.0	0.0	0.0	0.276	0.023	0.0
13:136447200|136479233	ENSSSCG00000025349	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.04	1.0	1.0	0.061	1.0	0.0	0.016
16:23743903|23745763	ENSSSCG00000016850	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.024	0.014	0.015	0.0	0.091	0.0	0.0	0.0	0.011	0.007	0.0	0.0
X:124856303|124862965	ENSSSCG00000029443	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.0	0.002	0.0	0.002	0.006	0.0	0.0
2:42003958|42006969	ENSSSCG00000025406	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.111	0.0	0.008	1.0	0.0	0.0	1.0	1.0	0.0	0.0
16:34633974|34639666	ENSSSCG00000016912	exon	1.0	0.087	0.263	0.516	0.467	1.0	0.0	1.0	1.0	1.0	0.431	0.173	0.323	0.21	0.19	0.0	0.019	0.015	0.008	0.037	0.017	0.035	0.0	0.022
4:3070732|3115539	ENSSSCG00000005934	exon	0.0	0.0	0.023	0.0	0.322	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.019	1.0	0.0	0.0	0.0
14:29144281|29147546	ENSSSCG00000009765	exon	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.856	0.0	0.643	0.577	0.678	0.122	0.42	0.275	0.096	0.0
1:164478589|164479409	ENSSSCG00000019093,ENSSSCG00000004945	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:69867101|69886841	ENSSSCG00000040594	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.571	0.0	0.031	0.017	0.157	0.0	0.038	0.032	0.0	0.0
3:11725509|11750445	ENSSSCG00000007721	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.348	0.0	0.105	0.0	0.0	0.0	0.0
16:74360017|74366126	ENSSSCG00000017101	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.041	0.014	1.0	0.0	0.5	0.0	0.286	0.0	0.105	0.0	0.0	0.0
12:47980914|47983515	ENSSSCG00000017819	exon	0.0	0.0	0.0	0.829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.786	0.034	0.167	0.0	0.0	0.062	0.0	0.0	0.0	0.0
1:39339094|39357726	ENSSSCG00000027613	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.005	0.0	0.0	0.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X:94506069|94522790	ENSSSCG00000012595	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
4:38086449|38111049	ENSSSCG00000006074	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.455	0.011	0.367	0.203	0.061	0.137	0.124	0.134	0.013	0.0
5:7603617|7607294	ENSSSCG00000000071	exon	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.002	1.0	0.0	0.006	0.003	0.002	0.0	0.0	0.001	0.0	0.0
12:43070860|43074243	ENSSSCG00000017745	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.0	0.0	1.0	0.0	1.0	0.048	0.0	0.048	0.045	0.0	0.0	0.041
9:12195434|12227414	ENSSSCG00000014882	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296	0.0	0.0	0.0	0.115	0.0	0.015	0.01	0.018	0.015	0.025	0.023	0.0	0.0
8:986798|992003	ENSSSCG00000008682	exon	0.45	0.222	0.5	0.987	0.0	0.0	0.0	0.08	0.0	0.217	0.0	0.0	0.0	0.0	0.488	0.131	0.289	0.201	0.161	0.178	1.0	0.269	0.138	0.204
13:66257686|66270535	ENSSSCG00000032118,ENSSSCG00000011563	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	1.0	0.102	1.0	0.054	1.0	1.0	0.833	0.07	0.063	0.0
1:119728606|119735315	ENSSSCG00000004624	exon	0.033	0.01	0.016	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.006	0.0	0.044	0.0	0.011	0.003	0.0	0.0	0.0	0.0	0.005	0.0
5:776735|799578	ENSSSCG00000032820	exon	0.0	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.028	0.039	0.0
6:67198311|67210350	ENSSSCG00000003377	exon	0.107	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.01	0.002	0.005	1.0	0.002	0.0	0.0	0.0
1:129601956|129602162	ENSSSCG00000004739	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.0	0.0	0.0	0.12	0.083	0.048	0.0	0.0
6:29377388|29390787	ENSSSCG00000002822	exon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.013	0.01	0.01	0.0	0.011	0.009	0.0	0.0
9:8147104|8157830	ENSSSCG00000014828	exon	0.009	0.029	0.017	0.0	0.0	0.025	0.0	0.029	0.0	0.038	0.172	0.144	0.015	0.014	0.285	0.0	0.065	0.053	0.068	0.072	0.042	0.079	0.027	0.0
5:83565637|83575446	ENSSSCG00000000874	exon	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.879	0.0	0.655	0.403	0.373	0.023	0.516	0.31	0.133	0.0
1:66477213|66484136	ENSSSCG00000004353	exon	0.017	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.264	0.0	0.0	0.056	0.013	0.044	0.045	0.011	0.0	0.0
3:30443457|30443879	ENSSSCG00000024206	exon	0.037	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.008	0.0	0.0	0.0	0.013	0.0	0.007	0.0	0.0
9:6345348|6352989	ENSSSCG00000014794	exon	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.384	0.0	1.0	0.037	1.0	0.0	0.0	0.1	0.0	0.031
1:137638041|137638586	ENSSSCG00000030560	exon	0.762	0.235	0.771	1.0	0.642	0.14	0.0	0.0	0.196	0.211	0.0	0.0	0.397	0.289	0.81	0.161	0.482	0.565	0.351	0.493	0.456	0.566	0.092	0.148
